External ID,default_code,Article/Nom,Lieu/Nom de l'emplacement,lot_name,Lot/numéro de série/Date de péremption,quantity,Unité de mesure/Nom affiché,Coût unitaire
__export__.stock_quant_7524162_f0d1f6b9,8029055,TETINE POUR VEAUX LATEX,M.46.03.G.05,,,17.00,Unité,0.78
__export__.stock_quant_7524303_bf49a79b,0623341,MAXON USP3/0 EP2 26R1/2 6233-41 (x36),M.51.07.G.03,D3A0160Y,2027-12-31 01:00:00,2.00,boîte,115.92
__export__.stock_quant_7524665_627e86f1,10001645,PINCE ENSEAL G2 5mm LG 14cm STRAIGHT TIP (x6),Sortie,A9CH56,2028-02-29 01:00:00,1.00,boîte,"1,922.96"
__export__.stock_quant_7524670_86909786,10004651,PVD CAT HC HYDRACARE 10x85GR,AI02R1,310725,2025-07-31 02:00:00,132.00,boîte,4.76
__export__.stock_quant_7524679_4bfa4eaa,2996767,POUDRE 3 10X450GR,M.54.05.C.03,2419010,2024-11-30 01:00:00,1.00,Unité,47.90
__export__.stock_quant_7524682_428b2672,3049848,SEVOFLO 250ML,M.38.05.R.04,1160983,2024-06-30 02:00:00,45.00,Unité,72.54
__export__.stock_quant_7524723_e60bf21c,10005340,CROQUETTES CHIEN CARNILOVE ADULT DUCK & PHEASANT CONTENANCE : 12 KG,AC25A1,310325,2025-03-31 02:00:00,20.00,sac,30.65
__export__.stock_quant_7524727_a03f358c,10005321,CROQUETTES CHIEN CARNILOVE ADULT LAMB & WILD BOAR CONTENANCE : 12 KG,AA28A1,280225,2025-02-28 01:00:00,29.00,sac,32.40
__export__.stock_quant_7524746_a545d84c,1710235,DERMA-KEL LIQUID 280ML,M.37.03.E.04,22160,2025-06-30 02:00:00,16.00,Unité,10.94
__export__.stock_quant_7524771_5a8b4bdb,6350395,CODICHOL 5 LITRES,M.45.07.E.03,22I15CD,2024-09-30 02:00:00,2.00,Unité,78.38
__export__.stock_quant_7524779_827e5838,10001180,ACANA DOG REGIONALS RANCHLANDS 6KG  ,AG01A6,280265,2025-02-28 01:00:00,1.00,sac,35.13
__export__.stock_quant_7524781_f7d85301,10000857,"ORIJEN CAT WHOLE PREY 6 FISH 1,8KG",AH15B2,301124,2024-11-30 01:00:00,9.00,sac,19.20
__export__.stock_quant_7524783_ed319bf0,10004704,"ACANA CAT PACIFICA 4,5KG",AH01A4,311224,2024-12-31 01:00:00,4.00,sac,28.14
__export__.stock_quant_7524856_78fc043e,1510676,"STRONGHOLD 240MG CHIEN 20,1-40KG 3PIP",M.01.00.A.05,6147977,2025-12-31 01:00:00,25.00,Unité,23.53
__export__.stock_quant_7524857_28b2b87e,1120872,"LINCO SPECTIN 100 1,5KG",M.35.06.R.03,23060428A,2028-05-31 02:00:00,5.00,Unité,217.21
__export__.stock_quant_7525176_da277023,5827520,"FELINE LIGHT ADULT 1,5KG POULET",AI19B2,311024,2024-10-31 01:00:00,1.00,sac,13.87
__export__.stock_quant_7525193_6064f324,5432008,ENERGY SUPP 30CP MILOA BELGIQUE,M.36.04.R.06,220616AF,2024-06-30 02:00:00,20.00,Unité,24.05
__export__.stock_quant_7525195_08c0e458,2816403,RENO PRO 30CP MILOA BELGIQUE,M.04.00.E.05,220614AB,2024-06-30 02:00:00,69.00,Unité,24.06
__export__.stock_quant_7525203_97e81c87,2816395,ANTI AGEING  60CP MILOA BELGIQUE,M.44.00.E.08,220615AB,2024-06-30 02:00:00,94.00,Unité,-2.18
__export__.stock_quant_7525255_c3c51b88,5307104,"SONDE LACRYMALE INOX COURBE 15mm 0,7mm",EOE122,,,8.00,Unité,1.47
__export__.stock_quant_7525296_0155767f,10004871,VETOPOP SAC A DEJECTION BIODEGRADABLE 4X20 SACS,M.53.01.E.01,,,3.00,boîte,3.85
__export__.stock_quant_7525430_721adf34,1009600,LAME MILLER LED VET DROITE 132MMX13MM T2,M.39.05.E.02,,,2.00,Unité,69.46
__export__.stock_quant_7525474_703246fa,1510643,"STRONGHOLD  30MG CHIEN  2,6- 5KG 3PIP.",M.42.02.B.02,6512313,2026-01-31 01:00:00,9.00,Unité,15.07
__export__.stock_quant_7525637_561c1011,10007717,FELIWAY HELP CARTOUCHE 3 PACK (3X7 JOURS),M.40.03.R.06,01E5,2024-10-31 01:00:00,3.00,blister,13.35
__export__.stock_quant_7525827_3afe7e39,1483965,PARAZAN   6CP,GY00R0,22F98,2026-06-30 02:00:00,5.00,Unité,10.56
__export__.stock_quant_7525834_df113f04,7920040,SMI SURGICRYL PGA USP2 EP5  15M,M.40.05.D.05,22K24,2024-11-30 01:00:00,2.00,Unité,19.34
__export__.stock_quant_7525846_0fd001aa,3274511,"STRONGHOLD  60MG CHAT  7,6-10KG 3PIP",M.36.06.E.04,6389921,2025-11-30 01:00:00,4.00,Unité,17.72
__export__.stock_quant_7525940_f9faf8d7,10006911,"TETE DE COUPE HEINIGER NR 30 - 0,8mm",M.42.07.C.02,,,10.00,Unité,39.98
__export__.stock_quant_7525945_7e91116a,5045148,TONDEUSE HEINIGER SAPHIR 1 VITESSE 2bat,EXT440,,,2.00,Unité,215.69
__export__.stock_quant_7525950_7c036be2,10004342,PEIGNE+CONTRE PEIGNE 31-23DTS HEINIGER,M.09.01.C.05,,,4.00,Unité,33.72
__export__.stock_quant_7525954_9b3dbf00,10001124,CREDELIO 900MG 3TABS (22/45KG) ,M.46.00.E.04,AL096822A,2025-10-31 01:00:00,195.00,Unité,20.58
__export__.stock_quant_7525957_f9a0e948,10001967,SERESTO COLLIER CHIEN DISPLAY - DE 8KG 12X38CM,M.36.00.E.05,KP0F3DS,2025-03-31 02:00:00,11.00,BOITE DE 12,241.30
__export__.stock_quant_7526082_9b256040,5450036,OTOACT 100ML NEXTMUNE,M.07.00.B.03,B230094A,2026-05-31 02:00:00,35.00,Unité,-0.46
__export__.stock_quant_7526085_aaa2e217,5450042,CLOREXYDERM 4% SHAMPOO 250ml NEXTMUNE,M.09.00.R.03,B230074A,2026-04-30 02:00:00,12.00,Unité,11.33
__export__.stock_quant_7526107_fa74faa3,10001016,ORIJEN DOG WHOLE PREY TUNDRA 6KG  ,AH08B7,310325,2025-03-31 02:00:00,9.00,sac,44.67
__export__.stock_quant_7526111_3f706c24,10001160,"ORIJEN DOG WHOLE PREY 6 FISH 11,4KG",AA09R4,280225,2025-02-28 01:00:00,5.00,sac,60.94
__export__.stock_quant_7526181_d645ea04,10006909,VETOPOP SHAMPOOING LIQUIDE DOUX 250ML ALOE VERA,M.44.03.G.01,,,10.00,Unité,6.46
__export__.stock_quant_7526373_5eaac3a3,5140909,SERINGUE TERUMO UU 3ml + AIG 21Gx1 1/2 (x100),M.44.02.R.04,20221003T,2027-10-02 02:00:00,6.00,boîte,8.59
__export__.stock_quant_7526378_f6e5d7e5,5150005,AIGUILLE TERUMO AGANI 22Gx1 1/4 32mm noir (x100),M.35.08.R.03,210730,2026-06-30 02:00:00,10.00,boîte,1.85
__export__.stock_quant_7526379_c514a411,5032419,CATHETER SURFLO-W 24Gx 3/4 jaune (x50),M.06.00.R.05,1130569,2028-04-30 02:00:00,24.00,boîte,23.00
__export__.stock_quant_7526380_990c962c,7368012,LAME BISTOURI NON STERILE SW.M. N12 (20x5),M.42.01.G.04,2303,2033-03-31 02:00:00,4.00,boîte,10.95
__export__.stock_quant_7526456_4b71c8fc,10005303,BOITES CHAT CARNILOVE KITTENS TURKEY & SALMON CONTENANCE : 12 BOITES DE 100 G,AG03B9,300424,2024-04-30 02:00:00,1.00,plateau,12.36
__export__.stock_quant_7526487_844062b9,8003682,SERINGUE GENIAPLEX   2ml STANDARD CENTREE,M.41.07.D.07,,,2.00,Unité,28.47
__export__.stock_quant_7526540_77765c7f,1114099,"METACAM 1,5MG  32ML SUSPENSION ORALE",M.35.00.D.01,D82357,2024-11-30 01:00:00,30.00,Unité,10.99
__export__.stock_quant_7526543_21ab54f8,10004076,WALLIFLO SHAMPOOING NORMAL USE ODEUR FLEUR DE CERISIER 100GR,M.56.01.E.05,,,4.00,Unité,7.04
__export__.stock_quant_7526544_65afe69b,10004850,WALLIFLO SHAMPOOING NORMAL USE ODEUR AMANDE 100GR,M.39.09.G.07,,,19.00,Unité,7.04
__export__.stock_quant_7526618_4fde794b,8058217,CELLULE MAC MASTER ACRYLIQUE,EOI133,,,3.00,Unité,28.31
__export__.stock_quant_7526776_72665448,2876050,VETFLURANE 250ML,M.38.08.C.02,94MS,2025-02-28 01:00:00,2.00,Unité,-7.67
__export__.stock_quant_7527177_b88a6ec4,8229280,FURMINATOR DESHEDDING CHIEN GRAND POIL COURT,M.04.02.D.01,,,1.00,Unité,24.18
__export__.stock_quant_7527180_a71e6934,10002482,FURMINATOR HAIR COLLECTION TOOL,M.40.10.C.04,,,2.00,Unité,23.66
__export__.stock_quant_7527857_e4795285,8025815,ANNEAUX CAOUTCHOUC POUR ELASTRATEUR (x100),M.39.03.E.05,,,3.00,Unité,1.75
__export__.stock_quant_7527978_f8bcc59d,8023271,BLEPHAROSTAT COLIBRI 10mm,M.39.01.C.05,,,8.00,Unité,4.00
__export__.stock_quant_7528207_b1a277f0,5435111,ANITAP BLEU ROBINET 3 VOIES,M.55.01.G.03,635413,2028-01-31 01:00:00,14.00,Unité,1.27
__export__.stock_quant_7528268_c4cb535e,5211130,ANNEAU TAUREAU W 052mm INOX HPTN 5762 (x6),M.44.09.E.06,,,4.00,boîte,58.80
__export__.stock_quant_7528624_4741ec1d,10005350,CROQUETTES CHIEN CARNILOVE ADULT SMALL FRESH OSTRICH & LAMB CONTENANCE : 6 KG,AD05A4,310824,2024-08-31 02:00:00,7.00,sac,23.33
__export__.stock_quant_7528869_0ab14417,8333020,CAGE PLIANTE DOG RESIDENCE 107x71x81cm,AK03A1,,,10.00,Unité,94.23
__export__.stock_quant_7528879_85ace239,3489598,"BROADLINE SPOT-ON CHAT L (2,5/7,5KG) /15",M.60.08.A.02,E84795A,2024-10-31 01:00:00,203.00,Unité,71.39
__export__.stock_quant_7528920_40af44be,8045611,TETINE CHIOT LATEX NATUREL NON PERCEE,M.39.05.D.03,,,9.00,Unité,0.39
__export__.stock_quant_7529087_3d6d3d1f,5760308,CYNADOX C-TEC USP2/0 EP3 DS25 (12),M.49.07.B.05,22k04,2027-11-30 01:00:00,1.00,boîte,-16.16
__export__.stock_quant_7529118_2a75a908,10001029,"ACANA DOG HERITAGE SPORT & AGILITY 11,4KG   ",AG25A5,311224,2024-12-31 01:00:00,4.00,sac,41.94
__export__.stock_quant_7529184_9dd94b1c,2329605,MODERIN 32MG   30CP,M.39.10.C.04,GR2101,2025-11-30 01:00:00,2.00,Unité,52.35
__export__.stock_quant_7529366_ae77a900,2382729,ACETIC OTIC (MALACETIC OTIC) 118ml,M.41.00.C.01,5757052,2025-05-31 02:00:00,11.00,Unité,-1.10
__export__.stock_quant_7529424_91951ebc,8002487,SERINGUE TERUMO UU 5ml (x100),M.31.08.R.08,20211127T,2026-11-26 01:00:00,4.00,boîte,-0.81
__export__.stock_quant_7529439_2ddac311,8270069,CATHETER SURFLO AILETTES 21Gx3/4 TERUMO,M.37.10.C.05,230211,2026-01-31 01:00:00,185.00,Unité,0.20
__export__.stock_quant_7529442_321ca6ce,8014740,CATHETER SURFLO IV TUBE 14Gx2 1/2 ORANGE,M.34.05.E.04,230314A,2028-02-29 01:00:00,102.00,Unité,0.40
__export__.stock_quant_7529443_f6646c7b,5002526,SERINGUE TERUMO UU 50ml LUER LOCK (x25),M.49.06.B.04,230609H,2028-05-31 02:00:00,4.00,boîte,10.65
__export__.stock_quant_7529461_2e16e568,3805512,CORTEXONAVET 100ml,M.39.00.D.01,23000499,2025-01-31 01:00:00,41.00,Unité,-0.92
__export__.stock_quant_7529472_5ddae1d9,10002290,RODICARE AKUT 15ML,M.01.03.C.05,423030,2025-01-31 01:00:00,11.00,Unité,8.88
__export__.stock_quant_7529484_287a96e0,3277175,PET REMEDY PLUG IN + RECHARGE 40ml,M.36.01.D.04,PRG1222,2025-12-31 01:00:00,3.00,Unité,16.59
__export__.stock_quant_7529530_a5a2f05c,8181946,CARCAN BUSTER COMFORT 15cm (x5),M.53.10.B.02,,,3.00,BOITE DE 5,12.33
__export__.stock_quant_7529584_7639613c,10002332,ORIJEN CAT & KITTEN WHOLE PREY 340GR,AG02C5A,310125,2025-01-31 01:00:00,7.00,sac,3.62
__export__.stock_quant_7529588_0bc32fac,10002165,ACANA DOG CLASSICS PRAIRIE POULTRY 2KG  ,AH07C4,300425,2025-04-30 02:00:00,3.00,sac,9.51
__export__.stock_quant_7529643_6951497a,10002350,TROUSSE PERF INTRAFIX SAFESET LL 180cm,M.49.10.R.01,23K26A8411,2028-09-01 02:00:00,400.00,blister,0.94
__export__.stock_quant_7529681_5d23ef1f,10001643,GENERATEUR GEN11 POUR PINCE ENSEAL / HARMONIC,M.11.02.C.04,,,1.00,Unité,"5,615.02"
__export__.stock_quant_7529682_caa08bd9,2923613,SPECIFIC CKW HEART KIDNEY 6x300GR,AC19A3,311025,2025-10-31 01:00:00,111.00,plateau,11.15
__export__.stock_quant_7529727_85ae379e,5221072,SPECIFIC FND NEUTERED YOUNG 4 X 400GR,AY00R0,311024,2024-05-31 02:00:00,1.00,BOITE DE 4,10.63
__export__.stock_quant_7529762_dd53bef3,5307242,"FUNSTRAP GENIA 10cmx4,5m (x12)",M.05.01.E.05,,,4.00,boîte,19.01
__export__.stock_quant_7529858_1bc20957,8333072,DOG RESIDENCE MATELAS 107cm,M.11.04.B.07,,,1.00,Unité,28.08
__export__.stock_quant_7529875_7ff254fb,8333037,DOG RESIDENCE MATELAS  61cm,M.11.05.C.06,,,2.00,Unité,14.03
__export__.stock_quant_7529916_1624dfb5,8333043,DOG RESIDENCE MATELAS  76cm,M.11.05.D.05,,,1.00,Unité,18.83
__export__.stock_quant_7530063_acd5b563,0497487,VENTIPULMIN 355ML SIROP,M.38.00.R.01,E68549,2024-07-31 02:00:00,12.00,Unité,-6.48
__export__.stock_quant_7530152_4453ca56,10004026,TROUSSE PERFUVET LARGE GRANDS ANIMAUX 20 GOUTTES/ML 230cm (x12),M.36.11.R.06,20200106,2025-01-05 01:00:00,6.00,boîte,14.52
__export__.stock_quant_7530437_f4472abc,8021852,LAME BISTOURI STERILE SW.M. N12 (x100),M.45.09.B.07,3712303,2028-03-31 02:00:00,2.00,boîte,13.00
__export__.stock_quant_7530484_53c90251,10006548,IM3 SAV GS DELUXE KIT ENTRETIEN S0002,SB01A1,,,4.00,boîte,41.74
__export__.stock_quant_7530494_3cb9941a,2978187,PRASCEND  60CP,M.46.00.R.03,2L6409A,2025-07-31 02:00:00,42.00,Unité,60.26
__export__.stock_quant_7530534_917a3b33,5080027,CREPE STELLA CELLO 10cmx4m PAR BANDE,M.09.00.D.05,,,10.00,Unité,0.84
__export__.stock_quant_7530580_4ecad77f,8007183,COMPRESSE OTHEMATOME KRUUSE 12x8cm,Sortie,,,2.00,Unité,2.43
__export__.stock_quant_7530581_653f838d,5142035,AIMANT CAGE BOVIMINI (x10),M.03.02.R.06,,,20.00,boîte,20.79
__export__.stock_quant_7530591_dcadc779,10009447,ECHOGRAPHE PILOTER VET MAIN UNIT,EZ01E1,,,1.00,Unité,"4,287.75"
__export__.stock_quant_7530592_8f8957c5,10009448,ECHOGRAPHE PILOTER VET SONDE MICROCONVEXE  C8-3,EZ01E1,,,1.00,Unité,"1,429.25"
__export__.stock_quant_7530593_53a4b074,10009449,ECHOGRAPHE PILOTER VET SONDE LINEAIRE L10-5,EZ01E1,,,1.00,Unité,762.28
__export__.stock_quant_7530750_87212292,7110040,BOVILIS IBR MARKER VIVANT 50ml 25D,QA02R04,A063BD01,2025-05-31 02:00:00,76.00,Unité,51.73
__export__.stock_quant_7530754_b8ce3c49,10006834,NOBIVAC DP PLUS 5x1D,QA06R05,A204A02,2024-06-30 02:00:00,80.00,Unité,24.34
__export__.stock_quant_7530756_bcf5df25,1730928,BOVILIS BVD PET 50ml 25d,QA05B2,A209A01,2024-07-31 02:00:00,10.00,Unité,86.80
__export__.stock_quant_7530778_241f771f,10009066,VIDEO ENDOSCOPE SOURCE PROCESSEUR ECRAN VIS-69,Sortie,,,1.00,Unité,"3,335.00"
__export__.stock_quant_7530816_5a14531a,10007964,CATHETER VENOCAN PLUS-W 18Gx45mm VERT (x50),M.54.03.E.03,20230220,2026-02-19 01:00:00,4.00,boîte,35.46
__export__.stock_quant_7530826_a0c6ece3,8165004,MUSELIERE CHIEN NYLON BUSTER Nr 1,M.02.03.R.04,,,9.00,Unité,2.37
__export__.stock_quant_7530831_d1e044fb,5355003,SAC DE SABLE 10x20cm,M.07.03.E.01,,,2.00,Unité,11.32
__export__.stock_quant_7530847_cf4d0de0,4220190,ROYAL CANIN DOG ANALLERGENIC DRY 3KG,AD08R4,310325,2025-03-31 02:00:00,72.00,sac,23.67
__export__.stock_quant_7530870_eb3908f6,5821811,ID LOW FAT CANIN 12x360GR,AY00R0,310725,2025-07-31 02:00:00,2.00,plateau,28.24
__export__.stock_quant_7530893_99022410,10004953,SOLENSIA 7MG/ML 2X1ML,QA05C2,679188,2024-09-30 02:00:00,204.00,Unité,62.31
__export__.stock_quant_7530906_73f83e8a,5230740,PIPETTE SEMI RIGIDE LUER 53cm NON ST (x25),M.53.02.C.04,,,42.00,sac,6.44
__export__.stock_quant_7530929_a3aaecbc,10007244,POMPE A PERFUSION BENEFUSION DS eVP VET,PE07A4,,,7.00,Unité,509.00
__export__.stock_quant_7530930_b62b27e4,10007243,POUSSE SERINGUE BENEFUSION DS eSP VET,PE10B8,,,2.00,Unité,473.00
__export__.stock_quant_7530951_f22559e7,1710235,DERMA-KEL LIQUID 280ML,GY00R0,22160,2025-06-30 02:00:00,2.00,Unité,10.94
__export__.stock_quant_7531011_ba8127d5,7143115,"MONOCRYL USP1 EP4 W3115 1,5m (x12)",M.38.10.C.02,SKMARH,2027-08-31 02:00:00,10.00,boîte,39.92
__export__.stock_quant_7531157_0693466e,1445931,NUTRIBIRD A21 800gr,AI04C6,300924,2024-09-30 02:00:00,9.00,sac,7.50
__export__.stock_quant_7531272_ab817a53,10002563,PREDNICURE 5MG 100CP KELA,M.03.00.B.07,2210055,2025-09-30 02:00:00,88.00,Unité,-0.73
__export__.stock_quant_7531391_69a685db,10005041,RHEUMOCAM 1.5MG/ML 200ML CHIENS,M.44.09.B.06,D38253C,2024-03-31 01:00:00,2.00,Unité,24.40
__export__.stock_quant_7531414_59e35b5c,3495157,DETOGESIC 15ml,M.01.03.D.03,647409,2025-11-30 01:00:00,16.00,Unité,87.26
__export__.stock_quant_7531450_b9e841da,5355006,SAC DE SABLE 20x30cm,M.06.02.C.01,,,2.00,Unité,12.23
__export__.stock_quant_7531505_5639603a,3498995,VERSICAN+ DP 25x1d,QE08R04,70523002,2024-11-30 01:00:00,1.00,Unité,87.35
__export__.stock_quant_7531539_a86803ea,8018436,"RACCORD 7,0mm PR SONDE ENDOTRACHEALE",EOA117,,,5.00,Unité,0.66
__export__.stock_quant_7531542_bd23b6f5,10008663,BUSTER BODY SLEEVES PATTES ARRIERES XL,M.42.01.C.01,,,1.00,Unité,10.80
__export__.stock_quant_7531545_85d8d557,10008579,"CISEAUX DE TOILETTAGE BUSTER 17,5cm ROSE",M.45.09.C.06,,,2.00,Unité,4.49
__export__.stock_quant_7531600_9c457f8d,8360040,GENIA GLYCOFIL EP6 USP3/4  50m,M.52.05.D.05,23G180,2026-06-28 02:00:00,4.00,Unité,44.98
__export__.stock_quant_7531660_c5cbed31,4280101,"ROYAL CANIN DOG HEPATIC DRY 1,5kg",AA03T1,300425,2025-04-30 02:00:00,108.00,sac,8.48
__export__.stock_quant_7531661_c9ea6534,4210101,"ROYAL CANIN DOG GASTROINTESTINAL LOW FAT DRY 1,5kg",AC03T1,300425,2025-04-30 02:00:00,108.00,sac,9.21
__export__.stock_quant_7531668_c0c79d28,4220102,"ROYAL CANIN DOG HYPOALLERGENIC MODERATE CALORIE DRY 1,5KG",AA20S2,300425,2025-04-30 02:00:00,108.00,sac,10.67
__export__.stock_quant_7531738_eb76392e,2718252,RILEXINE 375 DC 60INJ,M.07.00.S.02,C7301502,2024-11-30 01:00:00,8.00,Unité,-13.41
__export__.stock_quant_7531760_d524b752,3265675,VIRBAC HPM DOG JUNIOR SPECIAL LARGE 12KG,AA12R1,311027,2024-10-31 02:00:00,27.00,sac,39.66
__export__.stock_quant_7531861_e84f8fca,5021010,IM3 PAS D'ANE POSTERIOR BLOC L BLEU PRMGL1,EOI110,,,1.00,Unité,8.37
__export__.stock_quant_7531930_60b39494,8007786,ATTELLE QUICK SPLINT AVANT SMALL (paire),M.44.03.G.07,,,2.00,PAQUET DE 2,19.47
__export__.stock_quant_7531937_ae5a11df,8333037,DOG RESIDENCE MATELAS  61cm,M.11.05.C.07,,,1.00,Unité,14.03
__export__.stock_quant_7531964_7edd568f,3103884,"BRAVECTO  250MG 1CP CHIEN 4,5/10KG",M.42.00.E.07,22M2060F01,2024-11-30 01:00:00,72.00,Unité,-0.46
__export__.stock_quant_7532613_f8489880,2123842,ENZAPROST 50ML,M.03.00.C.05,878AA,2026-07-31 02:00:00,80.00,Unité,34.20
__export__.stock_quant_7533148_9a5cb3ad,10003843,ROYAL CANIN CAT GASTROINTESTINAL KITTEN DRY 2kg,AY00R0,280225,2025-02-28 01:00:00,1.00,sac,22.46
__export__.stock_quant_7533153_633883ec,10005860,PRO PLAN JUNIOR POULET ET RIZ CONTENANCE : 10 KG,AG01A3,311224,2024-12-31 01:00:00,1.00,Unité,38.99
__export__.stock_quant_7533300_bd7fd9db,10005359,BISCUITS POUR CHIEN CARNILOVE CRUNCHY SNACK OSTRICH & BLACKBERRIES CONTENANCE : 200 G,AG07B3B,301124,2024-11-30 01:00:00,3.00,sac,1.95
__export__.stock_quant_7533360_6439cba0,10002193,ACANA DOG HERITAGE PUPPY & JUNIOR 2KG    ,AH05C6,310524,2024-05-31 02:00:00,5.00,sac,11.26
__export__.stock_quant_7533717_8d1c7aaa,0816918,PEHA LASTOTEL CELLO 8cmx4m (x20),M.50.08.C.04,300311493,2028-03-01 01:00:00,17.00,boîte,4.55
__export__.stock_quant_7534284_bd951b38,2853232,"PYOSPOT DERMOSCENT CHIEN 10/20KG 4x1,2ml",M.38.10.E.02,112101,2024-03-31 01:00:00,2.00,Unité,12.44
__export__.stock_quant_7534840_af326af4,8205552,"STRAP GENIA NOIR 10cmx4,5m (x12)",M.33.06.B.03,,,21.00,boîte,13.63
__export__.stock_quant_7534854_8f86f2c2,2187078,STRONGHOLD  15MG CHATONS/CHIOTS 15PIP.,M.31.01.B.01,6723788,2026-03-31 02:00:00,93.00,Unité,64.40
__export__.stock_quant_7534871_b6f1b4c1,5618349,MUNISAN 15CAPS VET EXPERT,M.40.07.G.06,K2204049,2024-04-30 02:00:00,3.00,Unité,10.42
__export__.stock_quant_7534875_44abead7,8426684,TABOURET NOIR CHIRURGIEN ROULETTES,PG01E1,,,2.00,Unité,341.12
__export__.stock_quant_7534925_ae70c383,5164545,"SANIMED DOG RENAL 12,5KG",AH05R4,300924,2024-09-30 02:00:00,5.00,sac,46.84
__export__.stock_quant_7534955_cfabdb69,8287490,VACUTAINER ADAPTATEUR LUER (x100),M.44.07.B.07,3119595,2026-04-30 02:00:00,7.00,boîte,10.89
__export__.stock_quant_7535103_843c681a,3145117,EQUEST GEL ORAL 700kg,M.15.03.S.01,667499,2025-04-30 02:00:00,360.00,Unité,15.04
__export__.stock_quant_7535105_74d6e2c8,2271096,RIMADYL 20MG 20CP APPETENTS,M.03.06.R.04,625206,2025-02-28 01:00:00,48.00,Unité,5.10
__export__.stock_quant_7535106_1a995c93,3410198,"SIMPARICA  5MG -2,5KG 3CP",M.06.00.B.03,670719,2024-11-30 01:00:00,60.00,Unité,11.65
__export__.stock_quant_7535108_64ad49ce,10001947,SIMPARICA TRIO 10/20KG 3CP   ,M.03.00.C.09,D30348AXA,2025-08-31 02:00:00,120.00,Unité,26.85
__export__.stock_quant_7535109_f0ab180c,10001945,"SIMPARICA TRIO 2,5/5KG 3CP  ",M.04.02.R.06,D21029AVP,2025-03-31 02:00:00,50.00,Unité,18.70
__export__.stock_quant_7535110_80e3ec5b,10001948,SIMPARICA TRIO 20/40KG 3CP    ,M.40.06.R.02,D30427AYA,2025-09-30 02:00:00,120.00,Unité,31.55
__export__.stock_quant_7535111_f12b97bd,1510643,"STRONGHOLD  30MG CHIEN  2,6- 5KG 3PIP.",M.45.04.R.01,6512313,2026-01-31 01:00:00,30.00,Unité,15.07
__export__.stock_quant_7535112_601d838a,3719655,"STRONGHOLD PLUS 0,5ml CHAT 2,5/5KG 6PIP",M.31.04.S.03,31412,2025-11-30 01:00:00,670.00,Unité,29.20
__export__.stock_quant_7535196_9eff306c,5196996,VIRBAC HPM CONTAINER 30L,AH16T1,,,100.00,Unité,0.00
__export__.stock_quant_7535253_0abb354e,3585825,PRILACTONE NEXT  10MG 100TABS,M.57.06.C.03,1438A,2026-04-30 02:00:00,34.00,Unité,-8.14
__export__.stock_quant_7535745_585fa896,8207309,"PAPIER ESSUIE-MAINS ENMOTION 19,5cm (x6)",M.47.06.B.04,,,2.00,sac,67.00
__export__.stock_quant_7535805_0935c9eb,2568780,UBROLEXIN  20 TUBES,M.31.02.S.02,N233,2026-04-30 02:00:00,60.00,Unité,-12.36
__export__.stock_quant_7535810_b7f63279,1688811,DIAKUR PLUS 10KG,AG10A1,E03503,2024-10-31 01:00:00,11.00,Unité,178.82
__export__.stock_quant_7535827_9869baba,10001552,SPECIFIC CGD S SENIOR SMALL BREED 5x1KG ,AH07C2,280225,2025-02-28 01:00:00,1.00,BOITE DE 5,21.66
__export__.stock_quant_7535951_505c0ca3,2433886,LUBRIFIANT GEL VIRBAC 500ml,M.37.09.D.04,23D120,2025-04-30 02:00:00,4.00,Unité,4.22
__export__.stock_quant_7536015_7e372ec1,7910032,BROSSE A DENTS CHIEN,M.02.02.C.01,,,67.00,Unité,3.88
__export__.stock_quant_7536047_364d74b9,3265253,"VIRBAC HPM CAT JUNIOR NEUTERED 1,5KG",AG10R2,300924,2024-09-30 02:00:00,20.00,sac,11.98
__export__.stock_quant_7536065_55868300,10006566,ROYAL CANIN DOG EDUC FRIANDISES 50GR,AG07C10,311224,2024-12-31 01:00:00,58.00,sac,0.82
__export__.stock_quant_7536066_df41a28b,2687929,SPECIFIC CT H HEALTHY TREATS 300gr,AB34B4,310325,2025-03-31 02:00:00,69.00,sac,2.64
__export__.stock_quant_7536084_48fdb775,10006275,FRIANDISE POUR CHIEN VITAKRAFT BEEF-STICK JUNIOR MINERAL CONTENANCE : 1 PIECE DE 12 G,AG06B5B,280225,2025-02-28 01:00:00,25.00,Unité,0.37
__export__.stock_quant_7536085_7c47f3ee,10006271,FRIANDISE POUR CHIEN VITAKRAFT BEEF-STICK AU C?UR CONTENANCE : 1 PIECE DE 12 G,AG06B4B,310325,2025-03-31 02:00:00,33.00,Unité,0.37
__export__.stock_quant_7536115_b6f018a8,8132824,DRENCH CARBO 2L SAVETIS,M.04.00.A.06,71010,2025-07-31 02:00:00,24.00,Unité,13.03
__export__.stock_quant_7536186_3167e892,7760218,FATROX 60INJ,M.16.05.S.02,23C07,2026-02-28 01:00:00,44.00,Unité,127.79
__export__.stock_quant_7536187_51808c40,7760218,FATROX 60INJ,M.16.12.S.1,23C07,2026-02-28 01:00:00,48.00,Unité,127.79
__export__.stock_quant_7536188_f5cb5dc5,7760218,FATROX 60INJ,M.16.12.S.2,23C07,2026-02-28 01:00:00,48.00,Unité,127.79
__export__.stock_quant_7536189_c98a84cd,7760218,FATROX 60INJ,M.15.09.S.2,23C09,2026-02-28 01:00:00,52.00,Unité,127.79
