id,name,description
__import__.report_intrastat_code_7112090,7112090,"Olives provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions, but unsuitable in that state for immediate consumption, for oil production"
__import__.report_intrastat_code_7114000,7114000,"Cucumbers and gherkins provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions, but unsuitable in that state for immediate consumption"
__import__.report_intrastat_code_7115100,7115100,"Mushrooms of the genus ""Agaricus"", provisionally preserved, e.g., by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions, but unsuitable in that state for immediate consumption"
__import__.report_intrastat_code_7115900,7115900,"Mushrooms and truffles, provisionally preserved, e.g., by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions, but unsuitable in that state for immediate consumption (excl. mushrooms of the genus ""Agaricus"")"
__import__.report_intrastat_code_7119010,7119010,"Fruits of genus Capsicum or Pimenta provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions, but unsuitable in that state for immediate consumption (excl. sweet pepper)"
__import__.report_intrastat_code_7119030,7119030,"Sweetcorn provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions, but unsuitable in that state for immediate consumption"
__import__.report_intrastat_code_7119050,7119050,"Onions provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions, but unsuitable in that state for immediate consumption"
__import__.report_intrastat_code_7119070,7119070,"Capers provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions, but unsuitable in that state for immediate consumption"
__import__.report_intrastat_code_7119080,7119080,"Vegetables provisionally preserved, e.g., by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions, but unsuitable in that state for immediate consumption (excl. olives, capers, cucumbers and gherkins, mushrooms, truffles, fruits of the genus Capsicum or of the genus Pimenta, other than sweet peppers, sweetcorn, onions and mixtures of vegetables)"
__import__.report_intrastat_code_7119090,7119090,"Mixture of vegetables provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions, but unsuitable in that state for immediate consumption"
__import__.report_intrastat_code_7122000,7122000,"Dried onions, whole, cut, sliced, broken or in powder, but not further prepared"
__import__.report_intrastat_code_7123100,7123100,"Dried mushrooms of the genus ""Agaricus"", whole, cut, sliced, broken or in powder, but not further prepared"
__import__.report_intrastat_code_7123200,7123200,"Dried wood ears ""Auricularia spp."", whole, cut, sliced, broken or in powder, but not further prepared"
__import__.report_intrastat_code_7123300,7123300,"Dried jelly fungi ""Tremella spp."", whole, cut, sliced, broken or in powder, but not further prepared"
__import__.report_intrastat_code_7123900,7123900,"Dried mushrooms and truffles, whole, cut, sliced, broken or in powder, but not further prepared (excl. mushrooms of the genus ""Agaricus"", wood ears ""Auricularia spp."" and jelly fungi ""Tremella spp."")"
__import__.report_intrastat_code_7129005,7129005,"Dried potatoes, whether or not cut or sliced, but not further prepared"
__import__.report_intrastat_code_7129011,7129011,"Dried sweetcorn, hybrid, for sowing"
__import__.report_intrastat_code_7129019,7129019,"Dried sweetcorn ""Zea mays var. saccharata"", whether or nor cut or sliced, but not further prepared (excl. hybrids for sowing)"
__import__.report_intrastat_code_7129030,7129030,"Dried tomatoes, whole, cut, sliced, broken or in powder, but not further prepared"
__import__.report_intrastat_code_7129050,7129050,"Dried carrots, whole, cut, sliced, broken or in powder, but not further prepared"
__import__.report_intrastat_code_7129090,7129090,"Dried vegetables and mixtures of vegetables, whole, cut, sliced, broken or in powder, but not further prepared (excl. potatoes, onions, mushrooms, truffles, sweetcorn, tomatoes and carrots)"
__import__.report_intrastat_code_7131010,7131010,"Peas, ""Pisum sativum"", dried and shelled, for sowing"
__import__.report_intrastat_code_7131090,7131090,"Peas, ""Pisum sativum"", dried and shelled, whether or not skinned or split (excl. peas for sowing)"
__import__.report_intrastat_code_7132000,7132000,"Dried, shelled chickpeas ""garbanzos"", whether or not skinned or split"
__import__.report_intrastat_code_7133100,7133100,"Dried, shelled beans of species ""Vigna mungo [L.] Hepper or Vigna radiata [L.] Wilczek"", whether or not skinned or split"
__import__.report_intrastat_code_7133200,7133200,"Dried, shelled small red ""Adzuki"" beans ""Phaseolus or Vigna angularis"", whether or not skinned or split"
__import__.report_intrastat_code_7133310,7133310,"Dried, shelled kidney beans ""Phaseolus vulgaris"", for sowing"
__import__.report_intrastat_code_7133390,7133390,"Dried, shelled kidney beans ""Phaseolus vulgaris"", whether or not skinned or split (excl. for sowing)"
__import__.report_intrastat_code_7133400,7133400,"Dried, shelled bambara beans ""Vigna subterranea or Voandzeia subterranea"", whether or not skinned or split"
__import__.report_intrastat_code_7133500,7133500,"Dried, shelled cow peas ""Vigna unguiculata"", whether or not skinned or split"
__import__.report_intrastat_code_7133900,7133900,"Dried, shelled beans ""Vigna and Phaseolus"", whether or not skinned or split (excl. beans of species ""Vigna mungo [L.] Hepper or Vigna radiata [L.] Wilczek"", small red ""Adzuki"" beans, kidney beans, Bambara beans and cow peas)"
__import__.report_intrastat_code_7134000,7134000,"Dried, shelled lentils, whether or not skinned or split"
__import__.report_intrastat_code_7135000,7135000,"Dried, shelled broad beans ""Vicia faba var. major"" and horse beans ""Vicia faba var. equina and Vicia faba var. minor"", whether or not skinned or split"
__import__.report_intrastat_code_7136000,7136000,"Dried, shelled pigeon peas ""Cajanus cajan"", whether or not skinned or split"
__import__.report_intrastat_code_7139000,7139000,"Dried, shelled leguminous vegetables, whether or not skinned or split (excl. peas, chickpeas, beans, lentils, broad beans, horse beans and pigeon peas)"
__import__.report_intrastat_code_7141000,7141000,"Fresh, chilled, frozen or dried roots and tubers of manioc ""cassava"", whether or not sliced or in the form of pellets"
__import__.report_intrastat_code_7142010,7142010,"Sweet potatoes, fresh, whole, for human consumption"
__import__.report_intrastat_code_7142090,7142090,"Sweet potatoes, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets (excl. fresh whole sweet potatoes used for human consumption)"
__import__.report_intrastat_code_7143000,7143000,"Yams ""Dioscorea spp."", fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets"
__import__.report_intrastat_code_7144000,7144000,"Taro ""Colocasia spp."", fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets"
__import__.report_intrastat_code_7145000,7145000,"Yautia ""Xanthosoma spp."", fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets"
__import__.report_intrastat_code_7149020,7149020,"Arrowroot, salep and similar roots and tubers with high starch content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets (excl. manioc ""cassava"", sweet potatoes, yams, taro and yautia)"
__import__.report_intrastat_code_7149090,7149090,"Jerusalem artichokes and similar roots and tubers with high inulin content, fresh, chilled, frozen or dried, even sliced or in the form of pellets, and sago pith (excl. manioc, arrowroot, salep, sweet potatoes, yams, taro and yautia)"
__import__.report_intrastat_code_8011100,8011100,Desiccated coconuts
__import__.report_intrastat_code_8011200,8011200,"Fresh coconuts in the inner shell ""endocarp"""
__import__.report_intrastat_code_8011900,8011900,"Fresh coconuts, whether or not shelled or peeled (excl. in the inner shell ""endocarp"")"
__import__.report_intrastat_code_8012100,8012100,"Fresh or dried brazil nuts, in shell"
__import__.report_intrastat_code_8012200,8012200,"Fresh or dried brazil nuts, shelled"
__import__.report_intrastat_code_8013100,8013100,"Fresh or dried cashew nuts, in shell"
__import__.report_intrastat_code_8013200,8013200,"Fresh or dried cashew nuts, shelled"
__import__.report_intrastat_code_8021110,8021110,Fresh or dried bitter almonds in shell
__import__.report_intrastat_code_8021190,8021190,Fresh or dried almonds in shell (excl. bitter)
__import__.report_intrastat_code_8021210,8021210,"Fresh or dried bitter almonds, shelled"
__import__.report_intrastat_code_8021290,8021290,"Fresh or dried almonds, shelled (excl. bitter)"
__import__.report_intrastat_code_8022100,8022100,"Fresh or dried hazelnuts or filberts ""Corylus spp."", in shell"
__import__.report_intrastat_code_8022200,8022200,"Fresh or dried hazelnuts or filberts ""Corylus spp."", shelled"
__import__.report_intrastat_code_8023100,8023100,"Fresh or dried walnuts, in shell"
__import__.report_intrastat_code_8023200,8023200,"Fresh or dried walnuts, shelled"
__import__.report_intrastat_code_8024100,8024100,"Fresh or dried chestnuts ""Castanea spp."", in shell"
__import__.report_intrastat_code_8024200,8024200,"Fresh or dried chestnuts ""Castanea spp."", shelled"
__import__.report_intrastat_code_8025100,8025100,"Fresh or dried pistachios, in shell"
__import__.report_intrastat_code_8025200,8025200,"Fresh or dried pistachios, shelled"
__import__.report_intrastat_code_8026100,8026100,"Fresh or dried macadamia nuts, in shell"
__import__.report_intrastat_code_8026200,8026200,"Fresh or dried macadamia nuts, shelled"
__import__.report_intrastat_code_8027000,8027000,"Fresh or dried kola nuts ""Cola spp."", whether or not shelled or peeled"
__import__.report_intrastat_code_8028000,8028000,"Fresh or dried areca nuts, whether or not shelled or peeled"
__import__.report_intrastat_code_8029010,8029010,"Fresh or dried pecans, whether or not shelled or peeled"
__import__.report_intrastat_code_8029050,8029050,"Pine ""Pinus spp."" nuts, fresh or dried, whether or not shelled or peeled"
__import__.report_intrastat_code_8029085,8029085,"Nuts, fresh or dried, whether or not shelled or peeled (excl. coconuts, Brazil nuts, cashew nuts, almonds, hazelnuts, walnuts, chestnuts ""Castania spp."", pistachios, pecans, areca ""betel"" nuts, cola nuts, pine nuts and macadamia nuts)"
__import__.report_intrastat_code_8031010,8031010,"Plantains, fresh"
__import__.report_intrastat_code_8031090,8031090,"Plantains, dried"
__import__.report_intrastat_code_8039010,8039010,"Bananas, fresh (excl. plantains)"
__import__.report_intrastat_code_8039090,8039090,"Bananas, dried (excl. plantains)"
__import__.report_intrastat_code_8041000,8041000,Fresh or dried dates
__import__.report_intrastat_code_8042010,8042010,Fresh figs
__import__.report_intrastat_code_8042090,8042090,Dried figs
__import__.report_intrastat_code_8043000,8043000,Fresh or dried pineapples
__import__.report_intrastat_code_8044000,8044000,Fresh or dried avocados
__import__.report_intrastat_code_8045000,8045000,"Fresh or dried guavas, mangoes and mangosteens"
__import__.report_intrastat_code_8051022,8051022,Fresh navel oranges
__import__.report_intrastat_code_8051024,8051024,Fresh white oranges
__import__.report_intrastat_code_8051028,8051028,Fresh sweet oranges (excl. navel and white oranges)
__import__.report_intrastat_code_8051080,8051080,Fresh or dried oranges (excl. fresh sweet oranges)
__import__.report_intrastat_code_8052110,8052110,Fresh or dried satsumas
__import__.report_intrastat_code_8052190,8052190,Fresh or dried mandarins incl. tangerines (excl. clementines and satsumas)
__import__.report_intrastat_code_8052200,8052200,Fresh or dried clementines incl. monreales
__import__.report_intrastat_code_8052900,8052900,Fresh or dried wilkings and similar citrus hybrids
__import__.report_intrastat_code_8054000,8054000,Fresh or dried grapefruit
__import__.report_intrastat_code_8055010,8055010,"Fresh or dried lemons ""Citrus limon, Citrus limonum"""
__import__.report_intrastat_code_8055090,8055090,"Fresh or dried limes ""Citrus aurantifolia, Citrus latifolia"""
__import__.report_intrastat_code_8059000,8059000,"Fresh or dried citrus fruit (excl. oranges, lemons ""Citrus limon, Citrus limonum"", limes ""Citrus aurantifolia, Citrus latifolia"", grapefruit, mandarins, incl. tangerines and satsumas, clementines, wilkings and similar citrus hybrids)"
__import__.report_intrastat_code_8061010,8061010,Fresh table grapes
__import__.report_intrastat_code_8061090,8061090,Fresh grapes (excl. table grapes)
__import__.report_intrastat_code_8062010,8062010,Currants
__import__.report_intrastat_code_8062030,8062030,Sultanas
__import__.report_intrastat_code_8062090,8062090,Dried grapes (excl. currants and sultanas)
__import__.report_intrastat_code_8071100,8071100,Fresh watermelons
__import__.report_intrastat_code_8071900,8071900,Fresh melons (excl. watermelons)
__import__.report_intrastat_code_8072000,8072000,"Fresh pawpaws ""papayas"""
__import__.report_intrastat_code_8081010,8081010,"Fresh cider apples, in bulk, from 16 September to 15 December"
__import__.report_intrastat_code_8081080,8081080,"Fresh apples (excl. cider apples, in bulk, from 16 September to 15 December)"
__import__.report_intrastat_code_8083010,8083010,"Fresh perry pears, in bulk, from 1 August to 31 December"
__import__.report_intrastat_code_8083090,8083090,Fresh pears (excl. perry pears in bulk from 1 August to 31 December)
__import__.report_intrastat_code_8084000,8084000,Fresh quinces
__import__.report_intrastat_code_8091000,8091000,Fresh apricots
__import__.report_intrastat_code_8092100,8092100,"Fresh sour cherries ""Prunus cerasus"""
__import__.report_intrastat_code_8092900,8092900,Fresh cherries (excl. sour cherries)
__import__.report_intrastat_code_8093010,8093010,Fresh nectarines
__import__.report_intrastat_code_8093090,8093090,Fresh peaches (excl. nectarines)
__import__.report_intrastat_code_8094005,8094005,Fresh plums
__import__.report_intrastat_code_8094090,8094090,Fresh sloes
__import__.report_intrastat_code_8101000,8101000,Fresh strawberries
__import__.report_intrastat_code_8102010,8102010,Fresh raspberries
__import__.report_intrastat_code_8102090,8102090,"Fresh blackberries, mulberries and loganberries"
__import__.report_intrastat_code_8103010,8103010,Fresh blackcurrants
__import__.report_intrastat_code_8103030,8103030,Fresh redcurrants
__import__.report_intrastat_code_8103090,8103090,Fresh whitecurrants and gooseberries
__import__.report_intrastat_code_8104010,8104010,"Fresh cowberries, foxberries or mountain cranberries ""fruit of the species Vaccinium vitis-idaea"""
__import__.report_intrastat_code_8104030,8104030,Fresh fruit of species Vaccinium myrtillus
__import__.report_intrastat_code_8104050,8104050,Fresh fruit of species Vaccinium macrocarpum and Vaccinium corymbosum
__import__.report_intrastat_code_8104090,8104090,"Fresh fruits of genus Vaccinium (excl. of species Vaccinium vitis-idaea, myrtillus, macrocarpum and corymbosum)"
__import__.report_intrastat_code_8105000,8105000,Fresh kiwifruit
__import__.report_intrastat_code_8106000,8106000,Fresh durians
__import__.report_intrastat_code_8107000,8107000,Fresh persimmons
__import__.report_intrastat_code_8109020,8109020,"Fresh tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola and pitahaya"
__import__.report_intrastat_code_8109075,8109075,"Fresh fruit, edible (excl. nuts, bananas, dates, figs, pineapples, avocados, guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, jackfruit, lychees, sapodillo plums, passion fruit, carambola, pitahaya, citrus fruit, grapes, melons, apples, pears, quinces, apricots, cherries, peaches, plums, sloes, strawberries, raspberries, blackberries, mulberries, loganberries, black, white or red currants, gooseberries, cranberries, fruits of the genus Vaccinium, kiwifruit, durians and persimmons)"
__import__.report_intrastat_code_8111011,8111011,"Strawberries, uncooked or cooked by steaming or boiling in water, sweetened, with sugar content of > 13%, frozen"
__import__.report_intrastat_code_8111019,8111019,"Strawberries, uncooked or cooked by steaming or boiling in water, sweetened, with sugar content of <= 13%, frozen"
__import__.report_intrastat_code_8111090,8111090,"Strawberries, uncooked or cooked by steaming or boiling in water, unsweetened, frozen"
__import__.report_intrastat_code_8112011,8112011,"Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries, uncooked or cooked by steaming or boiling in water, sweetened, with sugar content of > 13%, frozen"
__import__.report_intrastat_code_8112019,8112019,"Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries, uncooked or cooked by steaming or boiling in water, sweetened, with sugar content of <= 13%, frozen"
__import__.report_intrastat_code_8112031,8112031,"Raspberries, uncooked or cooked by steaming or boiling in water, frozen, unsweetened"
__import__.report_intrastat_code_8112039,8112039,"Black currants, uncooked or cooked by steaming or boiling in water, frozen, unsweetened"
__import__.report_intrastat_code_8112051,8112051,"Red currants, uncooked or cooked by steaming or boiling in water, frozen, unsweetened"
__import__.report_intrastat_code_8112059,8112059,"Blackberries and mulberries, uncooked or cooked by steaming or boiling in water, frozen, unsweetened"
__import__.report_intrastat_code_8112090,8112090,"Loganberries, white currants and gooseberries, uncooked or cooked by steaming or boiling in water, frozen, unsweetened"
__import__.report_intrastat_code_8119011,8119011,"Guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola, pitahaya, coconuts, cashew nuts, brazil nuts, areca ""betel"" nuts, cola nuts and macadamia nuts, uncooked or cooked by steaming or boiling in water, frozen, containing added sugar or other sweetening matter, with a sugar content of > 13% by weight"
__import__.report_intrastat_code_8119019,8119019,"Frozen fruit and nuts, edible, uncooked or cooked by steaming or boiling in water, containing added sugar or other sweetening matter, with a sugar content of > 13% by weight (excl. strawberries, raspberries, blackberries, mulberries, loganberries, black, white or red currants, gooseberries, guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola, pitahaya, coconuts, cashew nuts, brazil nuts, areca ""betel"" nuts, colanuts and macadamia nuts)"
__import__.report_intrastat_code_8119031,8119031,"Guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola, pitahaya, coconuts, cashew nuts, brazil nuts, areca ""betel"" nuts, cola nuts and macadamia nuts, uncooked or cooked by steaming or boiling in water, frozen, containing added sugar or other sweetening matter, with a sugar content of <= 13% by weight"
__import__.report_intrastat_code_8119039,8119039,"Frozen fruit and nuts, edible, uncooked or cooked by steaming or boiling in water, containing added sugar or other sweetening matter, with a sugar content of <= 13% by weight (excl. strawberries, raspberries, blackberries, mulberries, loganberries, black, white or red currants, gooseberries, guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola, pitahaya, coconuts, cashew nuts, brazil nuts, areca ""betel"" nuts, colanuts and macadamia nuts)"
__import__.report_intrastat_code_8119050,8119050,"Fruit of species vaccinium myrtillus, uncooked or cooked by steaming or boiling in water, frozen, unsweetened"
__import__.report_intrastat_code_8119070,8119070,"Fruit of species vaccinium myrtilloides and vaccinium angustifolium, uncooked or cooked by steaming or boiling in water, frozen, unsweetened"
__import__.report_intrastat_code_8119075,8119075,"Sour cherries ""Prunus cerasus"", whether or not boiled or steamed, frozen, not containing sugar or other sweetening matter"
__import__.report_intrastat_code_8119080,8119080,"Cherries, whether or not boiled or steamed, frozen, not containing added sugar or other sweetening matter (excl. sour cherries ""Prunus cerasus"")"
__import__.report_intrastat_code_8119085,8119085,"Guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola, pitahaya, coconuts, cashew nuts, brazil nuts, areca ""betel"" nuts, cola nuts and macadamia nuts, uncooked or cooked by steaming or boiling in water, frozen, not containing added sugar or other sweetening matter"
__import__.report_intrastat_code_8119095,8119095,"Frozen fruit and nuts, edible, uncooked or cooked by steaming or boiling in water, not containing added sugar or other sweetening matter (excl. strawberries, raspberries, blackberries, mulberries, loganberries, black, white or red currants, fruits of the species Vaccinium myrtillus, Vaccinium myrtilloides and Vaccinium angustifolium, cherries, gooseberries, guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola, pitahaya, coconuts, cashew nuts, brazil nuts, areca ""betel"" nuts, colanuts and macadamia nuts)"
__import__.report_intrastat_code_8121000,8121000,"Cherries, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions, but unsuitable in that state for immediate consumption"
__import__.report_intrastat_code_8129025,8129025,"Apricots and oranges, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions, but unsuitable in that state for immediate consumption"
__import__.report_intrastat_code_8129030,8129030,"Pawpaws, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions, but unsuitable in that state for immediate consumption"
__import__.report_intrastat_code_8129040,8129040,"Fruit of species vaccinium myrtillus, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions, but unsuitable in that state for immediate consumption"
__import__.report_intrastat_code_8129070,8129070,"Guavas, mangoes, mangosteens, tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola, pitahaya, coconuts, cashew nuts, brazil nuts, areca ""betel"" nuts, cola nuts and macadamia nuts, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions, but unsuitable for immediate consumption"
__import__.report_intrastat_code_8129098,8129098,"Fruit and nuts, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions, but unsuitable for immediate consumption (excl. cherries, apricots, oranges, papaws ""papayas"", fruit of the species Vaccinium myrtillus, guavas, mangoes, mangosteens, tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola, pitahaya, coconuts, cashew nuts, brazil nuts, areca ""betel"" nuts, cola-nuts and macadamia nuts)"
__import__.report_intrastat_code_8131000,8131000,Dried apricots
__import__.report_intrastat_code_8132000,8132000,Dried prunes
__import__.report_intrastat_code_8133000,8133000,Dried apples
__import__.report_intrastat_code_8134010,8134010,"Dried peaches, incl. nectarines"
__import__.report_intrastat_code_8134030,8134030,Dried pears
__import__.report_intrastat_code_8134050,8134050,Dried pawpaws
__import__.report_intrastat_code_8134065,8134065,"Dried tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola and pitahaya"
__import__.report_intrastat_code_8134095,8134095,"Dried fruit, edible (excl. nuts, bananas, dates, figs, pineapples, avocados, guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola, pitahaya, citrus fruit, grapes, apricots, plums, apples, pears and peaches, unmixed)"
__import__.report_intrastat_code_8135012,8135012,"Mixtures of dried papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola and pitahaya, not containing prunes"
__import__.report_intrastat_code_8135015,8135015,"Mixtures of dried fruit, not containing prunes (excl. mixtures of nuts, bananas, dates, figs, pineapples, avocados, guavas, mangoes, mangosteens, papaws ""papayas"", citrus fruit, grapes, tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola and pitahaya)"
__import__.report_intrastat_code_8135019,8135019,"Mixtures of dried apricots, apples, peaches, incl. prunus persica nectarina and nectarines, pears, papaws ""papayas"" or other edible and dried fruit, containing prunes (excl. mixtures of edible nuts, bananas, dates, figs, pineapples, avocados, guavas, mangoes, mangosteens, citrus fruit and grapes)"
__import__.report_intrastat_code_8135031,8135031,"Mixtures exclusively of dried coconuts, cashew nuts, brazil nuts, areca ""betel"" nuts, colanuts and macadamia nuts"
__import__.report_intrastat_code_8135039,8135039,"Mixtures exclusively of edible and dried nuts of heading 0802 (excl. of coconuts, cashew nuts, brazil nuts, areca ""betel"" nuts, colanuts and macadamia nuts)"
__import__.report_intrastat_code_8135091,8135091,"Mixtures of edible and dried nuts, bananas, dates, pineapples, avocados, guavas, mangoes, mangosteens, citrus fruit and grapes, not containing plums or figs (excl. mixtures exclusively of nuts of heading 0801 and 0802)"
__import__.report_intrastat_code_8135099,8135099,"Mixtures of edible and dried nuts, bananas, dates, figs, pineapples, avocados, guavas, mangoes, mangosteens, citrus fruit and grapes, containing plums or figs"
__import__.report_intrastat_code_8140000,8140000,"Peel of citrus fruit or melons, incl. watermelons, fresh, frozen, dried or provisionally preserved in brine, or in water with other additives"
__import__.report_intrastat_code_9011100,9011100,Coffee (excl. roasted and decaffeinated)
__import__.report_intrastat_code_9011200,9011200,Decaffeinated coffee (excl. roasted)
__import__.report_intrastat_code_9012100,9012100,Roasted coffee (excl. decaffeinated)
__import__.report_intrastat_code_9012200,9012200,"Roasted, decaffeinated coffee"
__import__.report_intrastat_code_9019010,9019010,Coffee husks and skins
__import__.report_intrastat_code_9019090,9019090,Coffee substitutes containing coffee in any proportion
__import__.report_intrastat_code_9021000,9021000,Green tea in immediate packings of <= 3 kg
__import__.report_intrastat_code_9022000,9022000,Green tea in immediate packings of > 3 kg
__import__.report_intrastat_code_9023000,9023000,"Black fermented tea and partly fermented tea, whether or not flavoured, in immediate packings of <= 3 kg"
__import__.report_intrastat_code_9024000,9024000,"Black fermented tea and partly fermented tea, whether or not flavoured, in immediate packings of > 3 kg"
__import__.report_intrastat_code_9030000,9030000,Mate
__import__.report_intrastat_code_9041100,9041100,"Pepper of the genus Piper, neither crushed nor ground"
__import__.report_intrastat_code_9041200,9041200,"Pepper of the genus Piper, crushed or ground"
__import__.report_intrastat_code_9042110,9042110,Dried sweet peppers (excl. crushed or ground)
__import__.report_intrastat_code_9042190,9042190,"Dried fruit of genus Capsicum or Pimenta, neither crushed nor ground (excl. sweet peppers)"
__import__.report_intrastat_code_9042200,9042200,"Fruits of the genus Capsicum or of the genus Pimenta, crushed or ground"
__import__.report_intrastat_code_9051000,9051000,"Vanilla, neither crushed nor ground"
__import__.report_intrastat_code_9052000,9052000,"Vanilla, crushed or ground"
__import__.report_intrastat_code_9061100,9061100,"Cinnamon ""Cinnamomum zeylanicum Blume"" (excl. crushed and ground)"
__import__.report_intrastat_code_9061900,9061900,"Cinnamon and cinnamon-tree flowers (excl. cinnamon ""Cinnamomum zeylanicum Blume"" and crushed and ground cinnamon)"
__import__.report_intrastat_code_9062000,9062000,Crushed or ground cinnamon and cinnamon-tree flowers
__import__.report_intrastat_code_9071000,9071000,"Cloves, whole fruit, cloves and stems, neither crushed nor ground"
__import__.report_intrastat_code_9072000,9072000,"Cloves, whole fruit, cloves and stems, crushed or ground"
__import__.report_intrastat_code_9081100,9081100,"Nutmeg, neither crushed nor ground"
__import__.report_intrastat_code_9081200,9081200,"Nutmeg, crushed or ground"
__import__.report_intrastat_code_9082100,9082100,"Mace, neither crushed nor ground"
__import__.report_intrastat_code_9082200,9082200,"Mace, crushed or ground"
__import__.report_intrastat_code_9083100,9083100,"Cardamoms, neither crushed nor ground"
__import__.report_intrastat_code_9083200,9083200,"Cardamoms, crushed or ground"
__import__.report_intrastat_code_9092100,9092100,"Coriander seeds, neither crushed nor ground"
__import__.report_intrastat_code_9092200,9092200,"Coriander seeds, crushed or ground"
__import__.report_intrastat_code_9093100,9093100,"Cumin seeds, neither crushed nor ground"
__import__.report_intrastat_code_9093200,9093200,"Cumin seeds, crushed or ground"
__import__.report_intrastat_code_9096100,9096100,"Juniper berries and seeds of anise, badian, caraway or fennel, neither crushed nor ground"
__import__.report_intrastat_code_9096200,9096200,"Juniper berries and seeds of anise, badian, caraway or fennel, crushed or ground"
__import__.report_intrastat_code_9101100,9101100,"Ginger, neither crushed nor ground"
__import__.report_intrastat_code_9101200,9101200,"Ginger, crushed or ground"
__import__.report_intrastat_code_9102010,9102010,Saffron (excl. crushed or ground)
__import__.report_intrastat_code_9102090,9102090,Crushed or ground saffron
__import__.report_intrastat_code_9103000,9103000,"Turmeric ""curcuma"""
__import__.report_intrastat_code_9109105,9109105,Curry
__import__.report_intrastat_code_9109110,9109110,Mixtures of different types of spices (excl. crushed or ground)
__import__.report_intrastat_code_9109190,9109190,Crushed or ground mixtures of different types of spices
__import__.report_intrastat_code_9109910,9109910,Fenugreek seed
__import__.report_intrastat_code_9109931,9109931,"Wild thyme ""Thymus serpyllum"" (excl. crushed or ground)"
__import__.report_intrastat_code_9109933,9109933,Thyme (excl. crushed or ground and wild thyme)
__import__.report_intrastat_code_9109939,9109939,Crushed or ground thyme
__import__.report_intrastat_code_9109950,9109950,Bay leaves
__import__.report_intrastat_code_9109991,9109991,"Spices, neither crushed nor ground (excl. pepper of the genus Piper, fruit of the genus Capsicum or of the genus Pimenta, vanilla, cinnamon, cinnamontree flowers, cloves ""wholefruit"", clove stems, nutmeg, mace, cardamoms, seeds of anise, badian, fennel, coriander, cumin and caraway, and juniper berries, ginger, saffron, turmeric ""curcuma"", thyme, bay leaves, curry and seeds of fenugreek, and mixtures of various types of spices)"
