id,master_partner_id/id
__import__.customer_8680,__import__.customer_317
__import__.customer_8683,__import__.customer_8988
__import__.customer_8688,__import__.customer_3200
__import__.customer_8689,__import__.customer_4951
__import__.customer_8695,__import__.customer_8694
__import__.customer_8712,__import__.customer_317
__import__.customer_8713,__import__.customer_317
__import__.customer_8714,__import__.customer_317
__import__.customer_8732,__import__.customer_9249
__import__.customer_8735,__import__.customer_7151
__import__.customer_8737,__import__.customer_8369
__import__.customer_8741,__import__.customer_871
__import__.customer_8742,__import__.customer_317
__import__.customer_8761,__import__.customer_317
__import__.customer_8770,__import__.customer_9332
__import__.customer_8772,__import__.customer_9332
__import__.customer_8778,__import__.customer_8950
__import__.customer_8781,__import__.customer_7623
__import__.customer_8788,__import__.customer_1046
__import__.customer_8808,__import__.customer_317
__import__.customer_8809,__import__.customer_3604
__import__.customer_8810,__import__.customer_6593
__import__.customer_8814,__import__.customer_317
__import__.customer_8831,__import__.customer_3200
__import__.customer_8845,__import__.customer_317
__import__.customer_8848,__import__.customer_317
__import__.customer_8849,__import__.customer_317
__import__.customer_8850,__import__.customer_317
__import__.customer_8855,__import__.customer_317
__import__.customer_8856,__import__.customer_317
__import__.customer_8859,__import__.customer_8865
__import__.customer_8877,__import__.customer_4140
__import__.customer_8881,__import__.customer_9318
__import__.customer_8913,__import__.customer_317
__import__.customer_8921,__import__.customer_8920
__import__.customer_8951,__import__.customer_317
__import__.customer_8966,__import__.customer_2176
__import__.customer_8967,__import__.customer_7630
__import__.customer_8968,__import__.customer_7630
__import__.customer_8970,__import__.customer_317
__import__.customer_8979,__import__.customer_8978
__import__.customer_8981,__import__.customer_7102
__import__.customer_8985,__import__.customer_9365
__import__.customer_8990,__import__.customer_97
__import__.customer_9023,__import__.customer_4023
__import__.customer_9026,__import__.customer_317
__import__.customer_9037,__import__.customer_5716
__import__.customer_9047,__import__.customer_9170
__import__.customer_9053,__import__.customer_242
__import__.customer_9078,__import__.customer_4213
__import__.customer_9085,__import__.customer_4213
__import__.customer_9095,__import__.customer_5502
__import__.customer_9101,__import__.customer_7125
__import__.customer_9148,__import__.customer_8364
__import__.customer_9155,__import__.customer_3200
__import__.customer_9161,__import__.customer_9023
__import__.customer_9170,__import__.customer_4333
__import__.customer_9177,__import__.customer_9176
__import__.customer_9179,__import__.customer_9176
__import__.customer_9182,__import__.customer_4028
__import__.customer_9183,__import__.customer_4028
__import__.customer_9188,__import__.customer_5419
__import__.customer_9190,__import__.customer_8865
__import__.customer_9191,__import__.customer_8865
__import__.customer_9196,__import__.customer_3565
__import__.customer_9202,__import__.customer_9170
__import__.customer_9213,__import__.customer_6799
__import__.customer_9214,__import__.customer_5316
__import__.customer_9224,__import__.customer_9345
__import__.customer_9244,__import__.customer_9243
__import__.customer_9263,__import__.customer_4250
__import__.customer_9264,__import__.customer_7997
__import__.customer_9273,__import__.customer_9272
__import__.customer_9313,__import__.customer_4595
__import__.customer_9314,__import__.customer_4595
__import__.customer_9315,__import__.customer_8051
__import__.customer_9331,__import__.customer_7997
__import__.customer_9342,__import__.customer_5518
__import__.customer_9366,__import__.customer_9365
__import__.customer_9378,__import__.customer_7997
__import__.customer_9379,__import__.customer_7997
__import__.customer_9380,__import__.customer_7997
