addon_name,odoo_version,mig_status
stock_picking_volume,11,no wheel
stock_picking_volume,12,no wheel
stock_picking_volume,13,no wheel
stock_picking_volume,14,no
stock_picking_volume,15,no wheel
stock_picking_volume,16,no wheel
stock_procurement_customer,11,no wheel
stock_procurement_customer,12,no wheel
stock_procurement_customer,13,no wheel
stock_procurement_customer,14,no wheel
stock_procurement_customer,15,no wheel
stock_procurement_customer,16,no wheel
stock_production_lot_expired_date,11,no wheel
stock_production_lot_expired_date,12,no wheel
stock_production_lot_expired_date,13,no wheel
stock_production_lot_expired_date,14,no wheel
stock_production_lot_expired_date,15,no wheel
stock_production_lot_expired_date,16,no wheel
stock_putaway_hook,11,no wheel
stock_putaway_hook,12,no wheel
stock_putaway_hook,13,no
stock_putaway_hook,14,no
stock_putaway_hook,15,no
stock_putaway_hook,16,no
stock_quant_package_dimension,11,no wheel
stock_quant_package_dimension,12,no wheel
stock_quant_package_dimension,13,no
stock_quant_package_dimension,14,mig
stock_quant_package_dimension,15,no wheel
stock_quant_package_dimension,16,no wheel
stock_quant_package_product_packaging,11,no wheel
stock_quant_package_product_packaging,12,no wheel
stock_quant_package_product_packaging,13,no
stock_quant_package_product_packaging,14,no
stock_quant_package_product_packaging,15,no wheel
stock_quant_package_product_packaging,16,no wheel
stock_release_channel,11,no wheel
stock_release_channel,12,no wheel
stock_release_channel,13,no wheel
stock_release_channel,14,no
stock_release_channel,15,no wheel
stock_release_channel,16,no wheel
stock_release_channel_auto_release,11,no wheel
stock_release_channel_auto_release,12,no wheel
stock_release_channel_auto_release,13,no wheel
stock_release_channel_auto_release,14,no wheel
stock_release_channel_auto_release,15,no wheel
stock_release_channel_auto_release,16,no wheel
stock_release_channel_delivery,11,no wheel
stock_release_channel_delivery,12,no wheel
stock_release_channel_delivery,13,no wheel
stock_release_channel_delivery,14,no wheel
stock_release_channel_delivery,15,no wheel
stock_release_channel_delivery,16,no wheel
stock_release_channel_geoengine,11,no wheel
stock_release_channel_geoengine,12,no wheel
stock_release_channel_geoengine,13,no wheel
stock_release_channel_geoengine,14,no wheel
stock_release_channel_geoengine,15,no wheel
stock_release_channel_geoengine,16,no wheel
stock_release_channel_process_end_time,11,no wheel
stock_release_channel_process_end_time,12,no wheel
stock_release_channel_process_end_time,13,no wheel
stock_release_channel_process_end_time,14,no wheel
stock_release_channel_process_end_time,15,no wheel
stock_release_channel_process_end_time,16,no wheel
stock_release_channel_propagate_channel_picking,11,no wheel
stock_release_channel_propagate_channel_picking,12,no wheel
stock_release_channel_propagate_channel_picking,13,no wheel
stock_release_channel_propagate_channel_picking,14,no wheel
stock_release_channel_propagate_channel_picking,15,no wheel
stock_release_channel_propagate_channel_picking,16,no wheel
stock_release_channel_shipment_advice,11,no wheel
stock_release_channel_shipment_advice,12,no wheel
stock_release_channel_shipment_advice,13,no wheel
stock_release_channel_shipment_advice,14,no wheel
stock_release_channel_shipment_advice,15,no wheel
stock_release_channel_shipment_advice,16,no wheel
stock_release_channel_shipment_advice_process_end_time,11,no wheel
stock_release_channel_shipment_advice_process_end_time,12,no wheel
stock_release_channel_shipment_advice_process_end_time,13,no wheel
stock_release_channel_shipment_advice_process_end_time,14,no wheel
stock_release_channel_shipment_advice_process_end_time,15,no wheel
stock_release_channel_shipment_advice_process_end_time,16,no wheel
stock_release_channel_shipment_advice_toursolver,11,no wheel
stock_release_channel_shipment_advice_toursolver,12,no wheel
stock_release_channel_shipment_advice_toursolver,13,no wheel
stock_release_channel_shipment_advice_toursolver,14,no wheel
stock_release_channel_shipment_advice_toursolver,15,no wheel
stock_release_channel_shipment_advice_toursolver,16,no wheel
stock_reserve_rule,11,no wheel
stock_reserve_rule,12,no
stock_reserve_rule,13,mig
stock_reserve_rule,14,no
stock_reserve_rule,15,no
stock_reserve_rule,16,no
stock_restrict_lot,11,no wheel
stock_restrict_lot,12,no wheel
stock_restrict_lot,13,no wheel
stock_restrict_lot,14,no
stock_restrict_lot,15,no
stock_restrict_lot,16,no
stock_route_mto,11,no wheel
stock_route_mto,12,no wheel
stock_route_mto,13,no wheel
stock_route_mto,14,no wheel
stock_route_mto,15,no wheel
stock_route_mto,16,no wheel
stock_scrap_location_default,11,no wheel
stock_scrap_location_default,12,no wheel
stock_scrap_location_default,13,no wheel
stock_scrap_location_default,14,no wheel
stock_scrap_location_default,15,no wheel
stock_scrap_location_default,16,no wheel
stock_storage_category_capacity_name,11,no wheel
stock_storage_category_capacity_name,12,no wheel
stock_storage_category_capacity_name,13,no wheel
stock_storage_category_capacity_name,14,no wheel
stock_storage_category_capacity_name,15,no wheel
stock_storage_category_capacity_name,16,no wheel
stock_storage_type,11,no wheel
stock_storage_type,12,no
stock_storage_type,13,no
stock_storage_type,14,no
stock_storage_type,15,no wheel
stock_storage_type,16,no wheel
stock_storage_type_putaway_abc,11,no wheel
stock_storage_type_putaway_abc,12,no wheel
stock_storage_type_putaway_abc,13,no
stock_storage_type_putaway_abc,14,no
stock_storage_type_putaway_abc,15,no wheel
stock_storage_type_putaway_abc,16,no wheel
stock_storage_type_putaway_abc_classification_sale_stock,11,no wheel
stock_storage_type_putaway_abc_classification_sale_stock,12,no wheel
stock_storage_type_putaway_abc_classification_sale_stock,13,no wheel
stock_storage_type_putaway_abc_classification_sale_stock,14,no wheel
stock_storage_type_putaway_abc_classification_sale_stock,15,no wheel
stock_storage_type_putaway_abc_classification_sale_stock,16,no wheel
uom_unece,11,no wheel
uom_unece,12,no
uom_unece,13,no
uom_unece,14,no
uom_unece,15,no
uom_unece,16,no
web_chatter_position,11,no wheel
web_chatter_position,12,no wheel
web_chatter_position,13,no
web_chatter_position,14,no wheel
web_chatter_position,15,no
web_chatter_position,16,no
web_environment_ribbon,11,no
web_environment_ribbon,12,no
web_environment_ribbon,13,no
web_environment_ribbon,14,no
web_environment_ribbon,15,no
web_environment_ribbon,16,no
web_notify,11,no
web_notify,12,no
web_notify,13,no
web_notify,14,no
web_notify,15,no
web_notify,16,no
web_refresher,11,no
web_refresher,12,no
web_refresher,13,no
web_refresher,14,no
web_refresher,15,no
web_refresher,16,no
web_remember_tree_column_width,11,no wheel
web_remember_tree_column_width,12,no wheel
web_remember_tree_column_width,13,no wheel
web_remember_tree_column_width,14,no
web_remember_tree_column_width,15,no
web_remember_tree_column_width,16,no
web_search_with_and,11,no
web_search_with_and,12,no
web_search_with_and,13,no
web_search_with_and,14,no
web_search_with_and,15,no
web_search_with_and,16,no
web_sheet_full_width,11,no
web_sheet_full_width,12,no
web_sheet_full_width,13,no
web_sheet_full_width,14,no
web_sheet_full_width,15,no
web_sheet_full_width,16,no
web_tree_many2one_clickable,11,no
web_tree_many2one_clickable,12,no
web_tree_many2one_clickable,13,no
web_tree_many2one_clickable,14,no
web_tree_many2one_clickable,15,no
web_tree_many2one_clickable,16,no
