id,width,depth,length,weight
__import__.product_6824195,20.60,9.00,29.00,2.00
__import__.product_6824199,20.60,9.00,29.00,2.00
__import__.product_6824214,29.60,10.00,43.00,5.00
__import__.product_6824237,20.60,9.00,29.00,2.00
__import__.product_6824371,42.60,11.00,62.90,12.00
__import__.product_6824498,0,0,0,0.10
__import__.product_6824582,0,0,0,2.50
__import__.product_6824585,0,0,0,2.50
__import__.product_6824589,0,0,0,2.50
__import__.product_6824619,0,0,0,18.00
__import__.product_6824640,44.80,14.20,76.70,18.00
__import__.product_6824736,0,0,0,0.10
__import__.product_6825007,42.70,14.50,62.60,15.00
__import__.product_6825008,30.40,12.70,48.30,7.50
__import__.product_6825200,0,0,0,2.40
__import__.product_6826311,26.10,8.00,35.00,3.70
__import__.product_6827188,29.60,10.00,43.00,5.00
__import__.product_6827561,23.00,10.40,31.00,4.40
__import__.product_6827564,23.00,10.40,31.00,4.40
__import__.product_6827990,30.40,12.70,48.30,7.50
__import__.product_6827991,42.70,14.50,62.60,15.00
__import__.product_6828000,29.60,10.00,43.00,5.00
__import__.product_6828345,30.40,12.70,48.30,7.50
__import__.product_6828346,42.70,14.50,62.60,15.00
__import__.product_6828776,29.60,10.00,43.00,5.00
__import__.product_6828814,42.70,14.50,62.60,15.00
__import__.product_6828909,17.00,8.70,26.00,1.00
__import__.product_6828922,0,0,0,15.00
__import__.product_6828926,17.00,8.00,22.00,1.00
__import__.product_6828970,20.60,9.00,29.00,2.00
__import__.product_6829541,29.60,10.00,43.00,5.00
__import__.product_6829800,0,0,0,18.00
__import__.product_6829801,44.80,14.20,76.70,18.00
__import__.product_6839428,29.00,9.00,37.00,3.00
__import__.product_6848234,12.30,7.90,14.80,0.30
__import__.product_6848576,0,0,0,1.00
__import__.product_6850716,0,0,0,0.20
__import__.product_6857888,0,0,0,1.00
__import__.product_6861163,0,0,0,0.10
__import__.product_6869816,0,0,0,0.90
__import__.product_6871279,0,0,0,1.00
__import__.product_6894725,0,0,0,0.10
__import__.product_6896960,0,0,0,0.50
__import__.product_6907126,0,0,0,0.10
__import__.product_6921474,0,0,0,0.20
__import__.product_6935654,0,0,0,1.00
__import__.product_6938718,0,0,0,1.00
__import__.product_6939824,0,0,0,0.10
__import__.product_6947829,0,0,0,0.10
__import__.product_6957897,15.10,2.50,10.60,0.10
__import__.product_6964207,0,0,0,0.60
__import__.product_6965170,0,0,0,1.00
__import__.product_6966726,12.50,4.50,26.50,0.30
__import__.product_6972129,0,0,0,0
__import__.product_6973873,0,0,0,0.50
__import__.product_6976363,0,0,0,0.10
__import__.product_6989408,0,0,0,0.10
__import__.product_6992959,0,0,0,1.00
__import__.product_6993806,0,0,0,0.50
__import__.product_7026268,0,0,0,7.50
__import__.product_7051874,0,0,0,0.50
__import__.product_7051963,0,0,0,2.50
__import__.product_7074579,0,0,0,0.10
__import__.product_7100453,0,0,0,0
__import__.product_7110001,5.30,6.40,12.40,0.16
__import__.product_7140316,0,0,0,0
__import__.product_7141452,0,0,0,0
__import__.product_7142316,0,0,0,0
__import__.product_7142317,0,0,0,0
__import__.product_7144030,14.50,7.80,14.80,0.20
__import__.product_7145066,7.50,14.60,14.30,0.20
__import__.product_7149317,0,0,0,0
__import__.product_7149318,0,0,0,0
__import__.product_7149360,0,0,0,0
__import__.product_7187792,6.90,14.00,6.90,0.30
__import__.product_7196590,29.60,10.00,43.00,5.00
__import__.product_7196733,29.60,10.00,43.00,5.00
__import__.product_7196845,19.60,10.40,21.80,2.00
__import__.product_7241155,0,0,0,1.00
__import__.product_7268970,0,0,0,25.00
__import__.product_7296216,42.70,14.50,62.60,15.00
__import__.product_7302514,30.40,12.70,48.30,7.50
__import__.product_7302543,42.70,14.50,62.60,15.00
__import__.product_7302572,30.40,12.70,48.30,7.50
__import__.product_7302589,42.70,14.50,62.60,15.00
__import__.product_7302632,30.40,12.70,48.30,7.50
__import__.product_7380460,42.60,11.90,62.90,14.00
__import__.product_7380477,0,0,0,14.00
__import__.product_7385842,30.40,12.70,48.30,7.50
__import__.product_7389745,30.40,12.70,48.30,7.50
__import__.product_7389751,42.70,14.50,62.60,15.00
__import__.product_7389780,30.40,12.70,48.30,7.50
__import__.product_7389797,42.70,14.50,62.60,15.00
__import__.product_7413012,50.60,7.50,51.40,3.40
__import__.product_7413013,30.00,44.40,44.20,7.80
__import__.product_7413020,34.50,28.00,35.20,7.00
__import__.product_7416442,0,0,0,0
__import__.product_7420031,6.80,10.20,13.40,0.10
__import__.product_7437065,20.60,9.00,29.00,2.00
__import__.product_7437125,29.60,10.00,43.00,5.00
__import__.product_7458452,0,0,0,20.00
__import__.product_7458469,14.40,26.60,14.40,3.30
__import__.product_7458475,30.00,42.00,30.00,20.00
__import__.product_7470140,0,0,0,0.10
__import__.product_7480256,0,0,0,0.50
__import__.product_7490125,42.70,14.50,62.60,15.00
__import__.product_7500491,27.30,6.00,39.00,0.21
__import__.product_7517924,11.60,15.50,11.60,1.10
__import__.product_7628457,0,0,0,0
__import__.product_7703131,0,0,0,20.00
__import__.product_7721022,6.70,15.30,6.70,0.20
__import__.product_7745018,4.40,13.50,4.40,0.10
__import__.product_7748003,9.00,25.00,9.00,1.20
__import__.product_7750193,0,0,0,0.30
__import__.product_7760123,0,0,0,0
__import__.product_7764065,0,0,0,5.00
__import__.product_7764082,0,0,0,2.50
__import__.product_7764086,15.00,4.50,24.00,0.30
__import__.product_7773521,0,0,0,0
__import__.product_7821740,0,0,0,9.00
__import__.product_7829894,0,0,0,0.50
__import__.product_7838462,0,0,0,0
__import__.product_7838479,0,0,0,0
__import__.product_7913401,12.40,3.00,17.30,0.14
__import__.product_7915005,4.90,21.30,11.00,0.57
__import__.product_7915010,4.50,16.90,9.60,0.32
__import__.product_7922142,15.80,6.30,21.30,0.40
__import__.product_7944342,0,0,0,0.50
__import__.product_7974449,0,0,0,5.00
__import__.product_7974478,0,0,0,0
__import__.product_7978298,0,0,0,0
__import__.product_8000028,0,0,0,0.20
__import__.product_8000844,0,0,0,0
__import__.product_8000867,3.90,1.00,13.50,0
__import__.product_8001269,0,0,0,0
__import__.product_8001306,0,0,0,0
__import__.product_8001312,0,0,0,0
__import__.product_8001393,0,0,0,0
__import__.product_8001401,0,0,0,0
__import__.product_8001648,0,0,0,0
__import__.product_8001654,0,0,0,0
__import__.product_8002406,0,0,0,0
__import__.product_8002659,0,0,0,0
__import__.product_8002665,0,0,0,0
__import__.product_8002748,0,0,0,0
__import__.product_8003268,0,0,0,0
__import__.product_8003280,0,0,0,0
__import__.product_8003305,0,0,0,0
__import__.product_8003340,0,0,0,0
__import__.product_8003357,0,0,0,0
__import__.product_8003417,0,0,0,0
__import__.product_8003535,0,0,0,0
__import__.product_8003541,0,0,0,0
__import__.product_8003558,0,0,0,0
__import__.product_8003564,0,0,0,0
__import__.product_8003593,0,0,0,0
__import__.product_8003676,0,0,0,0
__import__.product_8003699,0,0,0,0
__import__.product_8003742,0,0,0,0
__import__.product_8003759,0,0,0,0
__import__.product_8003825,0,0,0,0
__import__.product_8004003,0,0,0,0
__import__.product_8004032,0,0,0,0
__import__.product_8004078,0,0,0,0
__import__.product_8004084,0,0,0,0
__import__.product_8004256,0,0,0,0
__import__.product_8004405,0,0,0,0
__import__.product_8005190,0,0,0,0
__import__.product_8005215,0,0,0,0
__import__.product_8005238,0,0,0,0
__import__.product_8006031,0,0,0,0
__import__.product_8006120,0,0,0,0
__import__.product_8006143,0,0,0,0
__import__.product_8006166,0,0,0,0
__import__.product_8006746,0,0,0,0
__import__.product_8006752,0,0,0,0
__import__.product_8006781,0,0,0,0
__import__.product_8007289,0,0,0,0
__import__.product_8007326,0,0,0,0
__import__.product_8007332,0,0,0,0
__import__.product_8007349,0,0,0,0
__import__.product_8007355,0,0,0,0
__import__.product_8007444,0,0,0,0
__import__.product_8007591,4.50,1.00,119.00,0.30
__import__.product_8007651,0,0,0,0
__import__.product_8007668,0,0,0,0
__import__.product_8008219,0,0,0,0
__import__.product_8008277,0,0,0,0
__import__.product_8008308,0,0,0,0
__import__.product_8008403,0,0,0,0
__import__.product_8008521,0,0,0,0
__import__.product_8010274,0,0,0,0
__import__.product_8011173,0,0,0,0
__import__.product_8011233,0,0,0,0
__import__.product_8011492,0,0,0,0
__import__.product_8012037,0,0,0,0
__import__.product_8012089,0,0,0,0
__import__.product_8012132,0,0,0,0
__import__.product_8012327,0,0,0,0
__import__.product_8012586,0,0,0,0
__import__.product_8012646,0,0,0,0
__import__.product_8012712,0,0,0,0
__import__.product_8013060,0,0,0,0
__import__.product_8013083,0,0,0,0
__import__.product_8013120,0,0,0,0
__import__.product_8013172,0,0,0,0
__import__.product_8013203,0,0,0,0
__import__.product_8013723,0,0,0,0
__import__.product_8013752,0,0,0,0
__import__.product_8013999,0,0,0,0
__import__.product_8014266,0,0,0,0
__import__.product_8014272,0,0,0,0
__import__.product_8014295,0,0,0,0
__import__.product_8014303,0,0,0,0
__import__.product_8014332,0,0,0,0
__import__.product_8014349,0,0,0,0
__import__.product_8014355,0,0,0,0
__import__.product_8014378,0,0,0,0
__import__.product_8014421,0,0,0,0
__import__.product_8014438,0,0,0,0
__import__.product_8014467,0,0,0,0
__import__.product_8014639,16.60,34.60,31.70,10.80
__import__.product_8014645,16.50,34.30,31.80,11.20
__import__.product_8014705,0,0,0,0
__import__.product_8014734,0,0,0,0
__import__.product_8015018,0,0,0,0
__import__.product_8015142,0,0,0,0
__import__.product_8015159,0,0,0,0
__import__.product_8015202,0,0,0,0
__import__.product_8015260,0,0,0,0
__import__.product_8015283,0,0,0,0
__import__.product_8015337,0,0,0,0
__import__.product_8015432,0,0,0,0
__import__.product_8015449,0,0,0,0
__import__.product_8015685,0,0,0,0
__import__.product_8015751,0,0,0,0
__import__.product_8015797,0,0,0,0
__import__.product_8015805,0,0,0,0
__import__.product_8015811,0,0,0,0
__import__.product_8015828,0,0,0,0
__import__.product_8015834,0,0,0,0
__import__.product_8015863,0,0,0,0
__import__.product_8015900,0,0,0,0
__import__.product_8015969,0,0,0,0
__import__.product_8016041,0,0,0,0
__import__.product_8016087,0,0,0,0
__import__.product_8016124,0,0,0,0
__import__.product_8016130,0,0,0,0
__import__.product_8016147,0,0,0,0
__import__.product_8016176,0,0,0,0
__import__.product_8016199,0,0,0,0
__import__.product_8016236,0,0,0,0
__import__.product_8016271,0,0,0,0
__import__.product_8016319,0,0,0,0
__import__.product_8016354,0,0,0,0
__import__.product_8016377,0,0,0,0
__import__.product_8016408,0,0,0,0
__import__.product_8016466,0,0,0,0
__import__.product_8016472,0,0,0,0
__import__.product_8016526,0,0,0,0
__import__.product_8016532,0,0,0,0
__import__.product_8016549,0,0,0,0
__import__.product_8016555,0,0,0,0
__import__.product_8016584,0,0,0,0
__import__.product_8016590,0,0,0,0
__import__.product_8016609,0,0,0,0
__import__.product_8017017,0,0,0,0
__import__.product_8017023,0,0,0,0
__import__.product_8017098,0,0,0,0
__import__.product_8017112,0,0,0,0
__import__.product_8017135,0,0,0,0
__import__.product_8017141,0,0,0,0
__import__.product_8017299,0,0,0,0
__import__.product_8017307,0,0,0,0
__import__.product_8017313,0,0,0,0
__import__.product_8017336,0,0,0,0
__import__.product_8017359,0,0,0,0
__import__.product_8017371,0,0,0,0
__import__.product_8017388,0,0,0,0
__import__.product_8017394,0,0,0,0
__import__.product_8017402,0,0,0,0
__import__.product_8017425,0,0,0,0
__import__.product_8017454,0,0,0,0
__import__.product_8017460,0,0,0,0
__import__.product_8017477,0,0,0,0
__import__.product_8017508,0,0,0,0
__import__.product_8017649,0,0,0,0
__import__.product_8017721,0,0,0,0
__import__.product_8017738,0,0,0,0
__import__.product_8017891,0,0,0,0
__import__.product_8017916,0,0,0,0
__import__.product_8017939,0,0,0,0
__import__.product_8017974,0,0,0,0
__import__.product_8017980,0,0,0,0
__import__.product_8017997,0,0,0,0
__import__.product_8018011,0,0,0,0
__import__.product_8018212,0,0,0,0
__import__.product_8018287,0,0,0,0
__import__.product_8018330,0,0,0,0
__import__.product_8018399,0,0,0,0
__import__.product_8018488,0,0,0,0
__import__.product_8018494,0,0,0,0
__import__.product_8018761,0,0,0,0
__import__.product_8018867,0,0,0,0
__import__.product_8019022,0,0,0,0
__import__.product_8019045,0,0,0,0
__import__.product_8019157,0,0,0,0
__import__.product_8019246,0,0,0,0
__import__.product_8019252,0,0,0,0
__import__.product_8019269,0,0,0,0
__import__.product_8019281,0,0,0,0
__import__.product_8019312,0,0,0,0
__import__.product_8019329,0,0,0,0
__import__.product_8019401,0,0,0,0
__import__.product_8019418,0,0,0,0
__import__.product_8019430,0,0,0,0
__import__.product_8019447,0,0,0,0
__import__.product_8019476,0,0,0,0
__import__.product_8019714,0,0,0,0
__import__.product_8019720,0,0,0,0
__import__.product_8019766,0,0,0,0
__import__.product_8019772,0,0,0,0
__import__.product_8019803,0,0,0,0
__import__.product_8019967,0,0,0,0
__import__.product_8019973,0,0,0,0
__import__.product_8020060,0,0,0,0
__import__.product_8020189,0,0,0,0
__import__.product_8020226,0,0,0,0
__import__.product_8020261,0,0,0,0
__import__.product_8020315,0,0,0,0
__import__.product_8020396,0,0,0,0
__import__.product_8020522,0,0,0,0
__import__.product_8020551,0,0,0,0
__import__.product_8020568,0,0,0,0
__import__.product_8020769,0,0,0,0
__import__.product_8020775,0,0,0,0
__import__.product_8020812,0,0,0,0
__import__.product_8020858,0,0,0,0
__import__.product_8020901,0,0,0,0
__import__.product_8021065,0,0,0,0
__import__.product_8021071,0,0,0,0
__import__.product_8021088,0,0,0,0
__import__.product_8021243,0,0,0,0
__import__.product_8021332,0,0,0,0
__import__.product_8021355,0,0,0,0
__import__.product_8021390,0,0,0,0
__import__.product_8021421,0,0,0,0
__import__.product_8021651,0,0,0,0
__import__.product_8021668,0,0,0,0
__import__.product_8021680,0,0,0,0
__import__.product_8021711,0,0,0,0
__import__.product_8021728,0,0,0,0
__import__.product_8021941,0,0,0,0
__import__.product_8021958,0,0,0,0
__import__.product_8021964,0,0,0,0
__import__.product_8022001,0,0,0,0
__import__.product_8022024,0,0,0,0
__import__.product_8022047,0,0,0,0
__import__.product_8022076,0,0,0,0
__import__.product_8022082,0,0,0,0
__import__.product_8022113,0,0,0,0
__import__.product_8022142,0,0,0,0
__import__.product_8022165,0,0,0,0
__import__.product_8022461,0,0,0,0
__import__.product_8022544,0,0,0,0
__import__.product_8022550,0,0,0,0
__import__.product_8022627,0,0,0,0
__import__.product_8022739,0,0,0,0
__import__.product_8022768,0,0,0,0
__import__.product_8022774,0,0,0,0
__import__.product_8022780,0,0,0,0
__import__.product_8022834,0,0,0,0
__import__.product_8022857,0,0,0,0
__import__.product_8022863,0,0,0,0
__import__.product_8022917,0,0,0,0
__import__.product_8022923,0,0,0,0
__import__.product_8022946,0,0,0,0
__import__.product_8022952,0,0,0,0
__import__.product_8022969,0,0,0,0
__import__.product_8022975,0,0,0,0
__import__.product_8022998,0,0,0,0
__import__.product_8023006,0,0,0,0
__import__.product_8023012,0,0,0,0
__import__.product_8023029,0,0,0,0
__import__.product_8023041,0,0,0,0
__import__.product_8023058,0,0,0,0
__import__.product_8023064,0,0,0,0
__import__.product_8023070,0,0,0,0
__import__.product_8023087,0,0,0,0
__import__.product_8023265,0,0,0,0
__import__.product_8023288,0,0,0,0
__import__.product_8023319,0,0,0,0
__import__.product_8023325,0,0,0,0
__import__.product_8023331,0,0,0,0
__import__.product_8023360,0,0,0,0
__import__.product_8023414,0,0,0,0
__import__.product_8023420,0,0,0,0
__import__.product_8023443,0,0,0,0
__import__.product_8023489,0,0,0,0
__import__.product_8023495,0,0,0,0
__import__.product_8023532,0,0,0,0
__import__.product_8023561,0,0,0,0
__import__.product_8023578,0,0,0,0
__import__.product_8023584,0,0,0,0
__import__.product_8023590,0,0,0,0
__import__.product_8023609,0,0,0,0
__import__.product_8023615,0,0,0,0
__import__.product_8023621,0,0,0,0
__import__.product_8023644,0,0,0,0
__import__.product_8023650,0,0,0,0
__import__.product_8023667,0,0,0,0
__import__.product_8023704,0,0,0,0
__import__.product_8023762,0,0,0,0
__import__.product_8023779,0,0,0,0
__import__.product_8023785,0,0,0,0
__import__.product_8023928,0,0,0,0
__import__.product_8023963,0,0,0,0
__import__.product_8024106,0,0,0,0
__import__.product_8024129,0,0,0,0
__import__.product_8024158,0,0,0,0
__import__.product_8024187,0,0,0,0
__import__.product_8024247,0,0,0,0
__import__.product_8024253,0,0,0,0
__import__.product_8024402,0,0,0,0
__import__.product_8024425,0,0,0,0
__import__.product_8024454,0,0,0,0
__import__.product_8024460,0,0,0,0
__import__.product_8024537,0,0,0,0
__import__.product_8024566,0,0,0,0
__import__.product_8024595,0,0,0,0
__import__.product_8024603,0,0,0,0
__import__.product_8024684,0,0,0,0
__import__.product_8024721,0,0,0,0
__import__.product_8024738,0,0,0,0
__import__.product_8024750,0,0,0,0
__import__.product_8024773,0,0,0,0
__import__.product_8024796,0,0,0,0
__import__.product_8024810,0,0,0,0
__import__.product_8024827,0,0,0,0
__import__.product_8024939,0,0,0,0
__import__.product_8024945,0,0,0,0
__import__.product_8025063,0,0,0,0
__import__.product_8025100,0,0,0,0
__import__.product_8025146,0,0,0,0
__import__.product_8025152,0,0,0,0
__import__.product_8025206,0,0,0,0
__import__.product_8025229,0,0,0,0
__import__.product_8025235,0,0,0,0
__import__.product_8025241,0,0,0,0
__import__.product_8025525,0,0,0,0
__import__.product_8025583,0,0,0,0
__import__.product_8025608,0,0,0,0
__import__.product_8025703,0,0,0,0
__import__.product_8025749,0,0,0,0
__import__.product_8025809,0,0,0,0
__import__.product_8025956,0,0,0,0
__import__.product_8025962,0,0,0,0
__import__.product_8025985,0,0,0,0
__import__.product_8026358,0,0,0,0
__import__.product_8026631,0,0,0,0
__import__.product_8027062,0,0,0,0
__import__.product_8027079,0,0,0,0
__import__.product_8027091,0,0,0,0
__import__.product_8027122,0,0,0,0
__import__.product_8027139,0,0,0,0
__import__.product_8027145,0,0,0,0
__import__.product_8027228,0,0,0,0
__import__.product_8027317,0,0,0,0
__import__.product_8027323,0,0,0,0
__import__.product_8027346,0,0,0,0
__import__.product_8027375,0,0,0,0
__import__.product_8027406,0,0,0,0
__import__.product_8027412,0,0,0,0
__import__.product_8027487,0,0,0,0
__import__.product_8027518,0,0,0,0
__import__.product_8027843,0,0,0,0
__import__.product_8027866,0,0,0,0
__import__.product_8027872,0,0,0,0
__import__.product_8027926,0,0,0,0
__import__.product_8027932,0,0,0,0
__import__.product_8027955,0,0,0,0
__import__.product_8027961,0,0,0,0
__import__.product_8028067,0,0,0,0
__import__.product_8028073,0,0,0,0
__import__.product_8028156,0,0,0,0
__import__.product_8028297,0,0,0,0
__import__.product_8028328,0,0,0,0
__import__.product_8028423,0,0,0,0
__import__.product_8028446,0,0,0,0
__import__.product_8028498,0,0,0,0
__import__.product_8028506,0,0,0,0
__import__.product_8028529,0,0,0,0
__import__.product_8028601,0,0,0,0
__import__.product_8028699,0,0,0,0
__import__.product_8028765,0,0,0,0
__import__.product_8028794,0,0,0,0
__import__.product_8028802,0,0,0,0
__import__.product_8028848,0,0,0,0
__import__.product_8028854,0,0,0,0
__import__.product_8028908,0,0,0,0
__import__.product_8028914,0,0,0,0
__import__.product_8028920,0,0,0,0
__import__.product_8028943,0,0,0,0
__import__.product_8028966,0,0,0,0
__import__.product_8028989,0,0,0,0
__import__.product_8029316,0,0,0,0
__import__.product_8029345,0,0,0,0
__import__.product_8029463,0,0,0,0
__import__.product_8029517,0,0,0,0
__import__.product_8029629,0,0,0,0
__import__.product_8029747,0,0,0,0
__import__.product_8029836,0,0,0,0
__import__.product_8029888,0,0,0,0
__import__.product_8029931,0,0,0,0
__import__.product_8030153,0,0,0,0
__import__.product_8030176,0,0,0,0
__import__.product_8030199,0,0,0,0
__import__.product_8030207,0,0,0,0
__import__.product_8030213,0,0,0,0
__import__.product_8030242,0,0,0,0
__import__.product_8030259,0,0,0,0
__import__.product_8030271,0,0,0,0
__import__.product_8030377,0,0,0,0
__import__.product_8030495,0,0,0,0
__import__.product_8030727,0,0,0,0
__import__.product_8031299,0,0,0,0
__import__.product_8031431,0,0,0,0
__import__.product_8031448,0,0,0,0
__import__.product_8031454,0,0,0,0
__import__.product_8031508,8.80,1.00,16.10,0
__import__.product_8031709,0,0,0,0
__import__.product_8031715,0,0,0,0
__import__.product_8031738,0,0,0,0
__import__.product_8031951,0,0,0,0
__import__.product_8032040,0,0,0,0
__import__.product_8032666,0,0,0,0
__import__.product_8033016,0,0,0,0
__import__.product_8033022,0,0,0,0
__import__.product_8033039,0,0,0,0
__import__.product_8033045,0,0,0,0
__import__.product_8033068,0,0,0,0
__import__.product_8033074,0,0,0,0
__import__.product_8033097,0,0,0,0
__import__.product_8033217,0,0,0,0
__import__.product_8033341,0,0,0,0
__import__.product_8033393,0,0,0,0
__import__.product_8033401,0,0,0,0
__import__.product_8033447,0,0,0,0
__import__.product_8033482,0,0,0,0
__import__.product_8033499,0,0,0,0
__import__.product_8033536,0,0,0,0
__import__.product_8033542,0,0,0,0
__import__.product_8033559,0,0,0,0
__import__.product_8033565,0,0,0,0
__import__.product_8033571,0,0,0,0
__import__.product_8033588,0,0,0,0
__import__.product_8033594,0,0,0,0
__import__.product_8033660,0,0,0,0
__import__.product_8033743,0,0,0,0
__import__.product_8033766,0,0,0,0
__import__.product_8033772,0,0,0,0
__import__.product_8033826,0,0,0,0
__import__.product_8033855,0,0,0,0
__import__.product_8033890,0,0,0,0
__import__.product_8033921,0,0,0,0
__import__.product_8033996,0,0,0,0
__import__.product_8034010,0,0,0,0
__import__.product_8034062,0,0,0,0
__import__.product_8034116,0,0,0,0
__import__.product_8034240,0,0,0,0
__import__.product_8034263,0,0,0,0
__import__.product_8034323,0,0,0,0
__import__.product_8034369,0,0,0,0
__import__.product_8034398,0,0,0,0
__import__.product_8034613,0,0,0,0
__import__.product_8034665,0,0,0,0
__import__.product_8034754,0,0,0,0
__import__.product_8034837,0,0,0,0
__import__.product_8034866,0,0,0,0
__import__.product_8035015,0,0,0,0
__import__.product_8035133,0,0,0,0
__import__.product_8035297,0,0,0,0
__import__.product_8035305,0,0,0,0
__import__.product_8035328,0,0,0,0
__import__.product_8035357,0,0,0,0
__import__.product_8035452,0,0,0,0
__import__.product_8035469,0,0,0,0
__import__.product_8035475,0,0,0,0
__import__.product_8035481,0,0,0,0
__import__.product_8035498,0,0,0,0
__import__.product_8035564,0,0,0,0
__import__.product_8035601,0,0,0,0
__import__.product_8035618,0,0,0,0
__import__.product_8035713,0,0,0,0
__import__.product_8035819,0,0,0,0
__import__.product_8035908,0,0,0,0
__import__.product_8035914,0,0,0,0
__import__.product_8035920,0,0,0,0
__import__.product_8036144,0,0,0,0
__import__.product_8036150,0,0,0,0
__import__.product_8036173,0,0,0,0
__import__.product_8036210,0,0,0,0
__import__.product_8036233,0,0,0,0
__import__.product_8036256,0,0,0,0
__import__.product_8036285,0,0,0,0
__import__.product_8036345,0,0,0,0
__import__.product_8036380,0,0,0,0
__import__.product_8036486,0,0,0,0
__import__.product_8036500,0,0,0,0
__import__.product_8036523,0,0,0,0
__import__.product_8036569,0,0,0,0
__import__.product_8036606,0,0,0,0
__import__.product_8036641,0,0,0,0
__import__.product_8036888,0,0,0,0
__import__.product_8037221,0,0,0,0
__import__.product_8037304,0,0,0,0
__import__.product_8037310,0,0,0,0
__import__.product_8037445,0,0,0,0
__import__.product_8037468,0,0,0,0
__import__.product_8037534,0,0,0,0
__import__.product_8037741,0,0,0,0
__import__.product_8037764,0,0,0,0
__import__.product_8037787,0,0,0,0
__import__.product_8037793,0,0,0,0
__import__.product_8037971,0,0,0,0
__import__.product_8038290,0,0,0,0
__import__.product_8039065,0,0,0,0
__import__.product_8039088,0,0,0,0
__import__.product_8039094,0,0,0,0
__import__.product_8039102,0,0,0,0
__import__.product_8039119,0,0,0,0
__import__.product_8039125,0,0,0,0
__import__.product_8039438,0,0,0,0
__import__.product_8039467,0,0,0,0
__import__.product_8039527,0,0,0,0
__import__.product_8039556,0,0,0,0
__import__.product_8039875,0,0,0,0
__import__.product_8039881,0,0,0,0
__import__.product_8039941,0,0,0,0
__import__.product_8039958,0,0,0,0
__import__.product_8039970,0,0,0,0
__import__.product_8040134,0,0,0,0
__import__.product_8040157,0,0,0,0
__import__.product_8040163,0,0,0,0
__import__.product_8040217,0,0,0,0
__import__.product_8040281,0,0,0,0
__import__.product_8040370,0,0,0,0
__import__.product_8040387,0,0,0,0
__import__.product_8040401,0,0,0,0
__import__.product_8040482,0,0,0,0
__import__.product_8040588,0,0,0,0
__import__.product_8041406,0,0,0,0
__import__.product_8041429,0,0,0,0
__import__.product_8041435,0,0,0,0
__import__.product_8041501,0,0,0,0
__import__.product_8041671,0,0,0,0
__import__.product_8041688,0,0,0,0
__import__.product_8041990,0,0,0,0
__import__.product_8042009,0,0,0,0
__import__.product_8042021,0,0,0,0
__import__.product_8042038,0,0,0,0
__import__.product_8042386,0,0,0,0
__import__.product_8042400,0,0,0,0
__import__.product_8042417,0,0,0,0
__import__.product_8042423,0,0,0,0
__import__.product_8042446,0,0,0,0
__import__.product_8042452,0,0,0,0
__import__.product_8042469,0,0,0,0
__import__.product_8042475,0,0,0,0
__import__.product_8042647,0,0,0,0
__import__.product_8042653,0,0,0,0
__import__.product_8042682,0,0,0,0
__import__.product_8042699,0,0,0,0
__import__.product_8042707,0,0,0,0
__import__.product_8042713,0,0,0,0
__import__.product_8042736,0,0,0,0
__import__.product_8042771,0,0,0,0
__import__.product_8042794,0,0,0,0
__import__.product_8042802,0,0,0,0
__import__.product_8042883,0,0,0,0
__import__.product_8042908,0,0,0,0
__import__.product_8042914,0,0,0,0
__import__.product_8042920,0,0,0,0
__import__.product_8042937,0,0,0,0
__import__.product_8042943,0,0,0,0
__import__.product_8042966,0,0,0,0
__import__.product_8042972,0,0,0,0
__import__.product_8042995,0,0,0,0
__import__.product_8043003,0,0,0,0
__import__.product_8043026,0,0,0,0
__import__.product_8043032,0,0,0,0
__import__.product_8043049,0,0,0,0
__import__.product_8043055,0,0,0,0
__import__.product_8043090,0,0,0,0
__import__.product_8043262,0,0,0,0
__import__.product_8043291,0,0,0,0
__import__.product_8043316,0,0,0,0
__import__.product_8043322,0,0,0,0
__import__.product_8043339,0,0,0,0
__import__.product_8043486,0,0,0,0
__import__.product_8043500,0,0,0,0
__import__.product_8043629,0,0,0,0
__import__.product_8043747,0,0,0,0
__import__.product_8043983,0,0,0,0
__import__.product_8044008,0,0,0,0
__import__.product_8044095,0,0,0,0
__import__.product_8044149,0,0,0,0
__import__.product_8044155,0,0,0,0
__import__.product_8044184,4.00,12.00,4.00,0.20
__import__.product_8044190,0,0,0,0
__import__.product_8044221,0,0,0,0
__import__.product_8044824,0,0,0,0
__import__.product_8044882,0,0,0,0
__import__.product_8044907,0,0,0,0
__import__.product_8044913,0,0,0,0
__import__.product_8044936,0,0,0,0
__import__.product_8045019,0,0,0,0
__import__.product_8045031,0,0,0,0
__import__.product_8045048,0,0,0,0
__import__.product_8045054,0,0,0,0
__import__.product_8045060,0,0,0,0
__import__.product_8045077,0,0,0,0
__import__.product_8045083,0,0,0,0
__import__.product_8045137,0,0,0,0
__import__.product_8045166,0,0,0,0
__import__.product_8045491,0,0,0,0
__import__.product_8045516,0,0,0,0
__import__.product_8045522,0,0,0,0
__import__.product_8045539,0,0,0,0
__import__.product_8045568,0,0,0,0
__import__.product_8045574,0,0,0,0
__import__.product_8045692,0,0,0,0
__import__.product_8045976,0,0,0,0
__import__.product_8046295,0,0,0,0
__import__.product_8046697,0,0,0,0
__import__.product_8046792,0,0,0,0
__import__.product_8046800,0,0,0,0
__import__.product_8046869,0,0,0,0
__import__.product_8046912,0,0,0,0
