id,weight,orderpoint_max,length,width,depth,orderpoint_min
__import__.product_4970038,5.00,23.000,0,0,0,11.000
__import__.product_4970044,1.50,82.000,20.00,10.00,17.00,44.000
__import__.product_5002122,0,8.000,0,0,0,4.000
__import__.product_5002525,1.10,3.000,22.00,30.50,16.50,2.000
__import__.product_5006025,10.00,120.000,0,0,0,100.000
__import__.product_5006043,0.30,4.000,35.20,33.00,5.00,2.000
__import__.product_5007025,10.00,60.000,0,0,0,50.000
__import__.product_5007223,3.40,180.000,0,0,0,150.000
__import__.product_5008025,10.00,40.000,0,0,0,20.000
__import__.product_5010200,0,110.000,0,0,0,55.000
__import__.product_5010211,0,30.000,0,0,0,15.000
__import__.product_5010603,0,12.000,0,0,0,2.000
__import__.product_5011732,0,20.000,0,0,0,10.000
__import__.product_5011734,0,40.000,0,0,0,20.000
__import__.product_5012150,0.10,2.000,0,0,0,1.000
__import__.product_5020000,0,250.000,0,0,0,150.000
__import__.product_5021012,1.60,4.000,0,0,0,2.000
__import__.product_5021420,0.20,6.000,36.50,20.30,10.00,2.000
__import__.product_5021516,0,2.000,0,0,0,1.000
__import__.product_5025100,0,35.000,0,0,0,5.000
__import__.product_5027103,0.20,2.000,5.50,5.50,17.00,1.000
__import__.product_5027815,0,4.000,0,0,0,2.000
__import__.product_5031117,3.00,20.000,35.00,24.00,9.00,12.000
__import__.product_5033092,0,20.000,0,0,0,10.000
__import__.product_5033095,0,50.000,0,0,0,25.000
__import__.product_5033096,0,10.000,0,0,0,2.000
__import__.product_5036007,0.40,5.000,42.00,9.20,16.00,2.000
__import__.product_5038041,0,6.000,0,0,0,3.000
__import__.product_5038042,0,6.000,0,0,0,4.000
__import__.product_5038052,0,3.000,0,0,0,1.000
__import__.product_5043800,0.10,100.000,0,0,0,55.000
__import__.product_5050000,0,200.000,0,0,0,100.000
__import__.product_5051630,1.50,5.000,28.00,19.00,7.00,2.000
__import__.product_5056713,0,10.000,0,0,0,1.000
__import__.product_5074091,12.00,20.000,0,0,0,6.000
__import__.product_5080002,3.00,49.000,31.00,26.00,11.00,27.000
__import__.product_5080342,0.10,60.000,0,0,0,20.000
__import__.product_5090313,10.00,40.000,0,0,0,20.000
__import__.product_5090339,10.00,440.000,0,0,0,240.000
__import__.product_5090354,10.00,24.000,0,0,0,12.000
__import__.product_5090362,10.00,40.000,0,0,0,25.000
__import__.product_5100010,0,200.000,0,0,0,100.000
__import__.product_5110021,0.10,150.000,0,0,0,30.000
__import__.product_5110028,0.10,10.000,0,0,0,5.000
__import__.product_5110029,0.20,4.000,0,0,0,2.000
__import__.product_5113156,0,2.000,0,0,0,1.000
__import__.product_5120021,3.90,1.000,0,0,0,0
__import__.product_5120183,4.00,130.000,0,0,0,100.000
__import__.product_5120420,0,4.000,0,0,0,2.000
__import__.product_5130259,1.00,20.000,0,0,0,10.000
__import__.product_5140350,0.10,95.000,4.00,4.00,11.50,28.000
__import__.product_5141791,0,2.000,0,0,0,1.000
__import__.product_5141792,0,4.000,0,0,0,2.000
__import__.product_5142505,0.10,12.000,0,0,0,6.000
__import__.product_5142519,0.50,2.000,0,0,0,1.000
__import__.product_5145281,2.00,12.000,0,0,0,6.000
__import__.product_5148502,0,6.000,0,0,0,3.000
__import__.product_5150001,0,40.000,0,0,0,40.000
__import__.product_5150002,0,3.000,0,0,0,3.000
__import__.product_5150003,0,10.000,0,0,0,10.000
__import__.product_5150004,0,4.000,0,0,0,2.000
__import__.product_5150005,0,5.000,0,0,0,5.000
__import__.product_5157395,0,10.000,0,0,0,5.000
__import__.product_5160107,7.00,120.000,0,0,0,100.000
__import__.product_5160123,3.50,130.000,0,0,0,100.000
__import__.product_5160743,0,4.000,0,0,0,2.000
__import__.product_5161900,12.50,4.000,0,0,0,2.000
__import__.product_5163500,2.50,4.000,0,0,0,2.000
__import__.product_5164508,3.00,14.000,36.00,25.00,10.00,6.000
__import__.product_5164512,3.00,7.000,36.00,25.00,10.00,3.000
__import__.product_5164515,4.50,52.000,47.00,27.00,10.00,18.000
__import__.product_5164520,1.50,14.000,22.00,20.00,8.00,4.000
__import__.product_5164538,3.00,19.000,36.00,25.00,10.00,7.000
__import__.product_5164539,3.00,6.000,36.00,25.00,10.00,2.000
__import__.product_5164545,12.50,8.000,73.00,37.00,11.00,3.000
__import__.product_5164550,3.00,12.000,38.00,27.00,9.50,4.000
__import__.product_5164554,3.00,16.000,0,0,0,6.000
__import__.product_5170003,0.16,20.000,17.20,8.50,4.30,10.000
__import__.product_5170109,0,8.000,0,0,0,4.000
__import__.product_5188599,0,8.000,0,0,0,4.000
__import__.product_5188607,0,2.000,0,0,0,1.000
__import__.product_5190400,1.50,60.000,25.50,16.00,24.00,32.000
__import__.product_5190401,1.50,7.000,25.50,16.00,24.00,4.000
__import__.product_5192014,1.80,6.000,11.00,11.00,13.00,3.000
__import__.product_5192025,0.10,30.000,11.50,5.30,3.60,20.000
__import__.product_5192031,5.00,3.000,0,0,0,2.000
__import__.product_5192033,1.00,60.000,0,0,0,30.000
__import__.product_5192034,5.00,6.000,0,0,0,3.000
__import__.product_5192045,3.00,4.000,0,0,0,1.000
__import__.product_5192047,3.00,6.000,0,0,0,2.000
__import__.product_5192049,1.00,10.000,0,0,0,5.000
__import__.product_5192144,4.50,4.000,0,0,0,1.000
__import__.product_5192164,0.90,48.000,0,0,0,24.000
__import__.product_5192219,0.90,7.000,0,0,0,2.000
__import__.product_5192763,2.40,4.000,0,0,0,1.000
__import__.product_5192777,0.50,120.000,0,0,0,60.000
__import__.product_5196118,3.00,18.000,0,0,0,9.000
__import__.product_5196119,7.00,7.000,0,0,0,3.000
__import__.product_5196120,12.00,18.000,0,0,0,9.000
__import__.product_5196140,3.00,9.000,0,0,0,6.000
__import__.product_5196141,12.00,9.000,0,0,0,6.000
__import__.product_5196150,3.00,6.000,0,0,0,3.000
__import__.product_5196151,12.00,6.000,0,0,0,3.000
__import__.product_5196993,6.80,3.000,15.00,135.00,50.00,2.000
__import__.product_5196995,0.40,200.000,27.00,26.00,27.00,100.000
__import__.product_5200000,0,160.000,0,0,0,80.000
__import__.product_5221002,1.60,4.000,0,0,0,2.000
__import__.product_5221005,7.00,4.000,0,0,0,2.000
__import__.product_5221015,7.00,4.000,0,0,0,2.000
__import__.product_5221024,6.00,4.000,0,0,0,2.000
__import__.product_5221034,6.00,4.000,0,0,0,2.000
__import__.product_5221042,1.60,4.000,0,0,0,2.000
__import__.product_5221044,6.00,4.000,0,0,0,2.000
__import__.product_5221053,2.00,4.000,0,0,0,2.000
__import__.product_5221063,2.00,4.000,0,0,0,2.000
__import__.product_5221113,1.60,4.000,0,0,0,2.000
__import__.product_5221114,4.80,4.000,0,0,0,2.000
__import__.product_5221122,1.60,4.000,0,0,0,2.000
__import__.product_5221125,7.00,40.000,0,0,0,20.000
__import__.product_5225283,0,4.000,0,0,0,2.000
__import__.product_5227230,0,5.000,0,0,0,2.000
__import__.product_5230350,0,24.000,0,0,0,12.000
__import__.product_5238070,3.00,9.000,31.00,26.00,11.00,4.000
__import__.product_5248005,1.30,30.000,102.30,2.50,56.00,15.000
__import__.product_5248782,2.50,3.000,0,0,0,1.000
__import__.product_5248792,2.50,2.000,0,0,0,1.000
__import__.product_5249277,2.50,2.000,0,0,0,1.000
__import__.product_5249278,2.50,6.000,0,0,0,2.000
__import__.product_5250031,0,2.000,0,0,0,1.000
__import__.product_5250035,0,2.000,0,0,0,1.000
__import__.product_5250131,0,2.000,0,0,0,1.000
__import__.product_5250391,10.00,7.000,44.00,13.00,5.10,3.000
__import__.product_5260003,2.50,46.000,30.00,23.50,9.50,20.000
__import__.product_5260015,7.50,12.000,58.00,37.60,7.40,6.000
__import__.product_5260024,2.50,106.000,30.00,23.50,9.50,46.000
__import__.product_5260027,2.50,24.000,30.00,23.50,9.50,11.000
__import__.product_5260029,7.50,6.000,58.00,37.60,7.40,3.000
__import__.product_5260036,15.00,64.000,72.70,40.40,11.00,24.000
__import__.product_5260040,2.50,43.000,30.00,23.50,9.50,19.000
__import__.product_5260102,2.50,6.000,30.00,23.00,9.50,2.000
__import__.product_5267015,0.10,5.000,0,0,0,2.000
__import__.product_5270114,2.50,10.000,39.00,20.00,10.00,3.000
__import__.product_5270128,0.30,25.000,0,0,0,12.000
__import__.product_5270200,0.20,85.000,5.20,5.20,9.90,25.000
__import__.product_5270202,12.50,8.000,66.00,37.00,11.00,3.000
__import__.product_5270212,2.50,5.000,33.00,19.00,10.00,2.000
__import__.product_5270216,12.50,3.000,67.00,35.00,10.00,1.000
__import__.product_5270217,12.50,15.000,66.00,39.00,12.00,4.000
__import__.product_5270218,12.50,7.000,67.00,35.00,10.00,2.000
__import__.product_5270237,10.00,16.000,57.00,34.00,12.00,8.000
__import__.product_5270246,12.50,10.000,67.00,35.00,10.00,4.000
__import__.product_5270259,12.50,6.000,67.00,35.00,10.00,2.000
__import__.product_5270265,0.40,344.000,20.00,15.00,8.00,120.000
__import__.product_5270999,0,24.000,0,0,0,12.000
__import__.product_5273410,0,10.000,0,0,0,5.000
__import__.product_5273430,0,10.000,0,0,0,5.000
__import__.product_5273451,0,10.000,0,0,0,5.000
__import__.product_5273454,0,4.000,0,0,0,2.000
__import__.product_5273461,0,4.000,0,0,0,2.000
__import__.product_5273463,0,4.000,0,0,0,2.000
__import__.product_5274093,11.00,10.000,0,0,0,6.000
__import__.product_5274136,12.00,4.000,0,0,0,2.000
__import__.product_5274137,12.00,6.000,0,0,0,4.000
__import__.product_5274153,12.00,16.000,0,0,0,8.000
__import__.product_5274203,12.00,2.000,0,0,0,1.000
__import__.product_5274204,12.00,16.000,0,0,0,6.000
__import__.product_5274494,1.50,8.000,0,0,0,3.000
__import__.product_5274526,1.50,8.000,0,0,0,3.000
__import__.product_5274527,1.50,4.000,0,0,0,2.000
__import__.product_5274646,5.00,3.000,0,0,0,2.000
__import__.product_5274657,5.00,36.000,0,0,0,11.000
__import__.product_5274658,5.00,4.000,0,0,0,2.000
__import__.product_5274659,5.00,8.000,0,0,0,4.000
__import__.product_5279808,0.10,3.000,18.00,18.00,3.00,2.000
__import__.product_5280408,0.30,2.000,8.40,6.00,19.10,1.000
__import__.product_5283608,0,40.000,0,0,0,20.000
__import__.product_5283609,0,20.000,0,0,0,10.000
__import__.product_5283610,0,80.000,0,0,0,40.000
__import__.product_5292225,0,2.000,0,0,0,1.000
__import__.product_5304000,0.10,4.000,11.40,8.40,9.20,2.000
__import__.product_5304300,0,8.000,0,0,0,4.000
__import__.product_5304811,0,2.000,0,0,0,1.000
__import__.product_5304813,0,2.000,0,0,0,1.000
__import__.product_5306302,0,2.000,0,0,0,1.000
__import__.product_5306304,0,2.000,0,0,0,1.000
__import__.product_5306306,0,2.000,0,0,0,1.000
__import__.product_5306310,0,2.000,0,0,0,1.000
__import__.product_5306312,0,2.000,0,0,0,1.000
__import__.product_5306316,0,2.000,0,0,0,1.000
__import__.product_5307640,0,6.000,0,0,0,3.000
__import__.product_5307650,0,40.000,0,0,0,20.000
__import__.product_5307731,0,50.000,0,0,0,25.000
__import__.product_5307736,0,20.000,0,0,0,10.000
__import__.product_5307872,0,10.000,0,0,0,5.000
__import__.product_5309628,0,2.000,0,0,0,1.000
__import__.product_5310501,1.00,2.000,0,0,0,1.000
__import__.product_5314502,2.50,2.000,0,0,0,1.000
__import__.product_5320002,0.20,16.000,0,0,0,7.000
__import__.product_5320003,0.20,4.000,0,0,0,3.000
__import__.product_5330693,0,72.000,0,0,0,36.000
__import__.product_5332106,0.50,2.000,0,0,0,1.000
__import__.product_5338818,12.30,5.000,0,0,0,3.000
__import__.product_5338868,3.30,4.000,0,0,0,2.000
__import__.product_5340566,0,2.000,0,0,0,1.000
__import__.product_5340839,0,40.000,0,0,0,20.000
__import__.product_5340840,0,10.000,0,0,0,5.000
__import__.product_5340918,0,10.000,0,0,0,5.000
__import__.product_5340920,0,20.000,0,0,0,10.000
__import__.product_5340922,0,20.000,0,0,0,10.000
__import__.product_5343015,0,6.000,0,0,0,2.000
__import__.product_5361891,3.00,2.000,0,0,0,1.000
__import__.product_5364879,0,250.000,0,0,0,25.000
__import__.product_5373852,1.00,8.000,0,0,0,2.000
__import__.product_5405244,0,4.000,0,0,0,2.000
__import__.product_5420003,0.05,46.000,14.70,6.30,2.70,14.000
__import__.product_5421704,0,20.000,0,0,0,10.000
__import__.product_5421714,0,40.000,0,0,0,20.000
__import__.product_5432004,1.00,100.000,0,0,0,60.000
__import__.product_5432006,1.00,100.000,0,0,0,60.000
__import__.product_5438016,0.40,12.000,10.00,21.10,15.80,6.000
__import__.product_5450016,0.14,72.000,4.00,7.00,13.20,28.000
__import__.product_5450019,0.08,6.000,20.30,6.00,4.10,2.000
__import__.product_5450020,0.04,13.000,2.40,7.10,10.70,3.000
__import__.product_5450023,0.10,15.000,6.50,6.30,5.50,6.000
__import__.product_5450036,0.10,33.000,0,0,0,8.000
__import__.product_5450037,0.10,21.000,0,0,0,6.000
__import__.product_5450041,0.10,12.000,0,0,0,6.000
__import__.product_5450042,0.30,24.000,0,0,0,12.000
__import__.product_5450043,0.30,24.000,0,0,0,12.000
__import__.product_5450044,0.20,6.000,0,0,0,3.000
__import__.product_5450045,0.10,12.000,0,0,0,5.000
__import__.product_5450047,0.10,12.000,0,0,0,6.000
__import__.product_5450236,4.00,15.000,61.00,35.00,19.50,10.000
__import__.product_5457199,0.20,4.000,0,0,0,2.000
__import__.product_5461168,20.00,3.000,0,0,0,2.000
__import__.product_5461250,0.50,11.000,24.00,19.00,7.00,4.000
__import__.product_5461251,0.50,10.000,24.00,19.00,8.00,4.000
__import__.product_5461301,10.00,4.000,71.00,37.00,9.00,2.000
__import__.product_5461317,2.50,5.000,0,0,0,2.000
__import__.product_5464561,1.50,4.000,0,0,0,2.000
__import__.product_5468330,0,2.000,0,0,0,1.000
__import__.product_5468340,0,9.000,0,0,0,3.000
__import__.product_5470412,0,20.000,0,0,0,10.000
__import__.product_5470740,0,50.000,0,0,0,25.000
__import__.product_5470825,0,60.000,0,0,0,30.000
__import__.product_5470840,0,100.000,0,0,0,50.000
__import__.product_5470925,0,20.000,0,0,0,10.000
__import__.product_5471125,0,30.000,0,0,0,15.000
__import__.product_5471140,0,200.000,0,0,0,100.000
__import__.product_5471240,0,200.000,0,0,0,100.000
__import__.product_5471516,0,141.000,0,0,0,70.000
__import__.product_5471625,0,130.000,0,0,0,65.000
__import__.product_5471725,0,10.000,0,0,0,5.000
__import__.product_5471816,0,600.000,0,0,0,300.000
__import__.product_5472689,15.00,15.000,0,0,0,10.000
__import__.product_5472721,20.00,9.000,0,0,0,5.000
__import__.product_5496103,3.00,12.000,0,0,0,8.000
__import__.product_5499856,2.50,10.000,0,0,0,5.000
__import__.product_5499857,4.00,25.000,0,0,0,10.000
__import__.product_5501000,2.00,20.000,0,0,0,10.000
__import__.product_5501001,2.00,20.000,0,0,0,10.000
__import__.product_5512039,2.00,2.000,0,0,0,1.000
__import__.product_5560728,0,2.000,0,0,0,1.000
__import__.product_5584600,0.10,12.000,0,0,0,6.000
__import__.product_5603551,12.00,2.000,40.00,15.00,60.00,1.000
__import__.product_5603553,12.00,4.000,0,0,0,2.000
__import__.product_5603569,1.40,34.000,0,0,0,18.000
__import__.product_5603573,1.80,24.000,0,0,0,12.000
__import__.product_5603576,12.00,20.000,0,0,0,10.000
__import__.product_5610548,2.70,3.000,0,0,0,2.000
__import__.product_5610559,1.60,2.000,0,0,0,1.000
__import__.product_5610568,1.40,4.000,0,0,0,2.000
__import__.product_5610569,1.60,3.000,0,0,0,1.000
__import__.product_5610571,2.50,4.000,0,0,0,2.000
__import__.product_5610580,0.40,3.000,0,0,0,1.000
__import__.product_5610582,0.50,2.000,11.00,4.00,22.00,1.000
__import__.product_5611296,20.00,5.000,0,0,0,2.000
__import__.product_5642166,0.70,20.000,12.50,24.40,7.40,10.000
__import__.product_5690605,0.30,60.000,0,0,0,30.000
__import__.product_5697900,10.00,100.000,0,0,0,50.000
__import__.product_5697901,10.00,60.000,0,0,0,40.000
__import__.product_5697902,10.00,100.000,0,0,0,60.000
__import__.product_5697903,10.00,60.000,0,0,0,40.000
__import__.product_5702000,0.30,2.000,0,0,0,1.000
__import__.product_5703002,0,60.000,0,0,0,30.000
__import__.product_5758801,0.10,40.000,0,0,0,15.000
__import__.product_5760313,0.10,12.000,13.50,6.00,6.50,6.000
__import__.product_5760314,0.10,24.000,13.40,5.60,6.40,12.000
__import__.product_5760315,0.10,4.000,13.50,5.70,6.60,2.000
__import__.product_5760316,0.10,2.000,13.70,6.00,6.80,1.000
__import__.product_5760416,0,3.000,0,0,0,2.000
__import__.product_5764201,0.10,2.000,0,0,0,1.000
__import__.product_5764202,0.10,2.000,0,0,0,1.000
__import__.product_5764205,0.30,2.000,0,0,0,1.000
__import__.product_5764206,0.30,2.000,0,0,0,1.000
__import__.product_5764212,0.30,5.000,0,0,0,3.000
__import__.product_5764214,0.10,12.000,0,0,0,6.000
__import__.product_5764220,0.30,12.000,0,0,0,6.000
__import__.product_5764224,0.30,2.000,0,0,0,1.000
__import__.product_5764227,1.00,2.000,0,0,0,1.000
__import__.product_5764231,0.30,12.000,0,0,0,6.000
__import__.product_5764232,0.30,12.000,0,0,0,6.000
__import__.product_5764233,0.30,12.000,0,0,0,6.000
__import__.product_5764234,0.50,12.000,0,0,0,6.000
__import__.product_5764235,0.50,12.000,0,0,0,6.000
__import__.product_5764236,0.50,6.000,0,0,0,3.000
__import__.product_5764238,3.00,4.000,0,0,0,2.000
__import__.product_5764240,3.00,4.000,0,0,0,2.000
__import__.product_5764271,0.20,3.000,0,0,0,2.000
__import__.product_5776191,0.20,6.000,16.30,10.80,7.60,3.000
__import__.product_5791756,0,24.000,0,0,0,12.000
__import__.product_5792023,0.60,2.000,6.80,9.00,18.00,1.000
__import__.product_5800000,4.80,18.000,30.50,23.00,11.00,8.000
__import__.product_5800001,0,6.000,0,0,0,3.000
__import__.product_5800002,0,5.000,0,0,0,2.000
__import__.product_5800003,0,2.000,0,0,0,1.000
__import__.product_5801068,4.00,99.000,0,0,0,40.000
__import__.product_5801726,12.00,90.000,0,0,0,45.000
__import__.product_5803920,0,4.000,0,0,0,2.000
__import__.product_5810178,1.50,84.000,0,0,0,36.000
__import__.product_5810229,3.00,3.000,0,0,0,1.000
__import__.product_5810469,1.50,96.000,0,0,0,50.000
__import__.product_5810544,1.50,70.000,0,0,0,30.000
__import__.product_5810560,12.00,125.000,0,0,0,70.000
__import__.product_5810562,2.00,77.000,0,0,0,48.000
__import__.product_5810707,12.00,4.000,0,0,0,2.000
__import__.product_5810745,5.00,24.000,0,0,0,12.000
__import__.product_5810749,5.00,35.000,0,0,0,20.000
__import__.product_5810982,1.50,24.000,0,0,0,8.000
__import__.product_5810986,6.00,12.000,0,0,0,6.000
__import__.product_5810989,10.00,10.000,0,0,0,5.000
__import__.product_5810990,10.00,6.000,0,0,0,3.000
__import__.product_5810993,1.50,24.000,0,0,0,6.000
__import__.product_5811142,1.50,44.000,0,0,0,20.000
__import__.product_5818593,1.00,2.000,0,0,0,1.000
__import__.product_5821069,8.00,45.000,0,0,0,25.000
__import__.product_5821698,2.50,15.000,35.00,20.00,9.00,8.000
__import__.product_5821700,2.50,12.000,36.00,20.00,10.00,6.000
__import__.product_5821726,12.00,131.000,65.00,39.00,11.00,50.000
__import__.product_5822098,4.00,329.000,0,0,0,120.000
__import__.product_5822120,0,12.000,0,0,0,5.000
__import__.product_5822147,1.50,160.000,0,0,0,56.000
__import__.product_5822232,2.00,8.000,0,0,0,4.000
__import__.product_5822437,2.00,140.000,0,0,0,50.000
__import__.product_5822821,1.50,7.000,0,0,0,4.000
__import__.product_5822830,1.50,16.000,0,0,0,10.000
__import__.product_5822843,4.00,130.000,0,0,0,46.000
__import__.product_5823123,12.00,8.000,0,0,0,4.000
__import__.product_5823266,2.50,19.000,0,0,0,6.000
__import__.product_5823271,7.00,65.000,0,0,0,25.000
__import__.product_5823404,0.10,2.000,0,0,0,1.000
__import__.product_5823445,12.00,50.000,0,0,0,24.000
__import__.product_5823446,10.00,60.000,0,0,0,30.000
__import__.product_5825516,5.00,33.000,43.00,29.60,10.00,11.000
__import__.product_5826061,12.00,45.000,60.60,41.20,12.30,12.000
__import__.product_5826135,2.00,166.000,29.00,20.60,9.00,48.000
__import__.product_5826151,1.00,5.000,22.00,17.00,8.00,1.000
__import__.product_5826228,3.50,21.000,32.00,27.00,10.80,12.000
__import__.product_5826293,10.00,4.000,60.00,39.00,10.00,2.000
__import__.product_5826654,4.00,147.000,42.00,30.00,9.00,42.000
__import__.product_5827544,12.00,18.000,65.00,39.00,11.00,6.000
__import__.product_5827545,12.00,48.000,65.00,39.00,11.00,15.000
__import__.product_5827569,12.00,55.000,65.00,39.00,11.00,10.000
__import__.product_5827570,12.00,59.000,65.00,39.00,11.00,17.000
__import__.product_5828044,2.50,45.000,0,0,0,15.000
__import__.product_5828088,3.00,4.000,37.00,29.00,9.00,2.000
__import__.product_5828089,3.00,4.000,37.00,29.00,9.00,2.000
__import__.product_5828096,12.00,10.000,65.00,39.00,11.00,4.000
__import__.product_5828097,12.00,17.000,65.00,39.00,11.00,6.000
__import__.product_5828647,3.00,332.000,37.00,29.00,9.00,120.000
__import__.product_5828648,3.00,130.000,37.00,29.00,9.00,55.000
__import__.product_5828662,10.00,659.000,65.00,39.00,10.00,260.000
__import__.product_5828666,1.50,110.000,29.00,19.00,6.00,35.000
__import__.product_5828667,1.50,280.000,29.00,19.00,6.00,90.000
__import__.product_5828690,2.00,120.000,29.00,19.00,6.00,41.000
__import__.product_5828693,2.00,57.000,29.00,19.00,6.00,18.000
__import__.product_5828965,6.50,419.000,57.00,30.00,12.00,120.000
__import__.product_5828966,6.50,185.000,57.00,30.00,12.00,60.000
__import__.product_5829000,2.00,365.000,29.00,19.00,6.00,144.000
__import__.product_5829001,2.00,149.000,29.00,19.00,6.00,43.000
__import__.product_5829002,7.00,404.000,57.00,37.00,12.00,150.000
__import__.product_5829003,7.00,113.000,57.00,37.00,12.00,42.000
__import__.product_5829178,12.00,12.000,65.00,39.00,11.00,8.000
__import__.product_5829179,12.00,80.000,65.00,39.00,11.00,47.000
__import__.product_5829184,2.00,151.000,29.00,19.00,6.00,43.000
__import__.product_5829185,1.50,249.000,29.00,19.00,6.00,71.000
__import__.product_5829186,1.50,285.000,29.00,19.00,6.00,92.000
__import__.product_5829188,1.50,203.000,29.00,19.00,6.00,58.000
__import__.product_5829263,12.00,30.000,65.00,39.00,11.00,15.000
__import__.product_5829264,12.00,10.000,65.00,39.00,11.00,5.000
__import__.product_5829266,12.00,110.000,65.00,39.00,11.00,60.000
__import__.product_5829267,12.00,36.000,65.00,39.00,11.00,12.000
__import__.product_5829269,12.00,5.000,65.00,39.00,11.00,3.000
__import__.product_5829270,12.00,69.000,65.00,39.00,11.00,30.000
__import__.product_5829271,12.00,30.000,65.00,39.00,11.00,9.000
__import__.product_5829272,12.00,30.000,65.00,39.00,11.00,9.000
__import__.product_5829273,12.00,11.000,65.00,39.00,11.00,6.000
__import__.product_5829274,12.00,32.000,65.00,39.00,11.00,10.000
__import__.product_5830668,0,50.000,0,0,0,25.000
__import__.product_5836681,0,10.000,0,0,0,5.000
__import__.product_5836682,0,24.000,0,0,0,8.000
__import__.product_5903189,0.30,20.000,0,0,0,10.000
__import__.product_5910125,0,2.000,0,0,0,1.000
__import__.product_5920101,0.30,10.000,0,0,0,5.000
__import__.product_5942063,0,2.000,0,0,0,1.000
__import__.product_5942201,0,4.000,0,0,0,2.000
__import__.product_5942202,0,30.000,0,0,0,20.000
__import__.product_5942203,0,30.000,0,0,0,20.000
__import__.product_5942204,0,5.000,0,0,0,2.000
__import__.product_5949003,0,20.000,0,0,0,10.000
__import__.product_5961101,0.30,10.000,0,0,0,4.000
__import__.product_5962002,3.20,2.000,23.00,23.00,19.50,1.000
__import__.product_5962007,1.20,9.000,8.60,8.60,23.40,6.000
__import__.product_5962645,0.20,120.000,0,0,0,60.000
__import__.product_5969000,3.20,7.000,30.00,21.80,24.20,5.000
__import__.product_6040053,0.10,24.000,11.60,9.50,8.50,12.000
__import__.product_6049906,1.10,14.000,19.20,10.90,10.90,8.000
__import__.product_6260026,0.23,291.000,5.30,5.30,19.30,86.000
__import__.product_6330123,0,24.000,0,0,0,12.000
__import__.product_6330914,0,11.000,0,0,0,3.000
__import__.product_6331823,0,4.000,0,0,0,3.000
__import__.product_6350318,0.33,313.000,6.50,6.50,13.60,92.000
__import__.product_6350330,26.20,49.000,28.80,25.10,42.40,15.000
__import__.product_6356011,0.40,4.000,25.50,15.00,12.40,2.000
__import__.product_6464798,0.40,10.000,0,0,0,5.000
__import__.product_6600860,0.20,160.000,5.20,5.20,9.90,47.000
__import__.product_6600864,0.50,18.000,6.30,6.30,21.70,6.000
__import__.product_6600867,0.30,44.000,9.70,9.70,6.50,15.000
__import__.product_6641964,1.00,3.000,0,0,0,1.000
__import__.product_6655541,0.60,6.000,10.00,10.00,16.00,3.000
__import__.product_6690607,0.70,36.000,7.20,7.20,24.70,10.000
__import__.product_6708935,0.10,12.000,0,0,0,6.000
__import__.product_6710725,0.10,32.000,0,0,0,12.000
__import__.product_6710748,0.10,6.000,0,0,0,3.000
__import__.product_6743280,0.50,4.000,0,0,0,2.000
__import__.product_6775630,2.40,2.000,9.70,19.20,31.00,1.000
__import__.product_6792686,1.00,8.000,0,0,0,4.000
__import__.product_6808917,1.00,6.000,22.00,17.00,8.00,2.000
__import__.product_6824231,10.00,17.000,61.00,32.00,11.10,6.000
__import__.product_6825009,3.00,8.000,37.00,29.00,9.00,2.000
__import__.product_6825013,5.00,11.000,43.00,29.60,10.00,6.000
__import__.product_6825016,2.00,33.000,29.00,20.60,9.00,14.000
__import__.product_6825144,10.00,11.000,61.00,32.00,11.10,4.000
__import__.product_6825151,10.00,10.000,61.00,32.00,11.10,4.000
__import__.product_6827359,4.40,8.000,30.40,22.90,10.40,3.000
__import__.product_6827360,4.40,42.000,31.00,23.00,10.40,12.000
__import__.product_6827361,4.40,12.000,30.90,22.90,10.40,7.000
__import__.product_6827362,4.40,24.000,31.00,23.00,10.40,7.000
__import__.product_6827364,4.40,13.000,31.00,23.00,10.40,5.000
__import__.product_6827365,4.40,24.000,31.00,23.00,10.40,10.000
__import__.product_6827989,3.00,7.000,37.00,29.00,9.00,3.000
__import__.product_6828344,3.00,4.000,37.00,29.00,9.00,2.000
__import__.product_6828775,2.00,11.000,29.00,20.60,9.00,5.000
__import__.product_6828886,2.00,284.000,29.00,20.60,9.00,110.000
__import__.product_6828919,7.50,12.000,48.30,30.40,12.70,6.000
__import__.product_6828927,3.00,10.000,37.00,29.00,9.00,3.000
__import__.product_6828932,2.00,4.000,29.00,20.60,9.00,2.000
__import__.product_6829462,5.00,7.000,43.00,29.60,10.00,2.000
__import__.product_6935246,1.00,2.000,8.30,8.30,21.60,1.000
__import__.product_6959229,1.00,10.000,0,0,0,6.000
__import__.product_6964383,0.10,2.000,0,0,0,1.000
__import__.product_7096600,4.70,8.000,35.20,26.00,9.50,3.000
__import__.product_7110010,0.03,20.000,4.00,4.00,6.00,10.000
__import__.product_7110020,0.01,590.000,11.20,5.50,1.50,174.000
__import__.product_7110038,2.05,12.000,19.50,11.50,21.50,6.000
__import__.product_7110040,0.13,500.000,6.70,4.90,8.30,300.000
__import__.product_7116444,0.50,12.000,46.50,8.50,8.30,6.000
__import__.product_7116467,0,5.000,0,0,0,1.000
__import__.product_7139362,0.20,10.000,0,0,0,5.000
__import__.product_7140422,0,48.000,0,0,0,24.000
__import__.product_7143170,0,28.000,0,0,0,14.000
__import__.product_7146603,0.10,60.000,12.50,10.00,4.90,30.000
