id,width,depth,length
__import__.product_5635501,0,0,0
__import__.product_5635503,0,0,0
__import__.product_5635556,0,0,0
__import__.product_5639238,0,0,0
__import__.product_5642164,13.00,7.00,24.00
__import__.product_5642165,0,0,0
__import__.product_5645053,0,0,0
__import__.product_5648061,0,0,0
__import__.product_5650116,0,0,0
__import__.product_5650143,0,0,0
__import__.product_5650318,0,0,0
__import__.product_5650335,0,0,0
__import__.product_5653004,0,0,0
__import__.product_5655001,0,0,0
__import__.product_5655003,0,0,0
__import__.product_5656565,0,0,0
__import__.product_5657016,0,0,0
__import__.product_5658406,0,0,0
__import__.product_5658407,0,0,0
__import__.product_5660302,17.20,13.60,4.70
__import__.product_5660305,0,0,0
__import__.product_5660319,0,0,0
__import__.product_5661231,0,0,0
__import__.product_5661552,0,0,0
__import__.product_5661800,0,0,0
__import__.product_5661852,0,0,0
__import__.product_5663941,0,0,0
__import__.product_5664141,0,0,0
__import__.product_5664151,0,0,0
__import__.product_5665019,0,0,0
__import__.product_5665824,0,0,0
__import__.product_5665825,0,0,0
__import__.product_5665826,0,0,0
__import__.product_5665860,0,0,0
__import__.product_5665870,0,0,0
__import__.product_5668020,0,0,0
__import__.product_5668042,0,0,0
__import__.product_5668236,0,0,0
__import__.product_5668248,0,0,0
__import__.product_5668421,0,0,0
__import__.product_5669921,0,0,0
__import__.product_5671010,0,0,0
__import__.product_5671204,0,0,0
__import__.product_5676726,0,0,0
__import__.product_5678771,0,0,0
__import__.product_5680006,0,0,0
__import__.product_5683315,0,0,0
__import__.product_5685792,0,0,0
__import__.product_5690601,21.00,5.00,24.50
__import__.product_5693693,0,0,0
__import__.product_5694881,0,0,0
__import__.product_5699250,0,0,0
__import__.product_5700000,0,0,0
__import__.product_5700021,0,0,0
__import__.product_5700022,0,0,0
__import__.product_5700024,0,0,0
__import__.product_5700025,0,0,0
__import__.product_5700031,0,0,0
__import__.product_5700032,0,0,0
__import__.product_5700034,0,0,0
__import__.product_5700035,0,0,0
__import__.product_5700050,0,0,0
__import__.product_5700052,0,0,0
__import__.product_5700054,0,0,0
__import__.product_5700055,0,0,0
__import__.product_5700056,0,0,0
__import__.product_5703551,0,0,0
__import__.product_5703553,0,0,0
__import__.product_5704004,0,0,0
__import__.product_5704005,0,0,0
__import__.product_5706080,0,0,0
__import__.product_5706081,0,0,0
__import__.product_5707070,0,0,0
__import__.product_5710015,0,0,0
__import__.product_5710103,0,0,0
__import__.product_5710104,0,0,0
__import__.product_5710199,0,0,0
__import__.product_5710345,0,0,0
__import__.product_5710346,0,0,0
__import__.product_5710347,0,0,0
__import__.product_5710348,0,0,0
__import__.product_5710515,8.60,15.60,8.60
__import__.product_5711720,0,0,0
__import__.product_5713110,0,0,0
__import__.product_5714682,0,0,0
__import__.product_5714935,0,0,0
__import__.product_5714940,0,0,0
__import__.product_5715059,0,0,0
__import__.product_5715062,0,0,0
__import__.product_5715063,0,0,0
__import__.product_5715064,0,0,0
__import__.product_5719100,0,0,0
__import__.product_5720102,0,0,0
__import__.product_5722006,20.60,7.60,17.00
__import__.product_5723081,0,0,0
__import__.product_5728503,6.00,17.00,6.30
__import__.product_5732021,0,0,0
__import__.product_5734000,0,0,0
__import__.product_5735005,0,0,0
__import__.product_5736888,0,0,0
__import__.product_5736889,0,0,0
__import__.product_5737499,0,0,0
__import__.product_5740007,0,0,0
__import__.product_5740025,0,0,0
__import__.product_5740027,0,0,0
__import__.product_5740260,0,0,0
__import__.product_5740262,0,0,0
__import__.product_5740263,0,0,0
__import__.product_5740264,0,0,0
__import__.product_5740267,0,0,0
__import__.product_5740268,0,0,0
__import__.product_5740269,0,0,0
__import__.product_5740400,0,0,0
__import__.product_5740401,0,0,0
__import__.product_5740471,0,0,0
__import__.product_5740472,0,0,0
__import__.product_5740700,0,0,0
__import__.product_5741212,0,0,0
__import__.product_5741215,0,0,0
__import__.product_5741225,0,0,0
__import__.product_5741230,0,0,0
__import__.product_5741400,0,0,0
__import__.product_5741408,0,0,0
__import__.product_5741621,0,0,0
__import__.product_5741630,0,0,0
__import__.product_5741701,0,0,0
__import__.product_5742030,0,0,0
__import__.product_5742499,0,0,0
__import__.product_5743140,0,0,0
__import__.product_5743141,0,0,0
__import__.product_5743142,0,0,0
__import__.product_5743144,0,0,0
__import__.product_5743145,0,0,0
__import__.product_5743146,0,0,0
__import__.product_5743147,0,0,0
__import__.product_5743148,0,0,0
__import__.product_5743149,0,0,0
__import__.product_5743151,0,0,0
__import__.product_5743152,0,0,0
__import__.product_5743153,0,0,0
__import__.product_5743154,0,0,0
__import__.product_5743155,0,0,0
__import__.product_5744020,0,0,0
__import__.product_5744021,0,0,0
__import__.product_5744022,0,0,0
__import__.product_5744770,0,0,0
__import__.product_5745501,0,0,0
__import__.product_5745506,0,0,0
__import__.product_5746690,0,0,0
__import__.product_5749175,11.00,3.30,19.50
__import__.product_5749401,0,0,0
__import__.product_5750014,0,0,0
__import__.product_5750201,0,0,0
__import__.product_5755100,0,0,0
__import__.product_5760200,6.80,24.70,6.70
__import__.product_5760201,4.00,10.30,4.00
__import__.product_5760204,7.00,11.50,7.00
__import__.product_5760211,0,0,0
__import__.product_5760212,0,0,0
__import__.product_5760267,0,0,0
__import__.product_5760268,0,0,0
__import__.product_5760291,16.30,8.20,10.30
__import__.product_5760294,16.30,8.20,10.20
__import__.product_5760295,16.30,8.30,10.30
__import__.product_5760300,2.90,4.90,2.90
__import__.product_5760301,0,0,0
__import__.product_5760302,7.90,3.80,11.30
__import__.product_5760303,0,0,0
__import__.product_5760304,0,0,0
__import__.product_5760305,0,0,0
__import__.product_5760310,0,0,0
__import__.product_5760311,0,0,0
__import__.product_5760321,0,0,0
__import__.product_5760323,0,0,0
__import__.product_5760324,0,0,0
__import__.product_5760326,0,0,0
__import__.product_5760327,0,0,0
__import__.product_5760328,0,0,0
__import__.product_5760330,0,0,0
__import__.product_5760334,14.00,12.00,17.50
__import__.product_5760335,0,0,0
__import__.product_5760340,0,0,0
__import__.product_5760341,5.70,13.50,13.00
__import__.product_5760348,0,0,0
__import__.product_5760349,0,0,0
__import__.product_5760354,0,0,0
__import__.product_5760367,0,0,0
__import__.product_5760393,0,0,0
__import__.product_5760397,0,0,0
__import__.product_5760399,0,0,0
__import__.product_576251,0,0,0
__import__.product_5762561,0,0,0
__import__.product_5764001,0,0,0
__import__.product_5764011,7.00,12.20,3.30
__import__.product_5764013,4.00,20.40,6.70
__import__.product_5764472,0,0,0
__import__.product_5764800,7.80,6.80,13.70
__import__.product_5764995,0,0,0
__import__.product_5766600,0,0,0
__import__.product_5766601,0,0,0
__import__.product_5776182,0,0,0
__import__.product_5776183,10.60,7.60,16.00
__import__.product_5776184,8.00,10.50,16.30
__import__.product_5776188,0,0,0
__import__.product_5776197,0,0,0
__import__.product_5786600,0,0,0
__import__.product_5790300,0,0,0
__import__.product_5791045,0,0,0
__import__.product_5791500,0,0,0
__import__.product_5791731,0,0,0
__import__.product_5792006,0,0,0
__import__.product_5792032,0,0,0
__import__.product_5792202,0,0,0
__import__.product_5793600,0,0,0
__import__.product_5795921,0,0,0
__import__.product_5800131,0,0,0
__import__.product_5800156,0,0,0
__import__.product_5800604,0,0,0
__import__.product_5801000,0,0,0
__import__.product_5801001,0,0,0
__import__.product_5801002,0,0,0
__import__.product_5801014,0,0,0
__import__.product_5801016,0,0,0
__import__.product_5801018,0,0,0
__import__.product_5801151,0,0,0
__import__.product_5803080,0,0,0
__import__.product_5805603,0,0,0
__import__.product_5808012,0,0,0
__import__.product_5809009,0,0,0
__import__.product_5810031,0,0,0
__import__.product_5810032,0,0,0
__import__.product_5810185,0,0,0
__import__.product_5811125,0,0,0
__import__.product_5811147,0,0,0
__import__.product_5812050,0,0,0
__import__.product_5812310,8.10,2.10,5.10
__import__.product_5812312,5.00,2.20,8.20
__import__.product_5812549,6.60,2.10,14.10
__import__.product_5812550,6.60,3.40,14.20
__import__.product_5812562,6.70,2.00,14.20
__import__.product_5815000,0,0,0
__import__.product_5815001,0,0,0
__import__.product_5817098,0,0,0
__import__.product_5817221,0,0,0
__import__.product_5817222,0,0,0
__import__.product_5817223,0,0,0
__import__.product_5817224,0,0,0
__import__.product_5817257,0,0,0
__import__.product_5817262,0,0,0
__import__.product_5817454,0,0,0
__import__.product_5817455,0,0,0
__import__.product_5817456,0,0,0
__import__.product_5817457,0,0,0
__import__.product_5817817,0,0,0
__import__.product_5817840,3.00,19.00,11.50
__import__.product_5818818,0,0,0
__import__.product_5820053,0,0,0
__import__.product_5820111,0,0,0
__import__.product_5820112,0,0,0
__import__.product_5820117,0,0,0
__import__.product_5820118,0,0,0
__import__.product_5820135,0,0,0
__import__.product_5820136,0,0,0
__import__.product_5820149,0,0,0
__import__.product_5820157,0,0,0
__import__.product_5820160,0,0,0
__import__.product_5820165,0,0,0
__import__.product_5820179,0,0,0
__import__.product_5820180,0,0,0
__import__.product_5820221,0,0,0
__import__.product_5820224,0,0,0
__import__.product_5820497,0,0,0
__import__.product_5820882,0,0,0
__import__.product_5821031,0,0,0
__import__.product_5822112,0,0,0
__import__.product_5822113,0,0,0
__import__.product_5823401,6.10,14.40,6.10
__import__.product_5823535,0,0,0
__import__.product_5823563,0,0,0
__import__.product_5823564,0,0,0
__import__.product_5823630,0,0,0
__import__.product_5823691,0,0,0
__import__.product_5823822,0,0,0
__import__.product_5823823,0,0,0
__import__.product_5825000,0,0,0
__import__.product_5826115,0,0,0
__import__.product_5826116,0,0,0
__import__.product_5826150,0,0,0
__import__.product_5826177,0,0,0
__import__.product_5826178,0,0,0
__import__.product_5826401,0,0,0
__import__.product_5826402,0,0,0
__import__.product_5826404,0,0,0
__import__.product_5826411,0,0,0
__import__.product_5826422,0,0,0
__import__.product_5826436,20.60,11.90,22.70
__import__.product_5826437,20.60,11.90,22.70
__import__.product_5826444,0,0,0
__import__.product_5826475,0,0,0
__import__.product_5827150,0,0,0
__import__.product_5828052,0,0,0
__import__.product_5828435,0,0,0
__import__.product_5828456,0,0,0
__import__.product_5828735,0,0,0
__import__.product_5828736,0,0,0
__import__.product_5828738,0,0,0
__import__.product_5828742,0,0,0
__import__.product_5829030,0,0,0
__import__.product_5829852,20.30,8.00,27.50
__import__.product_5829853,20.30,8.00,27.50
__import__.product_5829854,20.30,8.00,27.50
__import__.product_5830215,0,0,0
__import__.product_5831030,0,0,0
__import__.product_5833010,0,0,0
__import__.product_5833302,0,0,0
__import__.product_5835002,0,0,0
__import__.product_5837082,0,0,0
__import__.product_5840254,0,0,0
__import__.product_5840255,0,0,0
__import__.product_5840256,0,0,0
__import__.product_5840335,0,0,0
__import__.product_5841000,0,0,0
__import__.product_5841250,0,0,0
__import__.product_5842534,5.80,4.80,5.80
__import__.product_5847601,0,0,0
__import__.product_5848021,0,0,0
__import__.product_5850023,0,0,0
__import__.product_5850511,0,0,0
__import__.product_5850515,0,0,0
__import__.product_5852501,0,0,0
__import__.product_5852520,0,0,0
__import__.product_5852525,0,0,0
__import__.product_5852600,0,0,0
__import__.product_5853265,20.00,5.00,29.00
__import__.product_5854328,0,0,0
__import__.product_5859122,0,0,0
__import__.product_5859759,0,0,0
__import__.product_5860503,0,0,0
__import__.product_5860504,0,0,0
__import__.product_5860505,0,0,0
__import__.product_5860508,0,0,0
__import__.product_5860578,0,0,0
__import__.product_5861588,0,0,0
__import__.product_5864983,0,0,0
__import__.product_5865002,0,0,0
__import__.product_5865003,0,0,0
__import__.product_5865004,0,0,0
__import__.product_5865007,0,0,0
__import__.product_5865008,0,0,0
__import__.product_5865009,0,0,0
__import__.product_5865010,0,0,0
__import__.product_5865011,0,0,0
__import__.product_5865012,0,0,0
__import__.product_5865013,0,0,0
__import__.product_5865014,0,0,0
__import__.product_5865015,0,0,0
__import__.product_5865016,0,0,0
__import__.product_5865017,0,0,0
__import__.product_5865018,0,0,0
__import__.product_5865019,0,0,0
__import__.product_5865020,0,0,0
__import__.product_5865021,0,0,0
__import__.product_5865022,0,0,0
__import__.product_5865025,0,0,0
__import__.product_5865026,0,0,0
__import__.product_5865028,0,0,0
__import__.product_5865032,0,0,0
__import__.product_5865033,0,0,0
__import__.product_5865034,0,0,0
__import__.product_5868330,0,0,0
__import__.product_5868720,0,0,0
__import__.product_5869217,0,0,0
__import__.product_5872680,0,0,0
__import__.product_5872790,0,0,0
__import__.product_5874832,0,0,0
__import__.product_5874840,0,0,0
__import__.product_5874857,0,0,0
__import__.product_5874865,0,0,0
__import__.product_5877340,0,0,0
__import__.product_5877365,4.50,23.50,23.50
__import__.product_5880010,0,0,0
__import__.product_5881746,0,0,0
__import__.product_5888888,0,0,0
__import__.product_5900002,0,0,0
__import__.product_5900007,0,0,0
__import__.product_5900049,0,0,0
__import__.product_5900051,0,0,0
__import__.product_5900702,0,0,0
__import__.product_5901624,0,0,0
__import__.product_5901661,0,0,0
__import__.product_5901662,0,0,0
__import__.product_5901663,0,0,0
__import__.product_5901836,0,0,0
__import__.product_5901838,0,0,0
__import__.product_5901839,0,0,0
__import__.product_5901898,0,0,0
__import__.product_5902661,0,0,0
__import__.product_5902663,0,0,0
__import__.product_5904036,0,0,0
__import__.product_5904037,0,0,0
__import__.product_5904038,0,0,0
__import__.product_5904039,0,0,0
__import__.product_5904040,0,0,0
__import__.product_5904041,0,0,0
__import__.product_5904045,0,0,0
__import__.product_5904046,0,0,0
__import__.product_5904047,0,0,0
__import__.product_5904049,0,0,0
__import__.product_5904137,0,0,0
__import__.product_5904139,0,0,0
__import__.product_5904140,0,0,0
__import__.product_5904141,0,0,0
__import__.product_5904142,0,0,0
__import__.product_5904143,0,0,0
__import__.product_5904144,0,0,0
__import__.product_5904145,0,0,0
__import__.product_5904147,0,0,0
__import__.product_5904149,0,0,0
__import__.product_5904151,0,0,0
__import__.product_5904152,0,0,0
__import__.product_5904155,0,0,0
__import__.product_5904240,0,0,0
__import__.product_5904241,0,0,0
__import__.product_5904242,0,0,0
__import__.product_5904244,0,0,0
__import__.product_5904245,0,0,0
__import__.product_5904246,0,0,0
__import__.product_5904339,0,0,0
__import__.product_5904340,0,0,0
__import__.product_5904342,0,0,0
__import__.product_5904343,0,0,0
__import__.product_5904344,0,0,0
__import__.product_5904345,0,0,0
__import__.product_5904346,0,0,0
__import__.product_5904349,0,0,0
__import__.product_5904420,0,0,0
__import__.product_5904421,0,0,0
__import__.product_5904422,0,0,0
__import__.product_5904423,0,0,0
__import__.product_5904424,0,0,0
__import__.product_5904427,0,0,0
__import__.product_5904430,0,0,0
__import__.product_5904431,0,0,0
__import__.product_5904432,0,0,0
__import__.product_5904433,0,0,0
__import__.product_5904434,0,0,0
__import__.product_5904441,0,0,0
__import__.product_5904445,0,0,0
__import__.product_5904540,0,0,0
__import__.product_5904541,0,0,0
__import__.product_5904545,0,0,0
__import__.product_5909009,0,0,0
__import__.product_5910000,0,0,0
__import__.product_5910002,0,0,0
__import__.product_5910005,0,0,0
__import__.product_5910006,5.90,6.50,14.20
__import__.product_5910007,0,0,0
__import__.product_5910008,0,0,0
__import__.product_5910100,5.20,14.40,3.00
__import__.product_5910121,6.00,6.30,14.00
__import__.product_5910123,0,0,0
__import__.product_5911024,0,0,0
__import__.product_5911025,0,0,0
__import__.product_5911231,6.90,24.00,6.90
__import__.product_5911321,0,0,0
__import__.product_5911361,0,0,0
__import__.product_5911401,0,0,0
__import__.product_5911441,0,0,0
__import__.product_5911707,0,0,0
__import__.product_5912017,0,0,0
__import__.product_5912127,0,0,0
__import__.product_5912802,0,0,0
__import__.product_5913514,0,0,0
__import__.product_5913602,12.20,17.40,3.10
__import__.product_5914571,0,0,0
__import__.product_5915001,4.80,21.10,11.00
__import__.product_5915002,6.00,26.00,13.40
__import__.product_5915003,5.50,11.30,5.50
__import__.product_5915024,0,0,0
__import__.product_5915250,0,0,0
__import__.product_5915721,0,0,0
__import__.product_5916401,0,0,0
__import__.product_5916500,0,0,0
__import__.product_5917596,0,0,0
__import__.product_5920025,0,0,0
__import__.product_5920026,0,0,0
__import__.product_5920040,0,0,0
__import__.product_5920100,0,0,0
__import__.product_5920136,0,0,0
__import__.product_5920151,0,0,0
__import__.product_5920153,0,0,0
__import__.product_5920260,0,0,0
__import__.product_5920262,0,0,0
__import__.product_5920303,0,0,0
__import__.product_5920402,0,0,0
__import__.product_5920411,0,0,0
__import__.product_5920412,0,0,0
__import__.product_5920413,0,0,0
__import__.product_5920414,0,0,0
__import__.product_5920416,0,0,0
__import__.product_5920417,0,0,0
__import__.product_5920421,0,0,0
__import__.product_5920422,0,0,0
__import__.product_5920423,0,0,0
__import__.product_5920425,0,0,0
__import__.product_5920426,0,0,0
__import__.product_5920427,0,0,0
__import__.product_5920503,0,0,0
__import__.product_5920550,0,0,0
__import__.product_5920557,0,0,0
__import__.product_5920612,0,0,0
__import__.product_5920653,0,0,0
__import__.product_5920662,0,0,0
__import__.product_5920762,0,0,0
__import__.product_5920813,0,0,0
__import__.product_5920904,0,0,0
__import__.product_5920912,0,0,0
__import__.product_5921512,0,0,0
__import__.product_5922141,4.50,21.00,15.50
__import__.product_5922143,8.00,21.00,16.00
__import__.product_5922144,16.50,16.50,9.00
__import__.product_5923041,0,0,0
__import__.product_5924126,0,0,0
__import__.product_5924250,11.10,10.20,3.10
__import__.product_5924252,5.30,3.60,37.00
__import__.product_5924253,7.50,14.00,17.00
__import__.product_5925037,0,0,0
__import__.product_5925070,0,0,0
__import__.product_5926030,0,0,0
__import__.product_5926102,0,0,0
__import__.product_5926200,0,0,0
__import__.product_5927040,0,0,0
__import__.product_5927050,0,0,0
__import__.product_5928035,0,0,0
__import__.product_5929015,0,0,0
__import__.product_5929020,0,0,0
__import__.product_5929030,0,0,0
__import__.product_5929035,0,0,0
__import__.product_5929040,0,0,0
__import__.product_5932413,0,0,0
__import__.product_5936411,0,0,0
__import__.product_5936413,0,0,0
__import__.product_5936454,0,0,0
__import__.product_5940000,0,0,0
__import__.product_5942177,24.40,7.70,12.20
__import__.product_5942178,24.40,7.60,12.20
__import__.product_5942180,0,0,0
__import__.product_5950001,0,0,0
__import__.product_5954800,0,0,0
__import__.product_5954900,0,0,0
__import__.product_5957041,0,0,0
__import__.product_5958805,0,0,0
__import__.product_5962000,0,0,0
__import__.product_5969906,0,0,0
__import__.product_5969926,0,0,0
__import__.product_5970207,0,0,0
__import__.product_5972551,0,0,0
__import__.product_5980979,2.80,1.80,13.50
__import__.product_5980985,3.30,2.00,15.80
__import__.product_5984002,0,0,0
__import__.product_5987123,0,0,0
__import__.product_5987650,0,0,0
__import__.product_5990900,0,0,0
__import__.product_5991054,0,0,0
__import__.product_5991059,0,0,0
__import__.product_5992147,40.00,30.00,60.00
__import__.product_5992192,19.00,4.50,27.00
__import__.product_5992193,38.00,29.50,49.80
__import__.product_5992194,37.80,43.00,57.60
__import__.product_5992435,0,0,0
__import__.product_5992460,18.40,18.00,22.70
__import__.product_5992464,18.50,18.00,27.50
__import__.product_5992466,0,0,0
__import__.product_5995329,0,0,0
__import__.product_5998654,0,0,0
__import__.product_5999147,0,0,0
__import__.product_5999148,0,0,0
__import__.product_5999211,0,0,0
__import__.product_5999412,0,0,0
__import__.product_5999413,0,0,0
__import__.product_5999981,0,0,0
__import__.product_6000218,5.20,9.70,5.20
__import__.product_6000219,6.60,14.00,6.60
__import__.product_6000708,0,0,0
__import__.product_6001331,0,0,0
__import__.product_6002308,0,0,0
__import__.product_6020102,0,0,0
__import__.product_6020104,0,0,0
__import__.product_6020105,0,0,0
__import__.product_6020106,0,0,0
__import__.product_6020107,0,0,0
__import__.product_6020108,0,0,0
__import__.product_6020109,0,0,0
__import__.product_6020110,0,0,0
__import__.product_6020112,0,0,0
__import__.product_6020113,0,0,0
__import__.product_6020114,0,0,0
__import__.product_6020117,0,0,0
__import__.product_6020121,0,0,0
__import__.product_6020122,0,0,0
__import__.product_6020123,0,0,0
__import__.product_6020124,0,0,0
__import__.product_6020125,13.50,6.00,17.00
__import__.product_6020128,14.80,7.70,18.20
__import__.product_6020129,0,0,0
__import__.product_6020130,0,0,0
__import__.product_6020199,0,0,0
__import__.product_6023901,2.90,10.90,2.90
__import__.product_6024670,0,0,0
__import__.product_6030010,0,0,0
__import__.product_6038001,0,0,0
__import__.product_6038716,0,0,0
__import__.product_6038860,8.10,5.90,8.10
__import__.product_6039002,12.90,3.90,18.00
__import__.product_6039004,0,0,0
__import__.product_6039005,12.90,3.90,18.00
__import__.product_6039006,12.90,3.70,18.50
__import__.product_6040004,11.00,10.70,19.30
__import__.product_6040006,6.50,14.10,6.50
__import__.product_6040010,12.80,3.80,18.00
__import__.product_6040013,0,0,0
__import__.product_6040014,0,0,0
__import__.product_6040015,25.00,2.00,53.00
__import__.product_6040017,5.70,10.50,5.70
__import__.product_6040020,12.80,3.60,18.00
__import__.product_6040022,13.60,4.80,16.80
__import__.product_6040024,13.60,4.80,16.80
__import__.product_6040025,13.70,4.80,16.80
__import__.product_6040030,12.60,3.70,18.00
__import__.product_6040040,12.80,3.60,18.00
__import__.product_6040041,19.90,15.90,26.30
__import__.product_6040045,18.40,13.70,22.50
__import__.product_6040052,0,0,0
__import__.product_6040054,0,0,0
__import__.product_6040058,0,0,0
__import__.product_6040177,0,0,0
__import__.product_6040701,0,0,0
__import__.product_6040761,0,0,0
__import__.product_6040762,0,0,0
__import__.product_6041589,0,0,0
__import__.product_6041590,0,0,0
__import__.product_6041592,0,0,0
__import__.product_6042095,0,0,0
__import__.product_6042364,5.40,8.00,5.40
__import__.product_6042468,0,0,0
__import__.product_6042502,0,0,0
__import__.product_6042514,0,0,0
__import__.product_6042700,8.00,2.00,45.00
__import__.product_6042701,8.00,2.00,45.00
__import__.product_6042761,0,0,0
__import__.product_6042999,0,0,0
__import__.product_6045297,0,0,0
__import__.product_6045495,0,0,0
__import__.product_6045528,0,0,0
__import__.product_6045561,0,0,0
__import__.product_6045594,0,0,0
__import__.product_6045627,0,0,0
__import__.product_6076650,0,0,0
__import__.product_6092130,0,0,0
__import__.product_6111420,0,0,0
__import__.product_6111775,0,0,0
__import__.product_6115055,0,0,0
__import__.product_6120070,0,0,0
__import__.product_6127256,4.30,8.50,4.30
__import__.product_6140001,0,0,0
__import__.product_6164404,7.00,6.60,14.80
__import__.product_6170000,0,0,0
__import__.product_6170003,0,0,0
__import__.product_6170005,0,0,0
__import__.product_6170007,0,0,0
__import__.product_6170008,0,0,0
__import__.product_6170009,0,0,0
__import__.product_6171206,0,0,0
__import__.product_6177200,0,0,0
__import__.product_6178001,0,0,0
__import__.product_6180869,0,0,0
__import__.product_6197000,0,0,0
__import__.product_6197001,0,0,0
__import__.product_6197007,0,0,0
__import__.product_6197009,14.20,14.10,14.20
__import__.product_6197013,0,0,0
__import__.product_6197016,0,0,0
__import__.product_6197018,0,0,0
__import__.product_6197023,0,0,0
__import__.product_6197026,0,0,0
__import__.product_6200001,0,0,0
__import__.product_6200002,0,0,0
__import__.product_6200005,0,0,0
__import__.product_6200006,0,0,0
__import__.product_6200007,0,0,0
__import__.product_6200009,0,0,0
__import__.product_6200010,0,0,0
__import__.product_6200011,0,0,0
__import__.product_6200012,0,0,0
__import__.product_6200013,0,0,0
__import__.product_6200086,0,0,0
__import__.product_6202342,12.00,12.50,7.50
__import__.product_6207825,27.00,12.60,27.00
__import__.product_6220045,0,0,0
__import__.product_6220046,0,0,0
__import__.product_6222005,0,0,0
__import__.product_6222215,5.20,8.00,5.20
__import__.product_6222217,0,0,0
__import__.product_6223215,0,0,0
__import__.product_6223216,0,0,0
__import__.product_6223437,0,0,0
__import__.product_6224025,0,0,0
__import__.product_6224186,0,0,0
__import__.product_6224214,0,0,0
__import__.product_6226685,11.20,4.80,33.00
__import__.product_6226691,15.80,5.40,32.90
__import__.product_6226716,21.00,5.10,33.00
__import__.product_6226722,30.90,5.50,32.50
__import__.product_6238204,0,0,0
__import__.product_6238205,0,0,0
__import__.product_6238207,0,0,0
__import__.product_6238210,0,0,0
__import__.product_6238230,0,0,0
__import__.product_6248595,0,0,0
__import__.product_6250063,0,0,0
__import__.product_6250164,12.00,6.00,28.50
__import__.product_6250304,0,0,0
__import__.product_6251324,0,0,0
__import__.product_6252063,0,0,0
__import__.product_6252073,14.50,3.70,28.50
__import__.product_6252074,0,0,0
__import__.product_6252324,0,0,0
__import__.product_6252543,0,0,0
__import__.product_6252544,30.00,23.10,39.30
__import__.product_6252584,0,0,0
__import__.product_6252878,10.70,3.00,32.90
__import__.product_6252994,0,0,0
__import__.product_6253702,0,0,0
__import__.product_6254004,0,0,0
__import__.product_6254133,0,0,0
__import__.product_6257017,0,0,0
__import__.product_6257129,0,0,0
__import__.product_6257903,0,0,0
__import__.product_6258000,0,0,0
__import__.product_6258003,0,0,0
__import__.product_6258004,8.00,2.00,30.70
__import__.product_6258005,11.00,9.00,27.40
__import__.product_6258007,0,0,0
__import__.product_6258010,0,0,0
__import__.product_6258012,0,0,0
__import__.product_6258015,0,0,0
__import__.product_6258025,24.00,9.50,39.00
__import__.product_6259602,0,0,0
__import__.product_6260002,0,0,0
__import__.product_6260003,0,0,0
__import__.product_6260004,5.30,20.20,5.30
__import__.product_6260005,0,0,0
__import__.product_6260006,5.10,22.00,5.10
__import__.product_6260008,0,0,0
__import__.product_6260011,0,0,0
__import__.product_6260013,0,0,0
__import__.product_6260015,0,0,0
__import__.product_6260017,0,0,0
__import__.product_6260018,0,0,0
__import__.product_6260020,6.30,23.00,6.30
__import__.product_6260023,0,0,0
__import__.product_6260024,0,0,0
__import__.product_6260025,0,0,0
__import__.product_6260027,0,0,0
__import__.product_6260030,0,0,0
__import__.product_6260031,0,0,0
__import__.product_6260032,0,0,0
__import__.product_6260033,0,0,0
__import__.product_6260035,5.60,10.40,5.60
__import__.product_6260036,0,0,0
__import__.product_6260037,0,0,0
__import__.product_6260038,0,0,0
__import__.product_6260039,0,0,0
__import__.product_6260040,0,0,0
__import__.product_6260041,0,0,0
__import__.product_6260043,0,0,0
__import__.product_6260045,0,0,0
__import__.product_6260046,0,0,0
__import__.product_6260047,0,0,0
__import__.product_6260048,0,0,0
__import__.product_6260049,0,0,0
__import__.product_6260050,0,0,0
__import__.product_6260051,0,0,0
__import__.product_6260052,12.30,7.80,15.70
__import__.product_6260105,0,0,0
__import__.product_6260107,0,0,0
__import__.product_6260736,0,0,0
__import__.product_6260738,0,0,0
__import__.product_6264633,0,0,0
__import__.product_6264640,0,0,0
__import__.product_6265886,0,0,0
__import__.product_6265892,0,0,0
__import__.product_6265900,0,0,0
__import__.product_6265917,0,0,0
__import__.product_6265923,0,0,0
__import__.product_6265946,0,0,0
__import__.product_6265952,0,0,0
__import__.product_6266029,0,0,0
__import__.product_6266035,0,0,0
__import__.product_6266064,0,0,0
__import__.product_6266641,0,0,0
__import__.product_6267622,0,0,0
__import__.product_6275000,0,0,0
__import__.product_6277000,0,0,0
__import__.product_6277001,7.50,25.70,9.80
__import__.product_6277002,0,0,0
__import__.product_6277004,0,0,0
__import__.product_6277006,0,0,0
__import__.product_6277008,0,0,0
__import__.product_6277009,0,0,0
__import__.product_6277012,0,0,0
__import__.product_6277014,0,0,0
__import__.product_6277015,0,0,0
__import__.product_6277016,0,0,0
__import__.product_6277021,0,0,0
__import__.product_6277023,2.20,15.00,4.00
__import__.product_6277030,0,0,0
__import__.product_6277034,10.00,7.90,11.50
__import__.product_6277037,0,0,0
__import__.product_6277038,0,0,0
__import__.product_6277040,0,0,0
__import__.product_6277041,0,0,0
__import__.product_6279501,6.90,9.50,7.30
__import__.product_6280866,0,0,0
__import__.product_6290832,6.30,26.50,13.50
__import__.product_6294592,0,0,0
__import__.product_6302050,0,0,0
__import__.product_6302055,0,0,0
__import__.product_6302930,0,0,0
__import__.product_6303012,0,0,0
__import__.product_6312824,0,0,0
__import__.product_6319501,0,0,0
