id,width,depth,length,orderpoint_min,orderpoint_max
__import__.product_5040095,9.10,4.70,9.10,2.000,4.000
__import__.product_5040098,9.20,6.80,9.20,3.000,6.000
__import__.product_5042051,6.20,12.20,15.80,100.000,200.000
__import__.product_5042506,3.50,2.30,19.80,25.000,74.000
__import__.product_5043278,4.00,1.60,13.50,50.000,100.000
__import__.product_5043280,4.00,1.80,13.20,75.000,100.000
__import__.product_5043282,3.80,2.00,13.20,33.000,44.000
__import__.product_5043556,3.50,1.00,13.50,255.000,340.000
__import__.product_5043801,0,0,0,100.000,200.000
__import__.product_5043955,2.50,0.20,80.00,5.000,10.000
__import__.product_5044142,5.90,10.40,4.70,27.000,50.000
__import__.product_5044143,6.70,12.80,5.10,5.000,10.000
__import__.product_5044876,0,0,0,1.000,2.000
__import__.product_5047500,0,0,0,12.000,24.000
__import__.product_5050197,34.00,30.00,50.00,1.000,2.000
__import__.product_5051041,18.80,10.90,10.40,5.000,10.000
__import__.product_5054025,1.00,20.00,28.50,1.000,2.000
__import__.product_5054055,7.70,0.90,7.70,12.000,24.000
__import__.product_5055127,0,0,0,6.000,10.000
__import__.product_5055143,0,0,0,20.000,220.000
__import__.product_5056374,0,0,0,4.000,8.000
__import__.product_5058113,0,0,0,180.000,360.000
__import__.product_5062016,0,0,0,1.000,2.000
__import__.product_5064464,3.50,2.10,14.40,25.000,55.000
__import__.product_5064465,0,0,0,10.000,20.000
__import__.product_5065361,0,0,0,60.000,100.000
__import__.product_5068577,0,0,0,1.000,5.000
__import__.product_5070003,0,0,0,8.000,12.000
__import__.product_5076650,2.50,19.00,11.50,15.000,30.000
__import__.product_5080025,5.70,5.40,5.40,12.000,48.000
__import__.product_5080026,8.00,5.10,5.10,30.000,60.000
__import__.product_5080027,11.40,5.50,5.50,20.000,60.000
__import__.product_5080102,30.40,36.90,14.00,2.000,4.000
__import__.product_5087101,3.00,5.50,3.00,100.000,200.000
__import__.product_5091155,0,0,0,4.000,6.000
__import__.product_5091156,0,0,0,1.000,2.000
__import__.product_5091157,0,0,0,1.000,2.000
__import__.product_5091158,0,0,0,1.000,2.000
__import__.product_5100533,0,0,0,1.000,2.000
__import__.product_5101250,0,0,0,2.000,4.000
__import__.product_5101624,3.00,19.80,10.00,200.000,400.000
__import__.product_5102120,7.00,8.00,8.00,5.000,10.000
__import__.product_5102121,10.50,10.50,13.80,5.000,10.000
__import__.product_5102122,14.00,13.00,15.00,5.000,10.000
__import__.product_5107142,0,0,0,5.000,10.000
__import__.product_5107148,0,0,0,1.000,2.000
__import__.product_5110004,4.20,4.80,9.90,10.000,20.000
__import__.product_5110008,6.90,13.80,11.40,5.000,10.000
__import__.product_5110009,0,0,0,14.000,55.000
__import__.product_5110011,0,0,0,12.000,31.000
__import__.product_5110012,0,0,0,3.000,6.000
__import__.product_5110019,11.00,24.00,25.00,30.000,60.000
__import__.product_5110036,0,0,0,100.000,200.000
__import__.product_5110200,9.00,7.50,16.00,4.000,10.000
__import__.product_5110205,9.00,7.50,16.00,6.000,12.000
__import__.product_5110210,9.00,7.50,16.00,3.000,6.000
__import__.product_5112395,6.50,1.80,8.70,3.000,5.000
__import__.product_5112480,0,0,0,10.000,20.000
__import__.product_5113153,6.00,6.50,13.80,2.000,4.000
__import__.product_5115820,0,0,0,100.000,250.000
__import__.product_5118510,0,0,0,100.000,200.000
__import__.product_5119091,7.30,18.50,6.50,12.000,24.000
__import__.product_5120017,0,0,0,4.000,12.000
__import__.product_5120020,14.30,21.50,17.40,11.000,38.000
__import__.product_5121825,0,0,0,5.000,15.000
__import__.product_5123320,0,0,0,1.000,2.000
__import__.product_5130024,6.00,6.40,14.00,2.000,4.000
__import__.product_5131305,5.00,1.60,17.00,4.000,6.000
__import__.product_5131415,0,0,0,2.000,3.000
__import__.product_5132105,5.00,10.80,33.00,10.000,20.000
__import__.product_5132107,0,0,0,16.000,32.000
__import__.product_5132110,0,0,0,20.000,40.000
__import__.product_5132115,5.30,31.00,33.50,1.000,3.000
__import__.product_5132322,6.00,5.60,3.50,10.000,30.000
__import__.product_5140416,0,0,0,13.000,26.000
__import__.product_5140452,0,0,0,72.000,108.000
__import__.product_5140519,0,0,0,18.000,36.000
__import__.product_5140709,12.30,17.50,3.00,10.000,20.000
__import__.product_5140909,22.00,14.60,17.90,8.000,10.000
__import__.product_5140912,22.30,13.80,17.50,6.000,8.000
__import__.product_5142035,13.50,5.40,10.60,8.000,12.000
__import__.product_5143170,0,0,0,36.000,72.000
__import__.product_5145370,11.50,20.00,11.50,14.000,24.000
__import__.product_5150909,9.00,27.50,21.00,1.000,8.000
__import__.product_5156512,0,0,0,6.000,10.000
__import__.product_5156513,0,0,0,6.000,12.000
__import__.product_5156516,0,0,0,1.000,2.000
__import__.product_5157000,0,0,0,20.000,40.000
__import__.product_5157001,0,0,0,20.000,60.000
__import__.product_5157002,0,0,0,10.000,30.000
__import__.product_5157696,0,0,0,2.000,4.000
__import__.product_5160209,9.50,23.00,16.80,2.000,4.000
__import__.product_5164259,8.70,9.30,12.90,1.000,2.000
__import__.product_5165011,0,0,0,2.000,5.000
__import__.product_5169900,0,0,0,30.000,60.000
__import__.product_5169901,0.20,0,0,10.000,20.000
__import__.product_5170000,4.60,2.30,11.20,200.000,413.000
__import__.product_5170002,7.50,5.00,17.50,10.000,20.000
__import__.product_5170004,6.70,1.00,13.00,60.000,120.000
__import__.product_5170005,1.00,13.00,6.50,10.000,20.000
__import__.product_5170275,1.00,8.00,8.70,6.000,8.000
__import__.product_5171566,6.00,3.80,9.00,12.000,24.000
__import__.product_5180324,20.30,18.30,10.00,15.000,30.000
__import__.product_5183105,0,0,0,2.000,4.000
__import__.product_5184006,4.50,4.50,6.00,2400.000,4800.000
__import__.product_5184008,4.50,4.50,8.00,100.000,200.000
__import__.product_5184102,9.20,10.80,9.20,80.000,160.000
__import__.product_5191052,0,0,0,2.000,4.000
__import__.product_5192005,8.80,25.00,8.80,18.000,36.000
__import__.product_5192006,13.90,28.40,19.00,3.000,8.000
__import__.product_5192007,5.50,5.00,22.50,7.000,15.000
__import__.product_5192016,4.50,8.20,4.50,4.000,14.000
__import__.product_5192022,5.50,5.50,22.60,12.000,20.000
__import__.product_5192023,8.60,25.00,8.60,4.000,8.000
__import__.product_5192027,0,0,0,1.000,3.000
__import__.product_5192032,0,0,0,5.000,12.000
__import__.product_5192162,0,0,0,7.000,15.000
__import__.product_5192703,0,0,0,1.000,2.000
__import__.product_5192723,0,0,0,4.000,7.000
__import__.product_5192727,0,0,0,1.000,2.000
__import__.product_5193000,8.00,7.00,7.00,50.000,80.000
__import__.product_5194000,11.00,9.00,9.00,50.000,80.000
__import__.product_5194001,11.00,9.00,9.00,20.000,40.000
__import__.product_5196000,40.00,20.00,12.00,15.000,25.000
__import__.product_5196004,40.00,12.00,20.00,15.000,25.000
__import__.product_5196008,40.00,20.00,12.00,15.000,25.000
__import__.product_5196012,40.00,20.00,12.00,15.000,25.000
__import__.product_5196016,40.00,20.00,12.00,15.000,25.000
__import__.product_5196020,40.00,20.00,12.00,15.000,25.000
__import__.product_5196023,40.00,20.00,12.00,12.000,25.000
__import__.product_5196028,40.00,20.00,12.00,15.000,25.000
__import__.product_5196032,40.00,20.00,12.00,15.000,25.000
__import__.product_5196036,40.00,20.00,12.00,15.000,25.000
__import__.product_5196040,40.00,20.00,12.00,15.000,25.000
__import__.product_5196044,40.00,20.00,12.00,15.000,25.000
__import__.product_5196048,40.00,20.00,12.00,15.000,25.000
__import__.product_5196052,40.00,20.00,12.00,15.000,25.000
__import__.product_5196057,40.00,20.00,12.00,15.000,30.000
__import__.product_5196063,40.00,20.00,12.00,15.000,25.000
__import__.product_5196068,40.00,20.00,12.00,15.000,25.000
__import__.product_5196991,11.00,9.00,9.00,100.000,220.000
__import__.product_5196992,8.00,7.00,7.00,100.000,200.000
__import__.product_5196996,38.00,39.00,39.00,100.000,200.000
__import__.product_5196997,11.00,9.00,9.00,150.000,350.000
__import__.product_5196998,8.00,7.00,7.00,150.000,350.000
__import__.product_5199825,34.50,27.00,25.00,13.000,25.000
__import__.product_5199826,34.50,27.00,25.00,15.000,25.000
__import__.product_5200045,20.70,5.40,7.50,3.000,6.000
__import__.product_5202689,8.50,4.20,52.00,5.000,10.000
__import__.product_5202902,0,0,0,2.000,4.000
__import__.product_5211109,1.80,12.30,11.50,20.000,40.000
__import__.product_5211130,0,0,0,2.000,4.000
__import__.product_5211135,0,0,0,2.000,4.000
__import__.product_5213600,0,0,0,4.000,8.000
__import__.product_5215035,0,0,0,3.000,6.000
__import__.product_5215431,0,0,0,250.000,500.000
__import__.product_5215432,0,0,0,20.000,120.000
__import__.product_5224001,5.00,1.00,49.00,5.000,10.000
__import__.product_5224002,5.00,1.00,51.00,5.000,10.000
__import__.product_5224003,5.00,1.00,50.00,5.000,10.000
__import__.product_5224004,5.00,1.00,51.00,5.000,10.000
__import__.product_5224005,2.00,2.00,50.00,5.000,10.000
__import__.product_5225076,0,0,0,2.000,4.000
__import__.product_5228443,0,0,0,11.000,43.000
__import__.product_5230740,1.00,10.00,54.00,20.000,30.000
__import__.product_5241615,0.80,8.20,9.00,6.000,12.000
__import__.product_5242015,0.90,8.20,9.20,12.000,24.000
__import__.product_5247880,10.30,6.40,15.10,20.000,40.000
__import__.product_5248000,2.50,19.00,34.00,15.000,30.000
__import__.product_5248001,3.00,22.00,40.00,15.000,30.000
__import__.product_5250017,0,0,0,1.000,2.000
__import__.product_5250172,0,0,0,1.000,5.000
__import__.product_5259777,0,0,0,2.000,4.000
__import__.product_5260048,10.80,2.90,16.80,34.000,115.000
__import__.product_5260049,10.70,2.90,16.80,40.000,89.000
__import__.product_5262884,0,0,0,1.000,2.000
__import__.product_5267000,6.10,10.20,6.50,3.000,6.000
__import__.product_5267012,9.40,7.50,12.30,1.000,2.000
__import__.product_5268505,0,0,0,1.000,5.000
__import__.product_5270000,0,0,0,1.000,2.000
__import__.product_5270100,5.30,17.30,5.30,3.000,10.000
__import__.product_5270101,19.00,11.00,19.30,1.000,2.000
__import__.product_5270105,16.90,11.60,18.30,4.000,6.000
__import__.product_5270107,8.80,26.70,12.90,5.000,10.000
__import__.product_5270108,7.00,34.30,23.00,5.000,20.000
__import__.product_5270109,4.90,18.60,4.90,12.000,29.000
__import__.product_5270121,4.80,8.40,4.90,5.000,12.000
__import__.product_5270185,6.50,18.00,3.50,9.000,29.000
__import__.product_5270215,4.90,18.50,4.90,5.000,16.000
__import__.product_5270403,2.00,11.00,11.00,40.000,140.000
__import__.product_5270998,2.00,15.00,11.00,10.000,20.000
__import__.product_5271434,0,0,0,2.000,5.000
__import__.product_5271838,8.50,9.00,11.00,20.000,20.000
__import__.product_5272460,0,0,0,1.000,5.000
__import__.product_5273384,17.60,7.00,36.70,12.000,24.000
__import__.product_5273404,0,0,0,1.000,2.000
__import__.product_5276495,14.00,10.00,14.00,5.000,10.000
__import__.product_5277507,29.60,37.10,14.10,1.000,2.000
__import__.product_5277510,29.70,36.80,14.10,2.000,4.000
__import__.product_5279325,0,0,0,1.000,2.000
__import__.product_5279804,3.00,22.00,23.00,4.000,6.000
__import__.product_5279806,4.60,30.50,32.50,4.000,8.000
__import__.product_5279807,0,0,0,4.000,6.000
__import__.product_5290609,0,0,0,1.000,2.000
__import__.product_5291000,0,0,0,1.000,2.000
__import__.product_5291004,6.00,6.20,14.40,2.000,3.000
__import__.product_5292125,0,0,0,2.000,4.000
__import__.product_5293595,5.30,4.60,5.30,2.000,6.000
__import__.product_5293600,5.50,6.60,5.50,10.000,20.000
__import__.product_5294279,18.00,29.00,14.00,3.000,6.000
__import__.product_5300015,0,0,0,10.000,15.000
__import__.product_5300243,0,0,0,1000.000,2200.000
__import__.product_5300635,0,0,0,15.000,30.000
__import__.product_5304100,0,0,0,4.000,8.000
__import__.product_5305501,0,0,0,4.000,6.000
__import__.product_5306308,0,0,0,1.000,2.000
__import__.product_5306413,0,0,0,12.000,24.000
__import__.product_5306414,0,0,0,12.000,24.000
__import__.product_5307240,0,0,0,2.000,4.000
__import__.product_5307241,0,0,0,1.000,3.000
__import__.product_5307242,0,0,0,1.000,3.000
__import__.product_5307612,0,0,0,1.000,5.000
__import__.product_5310101,1.80,14.00,10.40,60.000,240.000
__import__.product_5310131,4.70,14.60,18.50,1.000,2.000
__import__.product_5310133,18.50,15.00,6.80,2.000,4.000
__import__.product_5310134,18.50,14.90,8.90,3.000,6.000
__import__.product_5310135,11.00,15.00,18.50,3.000,6.000
__import__.product_5310136,12.50,14.50,18.40,2.000,4.000
__import__.product_5311529,0,0,0,1.000,2.000
__import__.product_5311542,0,0,0,6.000,12.000
__import__.product_5311543,0,0,0,10.000,22.000
__import__.product_5317440,0,0,0,2.000,4.000
__import__.product_5320524,0,0,0,1.000,2.000
__import__.product_5326220,0,0,0,2.000,5.000
__import__.product_5326221,0,0,0,1.000,2.000
__import__.product_5326222,0,0,0,2.000,5.000
__import__.product_5326223,0,0,0,2.000,5.000
__import__.product_5330000,10.50,5.00,13.30,14.000,46.000
__import__.product_5330001,4.90,11.40,5.60,30.000,90.000
__import__.product_5330361,0,0,0,1.000,2.000
__import__.product_5332273,0,0,0,1.000,2.000
__import__.product_5332274,0,0,0,2.000,4.000
__import__.product_5332275,0,0,0,2.000,4.000
__import__.product_5336030,0,0,0,50.000,100.000
__import__.product_5338600,7.20,24.00,7.20,6.000,12.000
__import__.product_5338699,0,0,0,1.000,5.000
__import__.product_5340830,0,0,0,10.000,15.000
__import__.product_5341020,0,0,0,2.000,4.000
__import__.product_5341030,0,0,0,2.000,4.000
__import__.product_5341050,0,0,0,6.000,10.000
__import__.product_5341354,0,0,0,2.000,4.000
__import__.product_5342105,0,0,0,1.000,2.000
__import__.product_5342111,15.80,4.00,20.00,5.000,10.000
__import__.product_5342186,19.50,7.00,42.00,10.000,15.000
__import__.product_5350301,5.60,10.30,5.60,11.000,38.000
__import__.product_5350302,6.60,15.10,6.60,60.000,96.000
__import__.product_5352044,0,0,0,2.000,5.000
__import__.product_5352805,6.00,24.00,44.00,3.000,8.000
__import__.product_5354605,0,0,0,1.000,2.000
__import__.product_5356003,17.90,16.50,28.00,2.000,3.000
__import__.product_5356004,20.80,12.30,13.70,8.000,10.000
__import__.product_5380473,0,0,0,2.000,8.000
__import__.product_5381670,0,0,0,10.000,20.000
__import__.product_5381675,0,0,0,20.000,40.000
__import__.product_5395000,34.00,30.50,45.50,6.000,9.000
__import__.product_5397501,10.80,8.90,16.80,2.000,6.000
__import__.product_5400015,0,0,0,1.000,2.000
__import__.product_5400016,0,0,0,1.000,2.000
__import__.product_5400500,7.30,20.70,7.30,1.000,4.000
__import__.product_5401000,4.70,5.90,4.70,40.000,80.000
__import__.product_5402250,6.70,15.30,6.60,2.000,4.000
__import__.product_5404091,0,0,0,25.000,50.000
__import__.product_5405253,0,0,0,3.000,6.000
__import__.product_5405254,6.70,6.90,15.60,4.000,6.000
__import__.product_5405256,6.30,6.60,15.50,2.000,4.000
__import__.product_5409755,0,0,0,50.000,350.000
__import__.product_5410011,0,0,0,2.000,4.000
__import__.product_5415057,26.50,50.40,11.80,2.000,6.000
__import__.product_5415740,0,0,0,10.000,135.000
__import__.product_5419600,0,0,0,10.000,40.000
__import__.product_5419670,0,0,0,10.000,45.000
__import__.product_5419710,0,0,0,10.000,35.000
__import__.product_5419740,0,0,0,10.000,45.000
__import__.product_5420000,5.40,4.70,9.90,7.000,26.000
__import__.product_5420002,4.90,2.40,11.10,7.000,23.000
__import__.product_5420004,3.60,7.70,3.60,10.000,30.000
__import__.product_5421724,7.50,7.40,12.70,10.000,20.000
__import__.product_5421827,10.80,13.50,20.50,1.000,2.000
__import__.product_5426809,4.00,2.50,14.70,125.000,375.000
__import__.product_5430050,3.60,0,3.60,6.000,12.000
__import__.product_5430113,0,0,0,3.000,6.000
__import__.product_5430150,3.90,2.60,19.50,3.000,7.000
__import__.product_5430270,3.90,2.70,19.50,3.000,6.000
__import__.product_5430390,3.90,2.70,19.50,2.000,5.000
__import__.product_5430505,5.10,2.50,12.10,5.000,10.000
__import__.product_5430802,5.80,6.00,26.60,4.000,10.000
__import__.product_5430807,4.40,10.80,4.40,11.000,31.000
__import__.product_5430889,4.70,10.70,4.70,1.000,2.000
__import__.product_5431268,6.00,5.30,62.00,6.000,12.000
__import__.product_5432000,5.90,25.40,10.10,2.000,6.000
__import__.product_5432008,7.30,9.90,7.30,240.000,360.000
__import__.product_5432009,7.30,9.90,7.30,120.000,240.000
__import__.product_5432740,6.20,4.10,18.00,6.000,18.000
__import__.product_5434113,0,0,0,25.000,50.000
__import__.product_5435040,0,0,0,10.000,75.000
__import__.product_5436226,0,0,0,10.000,20.000
__import__.product_5436543,14.50,2.70,18.00,80.000,160.000
__import__.product_5436545,12.00,3.00,17.50,40.000,120.000
__import__.product_5436547,14.00,2.80,18.50,15.000,30.000
__import__.product_5436548,13.00,3.00,18.50,20.000,40.000
__import__.product_5436580,1.10,15.10,21.00,2.000,4.000
__import__.product_5437173,13.50,3.20,15.40,15.000,30.000
__import__.product_5438012,0,0,0,8.000,12.000
__import__.product_5438024,10.50,15.80,21.40,4.000,8.000
__import__.product_5438250,6.80,15.30,6.80,3.000,9.000
__import__.product_5438431,7.50,13.00,7.50,1.000,2.000
__import__.product_5438805,6.80,0,6.80,2.000,5.000
__import__.product_5439964,11.00,4.00,32.00,8.000,12.000
__import__.product_5450013,4.50,8.90,4.50,17.000,62.000
__import__.product_5450021,7.20,10.80,4.00,16.000,58.000
__import__.product_5450022,4.50,7.50,4.50,3.000,9.000
__import__.product_5450024,4.00,15.00,7.00,3.000,9.000
__import__.product_5450025,6.80,13.10,3.60,3.000,11.000
__import__.product_5450028,11.50,5.50,18.50,45.000,100.000
__import__.product_5450029,21.00,0.50,30.00,10.000,50.000
__import__.product_5450030,5.00,21.20,5.00,8.000,18.000
__import__.product_5450031,4.00,7.20,18.70,12.000,24.000
__import__.product_5450033,6.20,12.70,6.20,12.000,29.000
__import__.product_5450034,0,0,0,3.000,12.000
__import__.product_5450035,0,0,0,14.000,24.000
__import__.product_5450040,0,0,0,24.000,48.000
__import__.product_5450046,0,0,0,30.000,60.000
__import__.product_5455282,0,0,0,3.000,5.000
__import__.product_5461312,0,0,0,7.000,26.000
__import__.product_5461316,0,0,0,1.000,3.000
__import__.product_5461328,0,0,0,11.000,32.000
__import__.product_5461525,2.50,10.00,6.80,2.000,4.000
__import__.product_5461526,7.20,1.30,10.00,10.000,20.000
__import__.product_5495101,13.80,5.80,12.20,20.000,40.000
__import__.product_5498218,3.00,18.50,8.00,50.000,100.000
__import__.product_5500445,8.70,21.50,6.70,1.000,2.000
__import__.product_5500450,15.20,25.00,19.20,1.000,2.000
__import__.product_5505001,12.00,12.60,12.00,1.000,3.000
__import__.product_5512000,22.90,15.80,24.50,2.000,4.000
__import__.product_5512006,8.60,7.50,15.30,8.000,14.000
__import__.product_5512015,3.80,10.00,3.80,10.000,20.000
__import__.product_5519099,4.00,2.50,17.50,67.000,225.000
__import__.product_5525641,4.00,17.00,14.00,2.000,4.000
__import__.product_5540855,9.60,4.40,57.00,1.000,3.000
__import__.product_5541464,1.00,1.30,14.50,54.000,72.000
__import__.product_5551027,0,0,0,15.000,30.000
__import__.product_5551028,0,0,0,10.000,15.000
__import__.product_5551029,0,0,0,10.000,20.000
__import__.product_5551030,0,0,0,10.000,20.000
__import__.product_5551031,0,0,0,10.000,15.000
__import__.product_5551032,0,0,0,10.000,15.000
__import__.product_5560453,16.10,4.40,10.90,8.000,16.000
__import__.product_5590006,0,0,0,1.000,2.000
__import__.product_5601094,0,0,0,18.000,36.000
__import__.product_5601097,0,0,0,20.000,40.000
__import__.product_5601098,0,0,0,10.000,20.000
__import__.product_5605005,0,0,0,1.000,2.000
__import__.product_5605022,6.00,16.20,20.00,10.000,20.000
__import__.product_5610502,13.50,24.60,9.30,5.000,15.000
__import__.product_5610509,18.50,38.80,13.00,2.000,4.000
__import__.product_5610510,28.20,14.30,20.00,1.000,3.000
__import__.product_5610518,19.50,14.00,28.00,2.000,4.000
__import__.product_5610519,19.10,29.80,14.00,3.000,6.000
__import__.product_5610525,19.30,14.00,27.80,7.000,16.000
__import__.product_5610528,12.00,12.90,12.00,1.000,2.000
__import__.product_5610540,4.60,7.40,4.60,3.000,6.000
__import__.product_5620000,7.00,15.00,7.00,51.000,173.000
__import__.product_5620001,13.00,2.30,10.00,151.000,270.000
__import__.product_5620002,13.00,2.30,10.00,90.000,120.000
__import__.product_5620003,13.00,2.30,10.00,30.000,60.000
__import__.product_5620004,13.10,2.30,10.00,41.000,60.000
__import__.product_5620005,13.00,2.30,10.00,40.000,60.000
__import__.product_5620006,6.00,40.00,25.00,10.000,20.000
__import__.product_5620008,5.60,10.40,5.60,2.000,4.000
__import__.product_5621160,0,0,0,5.000,10.000
__import__.product_5621162,0,0,0,2.000,5.000
__import__.product_5624005,19.00,25.00,15.00,2.000,6.000
__import__.product_5632145,0,0,0,10.000,20.000
__import__.product_5634628,0,0,0,2.000,4.000
__import__.product_5642167,24.20,7.40,13.00,1.000,2.000
__import__.product_5642168,13.00,7.00,24.00,1.000,2.000
__import__.product_5650525,0,0,0,1.000,2.000
__import__.product_5660002,0,0,0,24.000,48.000
__import__.product_5660500,0,0,0,15.000,30.000
__import__.product_5661821,0,0,0,2.000,4.000
__import__.product_5662500,0,0,0,50.000,100.000
__import__.product_5680003,0,0,0,1.000,2.000
__import__.product_5680004,0,0,0,1.000,2.000
__import__.product_5680005,0,0,0,1.000,2.000
__import__.product_5680007,0,0,0,1.000,2.000
__import__.product_5690602,4.30,2.60,21.80,248.000,841.000
__import__.product_5691941,4.50,7.40,4.50,30.000,60.000
__import__.product_5700001,0,0,0,5.000,10.000
__import__.product_5700003,0,0,0,25.000,50.000
__import__.product_5700004,0,0,0,1.000,3.000
__import__.product_5700008,0,0,0,20.000,40.000
__import__.product_5700009,0,0,0,150.000,300.000
__import__.product_5700010,0,0,0,80.000,160.000
__import__.product_5700029,0,0,0,25.000,50.000
__import__.product_5700036,0,0,0,10.000,20.000
__import__.product_5700037,0,0,0,10.000,20.000
__import__.product_5700038,0,0,0,10.000,15.000
__import__.product_5700039,0,0,0,10.000,20.000
__import__.product_5700040,0,0,0,2.000,7.000
__import__.product_5700051,0,0,0,5.000,10.000
__import__.product_5700062,0,0,0,100.000,200.000
__import__.product_5700063,0,0,0,100.000,100.000
__import__.product_5700093,0,0,0,2.000,5.000
__import__.product_5703000,19.00,11.80,11.20,60.000,120.000
__import__.product_5707835,0,0,0,1.000,2.000
__import__.product_5749000,0,0,0,3.000,5.000
__import__.product_5760306,0,0,0,1.000,2.000
__import__.product_5760307,0,0,0,2.000,4.000
__import__.product_5760308,0,0,0,3.000,6.000
__import__.product_5760309,0,0,0,1.000,2.000
__import__.product_5760318,0,0,0,1.000,2.000
__import__.product_5760331,0,0,0,1.000,2.000
__import__.product_5760332,0,0,0,1.000,2.000
__import__.product_5760336,0,0,0,1.000,2.000
__import__.product_5760337,0,0,0,2.000,3.000
__import__.product_5760338,0,0,0,1.000,2.000
__import__.product_5760339,0,0,0,3.000,6.000
__import__.product_5760342,2.00,9.50,5.70,6.000,10.000
__import__.product_5760344,5.90,9.70,4.20,20.000,40.000
__import__.product_5760346,0,0,0,1.000,2.000
__import__.product_5760362,0,0,0,2.000,4.000
__import__.product_5760364,0,0,0,2.000,4.000
__import__.product_5760365,0,0,0,2.000,4.000
__import__.product_5760370,0,0,0,5.000,10.000
__import__.product_5760391,0,0,0,1.000,2.000
__import__.product_5760401,0,0,0,3.000,6.000
__import__.product_5764003,17.00,13.10,17.00,1.000,2.000
__import__.product_5764005,5.00,8.00,5.00,5.000,11.000
__import__.product_5764007,6.30,11.40,6.30,2.000,4.000
__import__.product_5764237,0,0,0,6.000,12.000
__import__.product_5764284,0,0,0,9.000,22.000
__import__.product_5764285,0,0,0,4.000,10.000
__import__.product_5764286,0,0,0,2.000,5.000
__import__.product_5764407,8.80,22.00,10.80,3.000,8.000
__import__.product_5764463,6.00,15.50,11.20,8.000,19.000
__import__.product_5764466,8.30,13.20,8.50,2.000,4.000
__import__.product_5764467,0,0,0,1.000,3.000
__import__.product_5764469,8.40,19.90,9.30,5.000,10.000
__import__.product_5764941,0,0,0,3.000,6.000
__import__.product_5764946,6.40,11.20,6.40,2.000,5.000
__import__.product_5776185,10.00,7.50,16.00,4.000,8.000
__import__.product_5776186,16.50,8.00,10.50,1.000,2.000
__import__.product_5776187,10.00,7.50,16.00,3.000,6.000
__import__.product_5776189,16.50,8.00,10.90,2.000,4.000
__import__.product_5776190,0,0,0,1.000,2.000
__import__.product_5776192,0,0,0,3.000,8.000
__import__.product_5792017,1.80,1.80,15.00,2.000,5.000
__import__.product_5812308,5.20,2.10,8.20,36.000,90.000
__import__.product_5816395,7.20,9.90,7.20,72.000,144.000
__import__.product_5816403,7.30,9.90,7.30,36.000,144.000
__import__.product_5816411,0,0,0,50.000,100.000
__import__.product_5816429,7.20,9.90,7.20,144.000,216.000
__import__.product_5816437,7.20,9.90,7.20,120.000,240.000
__import__.product_5816445,7.20,9.80,7.20,144.000,216.000
__import__.product_5816452,7.20,9.80,7.20,144.000,216.000
__import__.product_5822115,0,0,0,12.000,20.000
__import__.product_5822116,0,0,0,10.000,22.000
__import__.product_5823229,0,0,0,20.000,40.000
__import__.product_5823231,0,0,0,18.000,30.000
__import__.product_5823400,0,0,0,30.000,50.000
__import__.product_5823403,0,0,0,1.000,2.000
__import__.product_5826438,0,0,0,5.000,10.000
__import__.product_5832482,0,0,0,2.000,5.000
__import__.product_5855100,0,0,0,5.000,15.000
__import__.product_5900873,0,0,0,3.000,5.000
__import__.product_5901891,0,0,0,2.000,10.000
__import__.product_5901892,0,0,0,6.000,26.000
__import__.product_5901896,0,0,0,6.000,12.000
__import__.product_5909799,0,0,0,7.000,15.000
__import__.product_5910011,9.00,16.00,11.00,2.000,4.000
__import__.product_5910024,6.00,6.40,14.20,10.000,20.000
__import__.product_5910500,10.50,17.80,10.50,5.000,10.000
__import__.product_5911023,0,0,0,2.000,4.000
__import__.product_5911352,12.40,3.00,17.30,5.000,10.000
__import__.product_5911405,12.40,3.00,17.30,1.000,2.000
__import__.product_5913405,12.40,3.00,17.30,15.000,30.000
__import__.product_5916501,0,0,0,3.000,6.000
__import__.product_5916505,12.10,3.00,17.30,25.000,50.000
__import__.product_5920060,6.00,6.50,14.00,1.000,2.000
__import__.product_5920081,0,0,0,1.000,2.000
__import__.product_5920083,0,0,0,2.000,4.000
__import__.product_5920119,6.00,6.40,14.00,1.000,2.000
__import__.product_5920124,0,0,0,1.000,2.000
__import__.product_5920405,0,0,0,2.000,5.000
__import__.product_5920461,0,0,0,12.000,24.000
__import__.product_5920462,0,0,0,12.000,24.000
__import__.product_5920463,0,0,0,12.000,36.000
__import__.product_5920464,0,0,0,12.000,24.000
__import__.product_5920468,0,0,0,12.000,12.000
__import__.product_5920563,0,0,0,2.000,4.000
__import__.product_5920710,0,0,0,1.000,2.000
__import__.product_5921120,6.90,20.00,6.90,1.000,3.000
__import__.product_5921505,0,0,0,2.000,4.000
__import__.product_5921510,0,0,0,1.000,5.000
__import__.product_5923031,0,0,0,1.000,2.000
__import__.product_5924050,2.90,17.00,12.00,5.000,10.000
__import__.product_5924500,16.50,13.60,29.50,2.000,4.000
__import__.product_5927035,2.90,17.00,12.00,2.000,4.000
__import__.product_5941000,5.50,16.00,5.50,10.000,60.000
__import__.product_5942196,23.90,6.30,12.50,50.000,100.000
__import__.product_5942197,12.80,7.00,24.00,100.000,150.000
__import__.product_5942198,6.70,12.50,24.00,50.000,100.000
__import__.product_5942199,23.90,6.80,12.50,5.000,10.000
