id,width,depth,list_price,length,weight
__import__.product_8428921,0,0,5.20,0,0
__import__.product_8429234,0,0,31.60,0,0
__import__.product_8431248,0,0,128.70,0,0
__import__.product_8433477,0,0,21.10,0,0
__import__.product_8433483,0,0,21.10,0,0
__import__.product_8433572,0,0,10000.00,0,0
__import__.product_8444000,36.30,8.00,24.60,57.00,7.50
__import__.product_8480175,0,0,24.30,0,0
__import__.product_8482381,0,0,5.10,0,0
__import__.product_8482398,0,0,5.10,0,0
__import__.product_8482760,0,0,53.00,0,0
__import__.product_8482783,0,0,53.00,0,0
__import__.product_8485273,0,0,279.00,0,0
__import__.product_8485296,0,0,279.00,0,0
__import__.product_8485304,0,0,279.00,0,0
__import__.product_8485310,0,0,279.00,0,0
__import__.product_8485422,0,0,279.00,0,0
__import__.product_8485439,0,0,279.00,0,0
__import__.product_8485445,0,0,279.00,0,0
__import__.product_8485451,0,0,279.00,0,0
__import__.product_8485480,0,0,279.00,0,0
__import__.product_8485497,0,0,279.00,0,0
__import__.product_8485505,0,0,279.00,0,0
__import__.product_8485511,0,0,279.00,0,0
__import__.product_8485528,0,0,279.00,0,0
__import__.product_8485534,0,0,279.00,0,0
__import__.product_8485540,0,0,279.00,0,0
__import__.product_8485557,0,0,279.00,0,0
__import__.product_8485563,0,0,279.00,0,0
__import__.product_8485586,0,0,279.00,0,0
__import__.product_8485592,0,0,279.00,0,0
__import__.product_8485617,0,0,279.00,0,0
__import__.product_8485623,0,0,279.00,0,0
__import__.product_8485646,0,0,279.00,0,0
__import__.product_8485652,0,0,279.00,0,0
__import__.product_8485669,0,0,279.00,0,0
__import__.product_8485675,0,0,279.00,0,0
__import__.product_8485681,0,0,279.00,0,0
__import__.product_8485698,0,0,279.00,0,0
__import__.product_8485712,0,0,279.00,0,0
__import__.product_8485729,0,0,279.00,0,0
__import__.product_8485735,0,0,279.00,0,0
__import__.product_8487622,0,0,24.30,0,0
__import__.product_9012300,37.40,11.20,24.60,51.00,7.50
__import__.product_9536200,19.00,8.00,11.80,20.90,1.50
__import__.product_9536700,19.00,8.00,11.80,20.90,1.50
__import__.product_9701129,0,0,69.00,0,3.00
