id,orderpoint_min,orderpoint_max,orderpoint_qty_multiple
__import__.product_5272438,15,28,1
__import__.product_5272439,6,15,1
__import__.product_5272460,1,5,1
__import__.product_5272546,1,2,1
__import__.product_5272547,4,10,1
__import__.product_5272550,1,2,1
__import__.product_5272555,4,11,1
__import__.product_5272557,2,4,1
__import__.product_5272558,10,19,1
__import__.product_5272563,2,4,1
__import__.product_5272565,1,2,1
__import__.product_5272581,2,7,1
__import__.product_5272582,2,5,1
__import__.product_5272618,2,6,1
__import__.product_5272619,0,5,4
__import__.product_5272647,1,2,4
__import__.product_5272648,0,4,4
__import__.product_5272675,2,5,4
__import__.product_5272683,2,3,1
__import__.product_5272704,1,4,1
__import__.product_5272750,2,4,1
__import__.product_5273288,0,1,1
__import__.product_5273384,12,24,1
__import__.product_5273404,1,2,1
__import__.product_5273405,5,10,1
__import__.product_5273410,5,10,1
__import__.product_5273420,2,4,1
__import__.product_5273430,5,10,1
__import__.product_5273451,5,10,1
__import__.product_5273454,2,4,1
__import__.product_5273461,2,4,1
__import__.product_5273463,2,4,1
__import__.product_5273691,25,50,25
__import__.product_5273692,25,50,25
__import__.product_5273695,0,20,20
__import__.product_5274093,6,10,1
__import__.product_5274136,2,4,1
__import__.product_5274137,4,6,1
__import__.product_5274153,6,16,1
__import__.product_5274203,1,2,1
__import__.product_5274204,6,16,1
__import__.product_5274441,10,25,1
__import__.product_5274494,3,8,1
__import__.product_5274526,3,8,1
__import__.product_5274527,2,4,4
__import__.product_5274646,2,3,1
__import__.product_5274657,11,36,1
__import__.product_5274658,2,4,1
__import__.product_5274659,4,8,1
__import__.product_5275497,0,1,6
__import__.product_5275599,5,15,1
__import__.product_5275600,0,1,1
__import__.product_5275640,4,13,1
__import__.product_5275683,7,17,1
__import__.product_5276495,5,10,1
__import__.product_5277507,1,2,4
__import__.product_5277508,2,4,4
__import__.product_5277510,2,4,4
__import__.product_5278082,0,2,1
__import__.product_5278084,0,2,1
__import__.product_5278085,0,2,1
__import__.product_5278086,0,2,1
__import__.product_5278087,0,2,1
__import__.product_5278088,0,2,1
__import__.product_5278095,0,1,1
__import__.product_5278096,2,4,1
__import__.product_5278099,0,4,4
__import__.product_5279325,1,2,10
__import__.product_5279804,4,6,1
__import__.product_5279805,3,6,1
__import__.product_5279806,4,8,1
__import__.product_5279807,4,6,1
__import__.product_5279808,2,3,1
__import__.product_5279809,3,5,1
__import__.product_5280408,1,2,1
__import__.product_5280409,0,1,15
__import__.product_5280411,1,2,1
__import__.product_5280808,3,8,1
__import__.product_5280809,0,8,1
__import__.product_5282300,27,90,1
__import__.product_5283608,20,40,1
__import__.product_5283609,10,20,1
__import__.product_5283610,40,80,1
__import__.product_5289917,0,1,1
__import__.product_5290196,1,2,6
__import__.product_5290609,1,2,1
__import__.product_5291000,1,2,1
__import__.product_5291004,2,3,1
__import__.product_5291009,0,2,1
__import__.product_5292121,0,1,1
__import__.product_5292125,2,4,1
__import__.product_5292225,1,2,10
__import__.product_5293595,2,6,10
__import__.product_5293600,10,20,10
__import__.product_5294255,0,1,1
__import__.product_5294279,3,6,4
__import__.product_5294638,2,4,1
__import__.product_5294770,2,4,1
__import__.product_5294786,2,4,1
__import__.product_5294793,2,4,1
__import__.product_5299906,0,1,1
__import__.product_5300000,3,6,5
__import__.product_5300015,10,15,8
__import__.product_5300100,0,1,1
__import__.product_5300111,1,2,1
__import__.product_5300243,1000,2200,1
__import__.product_5300605,26,30,25
__import__.product_5300613,0,1,1
__import__.product_5300635,15,30,50
__import__.product_5300741,0,1,1
__import__.product_5301114,0,10,10
__import__.product_5301134,0,1,4
__import__.product_5301135,2,4,4
__import__.product_5301136,1,2,4
__import__.product_5301137,1,2,4
__import__.product_5301138,1,2,4
__import__.product_5301139,0,1,4
__import__.product_5301141,0,2,4
__import__.product_5301142,3,6,4
__import__.product_5301143,2,4,4
__import__.product_5301144,2,4,4
__import__.product_5301145,0,2,4
__import__.product_5301146,1,2,4
__import__.product_5302253,0,1,1
__import__.product_5304000,2,4,50
__import__.product_5304012,0,1,1
__import__.product_5304100,4,8,1
__import__.product_5304300,4,8,50
__import__.product_5304811,1,2,1
__import__.product_5304813,1,2,1
__import__.product_5305073,0,1,1
__import__.product_5305501,4,6,1
__import__.product_5306013,0,1,12
__import__.product_5306300,0,1,30
__import__.product_5306302,1,2,30
__import__.product_5306304,1,2,20
__import__.product_5306306,1,2,12
__import__.product_5306308,1,2,8
__import__.product_5306310,1,2,6
__import__.product_5306312,1,2,4
__import__.product_5306314,0,1,12
__import__.product_5306315,0,1,12
__import__.product_5306316,1,2,4
__import__.product_5306413,12,24,12
__import__.product_5306414,12,24,12
__import__.product_5307104,0,1,1
__import__.product_5307240,2,4,1
__import__.product_5307241,1,3,1
__import__.product_5307242,1,3,1
__import__.product_5307243,0,1,1
__import__.product_5307612,1,5,50
__import__.product_5307640,3,6,20
__import__.product_5307650,20,40,10
__import__.product_5307727,120,240,30
__import__.product_5307731,25,50,20
__import__.product_5307736,10,20,12
__import__.product_5307830,0,1,1
__import__.product_5307832,0,1,1
__import__.product_5307834,0,1,1
__import__.product_5307872,5,10,1
__import__.product_5308816,0,4,4
__import__.product_5308817,0,4,4
__import__.product_5308818,0,4,4
__import__.product_5308819,0,4,4
__import__.product_5309628,1,2,1
__import__.product_5310101,60,240,60
__import__.product_5310123,0,2,1
__import__.product_5310131,1,2,8
__import__.product_5310133,2,4,10
__import__.product_5310134,3,6,10
__import__.product_5310135,3,6,6
__import__.product_5310136,2,4,4
__import__.product_5310220,0,1,1
__import__.product_5310402,0,1,1
__import__.product_5310501,1,4,1
__import__.product_5311003,0,1,1
__import__.product_5311012,1,2,1
__import__.product_5311542,6,12,6
__import__.product_5311543,10,22,6
__import__.product_5311545,1,2,1
__import__.product_5311612,6,12,6
__import__.product_5312003,0,1,1
__import__.product_5312007,1,2,1
__import__.product_5312512,3,6,1
__import__.product_5314012,3,4,1
__import__.product_5314502,1,2,1
__import__.product_5314612,0,1,1
__import__.product_5315112,0,1,1
__import__.product_5315522,0,1,1
__import__.product_5317440,2,4,12
__import__.product_5317599,23,43,1
__import__.product_5317619,23,47,1
__import__.product_5317639,7,13,1
__import__.product_5317669,1,2,1
__import__.product_5317679,4,7,1
__import__.product_5317719,15,35,1
__import__.product_5317739,90,175,1
__import__.product_5317740,1,2,1
__import__.product_5317749,4,8,1
__import__.product_5317769,25,51,1
__import__.product_5317839,23,48,1
__import__.product_5317899,3,6,1
__import__.product_5317929,33,67,1
__import__.product_5317979,5,10,1
__import__.product_5317989,6,12,1
__import__.product_5319300,0,1,1
__import__.product_5320001,4,6,1
__import__.product_5320002,7,16,1
__import__.product_5320003,3,4,6
__import__.product_5320519,0,2,1
__import__.product_5320524,1,2,1
__import__.product_5324002,0,1,1
__import__.product_5326220,2,5,1
__import__.product_5326221,1,2,1
__import__.product_5326222,2,5,1
__import__.product_5326223,2,5,1
__import__.product_5326225,0,1,1
__import__.product_5326226,0,1,1
__import__.product_5326227,0,1,1
__import__.product_5326230,0,1,1
__import__.product_5326232,0,1,1
__import__.product_5326233,0,1,1
__import__.product_5330000,14,46,1
__import__.product_5330001,30,90,10
__import__.product_5330361,1,2,1
__import__.product_5330693,36,72,36
__import__.product_5332106,1,2,1
__import__.product_5332271,20,40,4
__import__.product_5332272,20,40,4
__import__.product_5332273,1,2,1
__import__.product_5332274,2,4,1
__import__.product_5332275,2,4,1
__import__.product_5333025,4,6,1
__import__.product_5333088,0,1,1
__import__.product_5336162,0,1,1
__import__.product_5338600,6,12,1
__import__.product_5338607,0,1,4
__import__.product_5338680,0,1,4
__import__.product_5338697,5,10,1
__import__.product_5338699,1,5,1
__import__.product_5338818,3,5,1
__import__.product_5338868,2,4,2
__import__.product_5340566,0,1,1
__import__.product_5340830,10,15,1
__import__.product_5340839,20,40,1
__import__.product_5340840,5,10,1
__import__.product_5340918,5,10,1
__import__.product_5340920,10,20,1
__import__.product_5340922,10,20,1
__import__.product_5340923,0,2,1
__import__.product_5341020,2,4,1
__import__.product_5341030,2,4,1
__import__.product_5341050,6,10,1
__import__.product_5341354,2,4,1
__import__.product_5342100,0,1,1
__import__.product_5342105,1,2,1
__import__.product_5342111,5,10,1
__import__.product_5342186,10,15,1
__import__.product_5342501,6,12,1
__import__.product_5343015,2,6,1
__import__.product_5343020,5,10,1
__import__.product_5347313,0,1,1
__import__.product_5350126,0,1,1
__import__.product_5350301,11,38,10
__import__.product_5350302,60,96,4
__import__.product_5351009,5,10,1
__import__.product_5351560,1,2,1
__import__.product_5352044,2,5,1
__import__.product_5352046,0,1,1
__import__.product_5352805,3,8,1
__import__.product_5354605,1,2,1
__import__.product_5354610,1,2,1
__import__.product_5356001,2,3,16
__import__.product_5356003,2,3,1
__import__.product_5356004,8,10,24
__import__.product_5356040,3,5,1
__import__.product_5361760,15,35,1
__import__.product_5361772,40,80,1
__import__.product_5361775,11,20,1
__import__.product_5361784,1,2,1
__import__.product_5361791,3,6,1
__import__.product_5361796,1,3,1
__import__.product_5361797,3,6,1
__import__.product_5361891,1,2,1
__import__.product_5361901,1,3,1
__import__.product_5364879,25,250,250
__import__.product_5365234,0,1,1
__import__.product_5373852,2,8,1
__import__.product_5376820,20,40,2
__import__.product_5380473,2,8,1
__import__.product_5381601,0,1,1
__import__.product_5381670,10,20,20
__import__.product_5381675,20,40,20
__import__.product_5383245,1,2,1
__import__.product_5390255,1,6,6
__import__.product_5392001,10,20,50
__import__.product_5392766,0,1,36
__import__.product_5394001,4,8,1
__import__.product_5394002,10,24,1
__import__.product_5394003,34,85,1
__import__.product_5394005,8,16,1
__import__.product_5394006,14,24,12
__import__.product_5394008,20,50,1
__import__.product_5394010,6,12,1
__import__.product_5395000,6,9,1
__import__.product_5395360,0,1,1
__import__.product_5395362,0,1,1
__import__.product_5395370,2,10,1
__import__.product_5396645,0,1,1
__import__.product_5397501,2,6,1
__import__.product_5397502,1,4,1
__import__.product_5398401,6,12,1
__import__.product_5398495,0,1,6
__import__.product_5398503,0,1,1
__import__.product_5400015,1,2,1
__import__.product_5400016,1,2,1
__import__.product_5400500,1,4,1
__import__.product_5401000,40,80,1
__import__.product_5402069,10,110,100
__import__.product_5402250,2,4,1
__import__.product_5402468,1,6,1
__import__.product_5404091,25,50,50
__import__.product_5405244,2,4,1
__import__.product_5405253,3,6,1
__import__.product_5405254,4,6,1
__import__.product_5405256,2,4,1
__import__.product_5409755,50,350,1
__import__.product_5410011,2,4,1
__import__.product_5415057,2,6,1
__import__.product_5415740,10,135,125
__import__.product_5416396,12,24,1
__import__.product_5416403,30,60,1
__import__.product_5416411,30,50,1
__import__.product_5416438,20,40,1
__import__.product_5416453,20,40,1
__import__.product_5419600,10,40,1
__import__.product_5419670,10,45,1
__import__.product_5419710,10,35,25
__import__.product_5419740,10,45,1
__import__.product_5420000,7,26,10
__import__.product_5420002,7,23,6
__import__.product_5420003,14,46,6
__import__.product_5420004,10,30,1
__import__.product_5421704,10,20,10
__import__.product_5421714,20,40,10
__import__.product_5421724,20,40,10
__import__.product_5421827,1,2,6
__import__.product_5422036,1,2,1
__import__.product_5425035,0,1,1
__import__.product_5426809,125,375,50
__import__.product_5426907,100,200,50
__import__.product_5426909,100,200,50
__import__.product_5426910,50,100,50
__import__.product_5427500,0,10,1
__import__.product_5427970,5,20,1
__import__.product_5429040,0,1,1
__import__.product_5430005,12,11,1
__import__.product_5430050,6,12,12
__import__.product_5430113,3,6,1
__import__.product_5430150,3,7,1
__import__.product_5430250,2,5,1
__import__.product_5430270,3,6,1
__import__.product_5430390,2,5,1
__import__.product_5430505,5,10,2
__import__.product_5430510,0,1,2
__import__.product_5430550,3,9,1
__import__.product_5430802,4,10,1
__import__.product_5430807,11,31,1
__import__.product_5430808,3,7,1
__import__.product_5430889,1,2,1
__import__.product_5431268,6,12,4
__import__.product_5431500,0,4,4
__import__.product_5432000,2,6,1
__import__.product_5432001,0,1,1
__import__.product_5432002,100,200,72
__import__.product_5432003,100,200,64
__import__.product_5432004,60,100,1
__import__.product_5432006,60,100,1
__import__.product_5432007,30,50,1
__import__.product_5432008,240,360,1
__import__.product_5432009,120,240,1
__import__.product_5432015,30,50,1
__import__.product_5432593,6,12,1
__import__.product_5432740,6,18,1
__import__.product_5434113,25,50,50
__import__.product_5435040,10,75,1
__import__.product_5436012,0,1,1
__import__.product_5436226,10,20,50
__import__.product_5436543,80,160,20
__import__.product_5436545,40,120,1
__import__.product_5436547,15,30,20
__import__.product_5436548,20,40,20
__import__.product_5436580,2,4,4
__import__.product_5436632,2,4,20
__import__.product_5436830,0,1,20
__import__.product_5437173,15,30,10
__import__.product_5438012,8,12,4
__import__.product_5438016,6,12,4
__import__.product_5438024,4,8,4
__import__.product_5438059,0,1,4
__import__.product_5438250,3,9,1
__import__.product_5438431,1,2,1
__import__.product_5438805,2,5,1
__import__.product_5439192,0,1,1
__import__.product_5439193,0,2,1
__import__.product_5439195,1,3,1
__import__.product_5439196,1,2,1
__import__.product_5439904,2,4,1
__import__.product_5439964,8,12,4
__import__.product_5445303,0,1,1
__import__.product_5445304,4,8,1
__import__.product_5445305,5,15,1
__import__.product_5445306,0,1,1
__import__.product_5445307,0,1,1
__import__.product_5446023,0,10,1
__import__.product_5446052,0,1,1
__import__.product_5447111,2,4,1
__import__.product_5450013,17,62,1
__import__.product_5450016,28,72,1
__import__.product_5450017,18,36,1
__import__.product_5450019,2,6,1
__import__.product_5450020,3,13,1
__import__.product_5450021,16,58,1
__import__.product_5450022,3,9,1
__import__.product_5450023,6,15,1
__import__.product_5450024,3,9,1
__import__.product_5450025,3,11,1
__import__.product_5450027,4,11,1
__import__.product_5450028,45,100,1
__import__.product_5450029,10,50,1
__import__.product_5450030,8,18,6
__import__.product_5450031,12,24,6
__import__.product_5450032,22,45,1
__import__.product_5450033,12,29,1
__import__.product_5450034,3,12,1
__import__.product_5450035,14,24,1
__import__.product_5450036,8,33,1
__import__.product_5450037,6,21,1
__import__.product_5450040,24,48,9
__import__.product_5450041,6,12,6
__import__.product_5450042,12,24,6
__import__.product_5450043,12,24,6
__import__.product_5450044,3,6,1
__import__.product_5450045,5,12,1
__import__.product_5450046,30,60,1
__import__.product_5450047,6,12,1
__import__.product_5450048,10,30,18
__import__.product_5450236,10,15,1
__import__.product_5451003,3,5,1
__import__.product_5455282,6,9,1
__import__.product_5457199,2,4,1
__import__.product_5461168,2,3,1
__import__.product_5461250,4,11,1
__import__.product_5461251,4,10,1
__import__.product_5461255,2,4,1
__import__.product_5461293,8,25,1
__import__.product_5461294,3,6,1
__import__.product_5461298,0,6,1
__import__.product_5461301,2,4,1
__import__.product_5461312,7,26,1
__import__.product_5461313,3,9,1
__import__.product_5461316,1,3,1
__import__.product_5461317,2,5,1
__import__.product_5461328,11,32,1
__import__.product_5461525,2,4,1
__import__.product_5461526,10,20,1
__import__.product_5464561,2,4,1
__import__.product_5468330,1,2,1
__import__.product_5468340,3,9,1
__import__.product_5470003,0,1,1
__import__.product_5470012,0,1,1
__import__.product_5470021,0,1,1
__import__.product_5470051,0,1,1
__import__.product_5470060,0,1,1
__import__.product_5470412,10,20,40
__import__.product_5470740,25,50,30
__import__.product_5470750,0,1,30
__import__.product_5470825,30,60,40
__import__.product_5470840,50,100,30
__import__.product_5470925,10,20,40
__import__.product_5471125,15,30,40
__import__.product_5471140,100,200,30
__import__.product_5471240,100,200,30
__import__.product_5471516,70,141,40
__import__.product_5471625,65,130,40
__import__.product_5471725,5,10,40
__import__.product_5471816,300,600,40
__import__.product_5472686,0,1,1
__import__.product_5472689,5,10,1
__import__.product_5472721,3,5,1
__import__.product_5473651,2,4,10
__import__.product_5473652,0,10,10
__import__.product_5473653,0,1,10
__import__.product_5475470,0,1,1
__import__.product_5477606,40,120,4
__import__.product_5495101,20,40,10
__import__.product_5496103,8,18,1
__import__.product_5498218,50,100,50
__import__.product_5499855,20,40,1
__import__.product_5499856,15,30,1
__import__.product_5499857,10,25,1
__import__.product_5500445,1,2,1
__import__.product_5500450,1,2,1
__import__.product_5501000,10,20,1
__import__.product_5501001,10,20,1
__import__.product_5505001,1,3,1
__import__.product_5505004,0,10,1
__import__.product_5505007,1,5,1
__import__.product_5508161,0,1,1
__import__.product_5511810,0,1,1
__import__.product_5512000,2,4,1
__import__.product_5512006,8,14,1
__import__.product_5512015,10,20,1
__import__.product_5512016,3,9,1
__import__.product_5512031,4,6,1
__import__.product_5512034,4,8,1
__import__.product_5512039,1,2,1
__import__.product_5513520,0,1,1
__import__.product_5519099,67,225,20
__import__.product_5522200,2,3,1
__import__.product_5525446,0,1,1
__import__.product_5525641,2,4,1
__import__.product_5540855,1,3,1
__import__.product_5541464,54,72,50
__import__.product_5551027,15,30,1
__import__.product_5551028,10,15,1
__import__.product_5551029,10,20,1
__import__.product_5551030,10,20,1
__import__.product_5551031,10,15,1
__import__.product_5551032,10,15,1
__import__.product_5560453,8,16,1
__import__.product_5560454,12,24,1
__import__.product_5560455,2,4,1
__import__.product_5560728,1,2,1
__import__.product_5584600,6,12,1
__import__.product_5590000,1,2,1
__import__.product_5590004,2,4,1
__import__.product_5590006,1,2,1
__import__.product_5600803,1,2,1
__import__.product_5600804,1,2,1
__import__.product_5601094,18,36,1
__import__.product_5601097,20,40,1
__import__.product_5601098,10,20,1
__import__.product_5603569,18,34,6
__import__.product_5603571,20,40,4
__import__.product_5603573,12,24,6
__import__.product_5603574,20,30,1
__import__.product_5603575,10,20,1
__import__.product_5603576,10,20,1
__import__.product_5603578,12,24,4
__import__.product_5603991,0,1,1
__import__.product_5603992,2,4,1
__import__.product_5605005,1,2,1
__import__.product_5605022,10,20,1
__import__.product_5605135,0,1,1
__import__.product_5610502,5,15,1
__import__.product_5610503,0,1,1
__import__.product_5610506,0,1,1
__import__.product_5610509,2,4,1
__import__.product_5610510,1,3,1
__import__.product_5610518,2,4,1
__import__.product_5610519,3,6,1
__import__.product_5610525,7,16,1
__import__.product_5610528,1,2,1
__import__.product_5610540,3,6,1
__import__.product_5610548,2,3,1
__import__.product_5610553,2,3,1
__import__.product_5610557,1,3,1
__import__.product_5610559,1,2,1
__import__.product_5610560,0,1,1
__import__.product_5610561,5,8,1
__import__.product_5610568,2,4,1
__import__.product_5610569,1,3,1
__import__.product_5610571,2,4,1
__import__.product_5610573,1,2,1
__import__.product_5610580,1,3,1
__import__.product_5610582,1,2,1
__import__.product_5611001,0,1,1
__import__.product_5611296,2,5,1
__import__.product_5611501,3,5,1
__import__.product_5611508,3,5,1
__import__.product_5611510,3,5,1
__import__.product_5611512,3,5,1
__import__.product_5611515,3,5,1
__import__.product_5611519,3,5,1
__import__.product_5611522,3,5,1
__import__.product_5611526,3,5,1
__import__.product_5611529,3,5,1
__import__.product_5611530,3,5,1
__import__.product_5611533,3,5,1
__import__.product_5611534,3,5,1
__import__.product_5611539,3,5,1
__import__.product_5611542,3,5,1
__import__.product_5611543,3,5,1
__import__.product_5611544,3,5,1
__import__.product_5611546,3,5,1
__import__.product_5611549,3,5,1
__import__.product_5611552,3,5,1
__import__.product_5611555,3,5,1
__import__.product_5611558,3,5,1
__import__.product_5617242,1,2,1
__import__.product_5620000,51,173,12
__import__.product_5620001,151,260,10
__import__.product_5620002,90,120,10
__import__.product_5620003,30,60,10
__import__.product_5620004,41,60,10
__import__.product_5620005,40,60,10
__import__.product_5620006,10,20,1
__import__.product_5620008,2,4,1
__import__.product_5620009,0,1,1
__import__.product_5621003,2,5,1
__import__.product_5621013,2,5,1
__import__.product_5621023,2,5,1
__import__.product_5621025,2,5,1
__import__.product_5621033,2,5,1
__import__.product_5621035,2,5,1
__import__.product_5621083,30,60,1
__import__.product_5621160,5,10,1
__import__.product_5621162,2,5,1
__import__.product_5624005,2,6,1
__import__.product_5624900,2,4,1
__import__.product_5624901,2,4,1
__import__.product_5624902,1,5,1
__import__.product_5624903,2,4,1
__import__.product_5624904,2,4,1
__import__.product_5624905,0,1,1
__import__.product_5624906,2,4,1
__import__.product_5624907,4,8,1
__import__.product_5624908,1,2,1
__import__.product_5624909,1,5,4
__import__.product_5624910,0,1,1
__import__.product_5626100,2,5,1
__import__.product_5630506,1,2,1
__import__.product_5632145,10,20,1
__import__.product_5634628,2,4,1
__import__.product_5640990,1,5,1
__import__.product_5642166,10,20,10
__import__.product_5642167,1,2,10
__import__.product_5642168,1,2,10
__import__.product_5650128,0,1,1
__import__.product_5650520,0,1,1
__import__.product_5650525,1,2,1
__import__.product_5650545,0,1,1
__import__.product_5654322,10,60,1
__import__.product_5657052,0,2,1
__import__.product_5660000,0,24,1
__import__.product_5660001,0,24,1
__import__.product_5660002,6,24,1
__import__.product_5660310,0,1,1
__import__.product_5660500,15,30,1
__import__.product_5661500,10,20,1
__import__.product_5661821,2,4,1
__import__.product_5662500,50,100,1
__import__.product_5664400,0,1,4
__import__.product_5671002,3,6,1
__import__.product_5680002,1,2,1
__import__.product_5680003,1,2,1
__import__.product_5680004,1,2,1
__import__.product_5680005,1,2,1
__import__.product_5680007,1,2,1
__import__.product_5690602,248,841,10
__import__.product_5690603,6,18,1
__import__.product_5690604,0,1,1
__import__.product_5690605,30,60,1
__import__.product_5691165,1,24,1
__import__.product_5691941,30,60,1
__import__.product_5697900,50,100,1
__import__.product_5697901,40,60,1
__import__.product_5697902,60,100,1
__import__.product_5697903,40,60,1
__import__.product_5700001,5,10,1
__import__.product_5700002,0,1,1
__import__.product_5700003,25,50,1
__import__.product_5700004,1,3,1
__import__.product_5700005,0,1,1
__import__.product_5700008,20,40,1
__import__.product_5700009,150,300,1
__import__.product_5700010,80,160,1
__import__.product_5700015,100,200,24
__import__.product_5700016,100,200,16
__import__.product_5700017,100,200,12
__import__.product_5700023,0,10,1
__import__.product_5700028,0,10,1
__import__.product_5700029,0,10,1
__import__.product_5700030,0,10,1
__import__.product_5700036,10,20,1
__import__.product_5700037,10,20,1
__import__.product_5700038,10,15,1
__import__.product_5700039,10,20,1
__import__.product_5700040,2,7,1
__import__.product_5700041,0,1,1
__import__.product_5700042,0,1,1
__import__.product_5700043,0,1,1
__import__.product_5700045,0,1,1
__import__.product_5700046,0,1,1
__import__.product_5700047,0,1,1
__import__.product_5700048,0,1,1
__import__.product_5700051,5,10,1
__import__.product_5700052,0,1,1
__import__.product_5700053,0,1,1
__import__.product_5700054,0,1,1
__import__.product_5700057,0,1,1
__import__.product_5700061,120,240,24
__import__.product_5700062,100,200,16
__import__.product_5700063,100,100,1
__import__.product_5700092,5,10,1
__import__.product_5700093,2,5,1
__import__.product_5700094,2,5,1
__import__.product_5700095,2,5,1
__import__.product_5702000,1,2,1
__import__.product_5702100,2,4,1
__import__.product_5703000,60,120,10
__import__.product_5703002,30,60,1
__import__.product_5707835,1,2,1
__import__.product_5710012,0,157,1
__import__.product_5710545,10,20,1
__import__.product_5711040,1,2,1
__import__.product_5711085,2,4,1
__import__.product_5712014,1,2,1
__import__.product_5713012,2,4,1
__import__.product_5721440,0,1,1
__import__.product_5721910,1,2,1
__import__.product_5722000,2,4,1
__import__.product_5722002,2,5,1
__import__.product_5722013,2,5,1
__import__.product_5722200,1,2,1
__import__.product_5726580,0,1,1
__import__.product_5727600,2,12,1
__import__.product_5727936,0,1,1
__import__.product_5729390,0,1,1
__import__.product_5729555,0,1,1
__import__.product_5736881,0,1,1
__import__.product_5740019,2,12,1
__import__.product_5740024,5,10,1
__import__.product_5740026,2,4,1
__import__.product_5740261,0,1,1
__import__.product_5741500,10,22,1
__import__.product_5742906,0,1,1
__import__.product_5742907,0,1,1
__import__.product_5749000,3,5,1
__import__.product_5749402,0,1,1
__import__.product_5749403,0,1,1
__import__.product_5753400,1,2,1
__import__.product_5758801,10,20,1
__import__.product_5760306,1,2,1
__import__.product_5760307,2,4,1
__import__.product_5760308,3,6,1
__import__.product_5760309,1,2,1
__import__.product_5760312,0,1,1
__import__.product_5760313,6,12,1
__import__.product_5760314,12,24,1
__import__.product_5760315,2,4,1
__import__.product_5760316,1,2,1
__import__.product_5760317,1,2,1
__import__.product_5760318,1,2,1
__import__.product_5760319,0,1,1
__import__.product_5760329,0,1,1
__import__.product_5760331,1,2,1
__import__.product_5760332,1,2,1
__import__.product_5760336,1,2,1
__import__.product_5760337,2,3,1
__import__.product_5760338,1,2,1
__import__.product_5760339,3,6,1
__import__.product_5760341,0,1,1
__import__.product_5760342,6,10,1
__import__.product_5760343,7,23,1
__import__.product_5760344,20,40,10
__import__.product_5760345,29,97,12
__import__.product_5760346,1,2,1
__import__.product_5760347,0,1,1
__import__.product_5760360,0,1,1
__import__.product_5760362,2,4,1
__import__.product_5760363,0,1,1
__import__.product_5760364,2,4,1
__import__.product_5760365,2,4,1
__import__.product_5760366,0,1,1
__import__.product_5760370,5,10,1
__import__.product_5760371,0,1,1
__import__.product_5760391,1,2,1
__import__.product_5760401,3,6,1
__import__.product_5760416,2,3,1
__import__.product_5760417,1,2,1
__import__.product_5761016,0,1,1
__import__.product_5764000,9,22,1
__import__.product_5764002,2,4,1
__import__.product_5764003,1,2,1
__import__.product_5764005,5,11,1
__import__.product_5764006,10,16,1
__import__.product_5764007,2,4,1
__import__.product_5764008,15,25,1
__import__.product_5764010,1,2,1
__import__.product_5764016,0,1,1
__import__.product_5764113,0,1,1
__import__.product_5764200,6,10,1
__import__.product_5764201,6,12,1
__import__.product_5764202,6,12,1
__import__.product_5764203,6,12,1
__import__.product_5764204,6,12,1
__import__.product_5764205,6,12,1
__import__.product_5764206,6,12,1
__import__.product_5764207,0,1,1
__import__.product_5764208,0,1,1
__import__.product_5764211,6,12,1
__import__.product_5764212,6,12,1
__import__.product_5764214,6,12,1
__import__.product_5764215,6,12,1
__import__.product_5764216,6,12,1
__import__.product_5764217,6,12,1
__import__.product_5764218,6,12,1
__import__.product_5764219,3,6,1
__import__.product_5764220,6,12,1
__import__.product_5764221,6,12,1
__import__.product_5764222,6,12,1
__import__.product_5764223,6,12,1
__import__.product_5764224,6,12,1
__import__.product_5764225,6,12,1
__import__.product_5764226,2,4,1
__import__.product_5764227,1,2,1
__import__.product_5764229,3,6,1
__import__.product_5764231,6,12,1
__import__.product_5764232,6,12,1
__import__.product_5764233,6,12,1
__import__.product_5764234,6,12,1
__import__.product_5764235,6,12,1
__import__.product_5764236,3,6,1
__import__.product_5764237,6,12,1
__import__.product_5764238,2,4,1
__import__.product_5764240,2,4,1
__import__.product_5764271,2,3,1
__import__.product_5764284,9,22,1
__import__.product_5764285,4,10,1
__import__.product_5764286,2,5,1
__import__.product_5764294,4,8,1
__import__.product_5764297,4,8,1
__import__.product_5764298,2,5,1
__import__.product_5764407,3,8,1
__import__.product_5764463,8,19,1
__import__.product_5764466,2,4,1
__import__.product_5764467,1,3,1
__import__.product_5764469,5,10,1
__import__.product_5764482,1,2,1
__import__.product_5764941,3,6,1
__import__.product_5764946,2,5,1
__import__.product_5764950,10,20,1
__import__.product_5774677,0,1,1
__import__.product_5776181,0,1,1
__import__.product_5776185,4,8,1
__import__.product_5776186,1,2,1
__import__.product_5776187,3,6,1
__import__.product_5776189,2,4,1
__import__.product_5776190,1,2,1
__import__.product_5776191,3,6,1
__import__.product_5776192,3,8,1
__import__.product_5776195,0,1,1
__import__.product_5776196,0,1,1
__import__.product_5791570,0,1,1
__import__.product_5791730,0,1,1
__import__.product_5791756,12,24,12
__import__.product_5792017,2,5,1
__import__.product_5792021,5,10,1
__import__.product_5792022,0,1,1
__import__.product_5792023,1,2,1
__import__.product_5792056,3,6,1
__import__.product_5792057,4,8,1
__import__.product_5794181,0,1,1
__import__.product_5800000,8,18,1
__import__.product_5800001,5,10,1
__import__.product_5800002,2,7,1
__import__.product_5800003,1,2,1
__import__.product_5800011,0,1,1
__import__.product_5800021,0,1,1
__import__.product_5800032,200,300,1
